cohort,simulator,entry_index,exit_index,entry_time_api,exit_time_api,entry_time_actual_utc,exit_time_actual_utc,raw_episode_id,entry_price,exit_price,tp_distance,sl_distance,exit_reason,same_bar_both_hit,gross_price,spread_points,spread_observed,extra_cost_points,gross_r,net_r,stress_r,risk_mult,risk_guard_reasons,risk_budget,account_pnl,balance_before,balance_after,positive,trade_id,episode_trade_ordinal,entry_kind,score_fold,source_entry_index,candidate_id
A0_BASELINE_075,S5,905149,905151,2020-07-28T04:09:00,2020-07-28T04:11:00,2020-07-28T04:09:00,2020-07-28T04:11:00,852,1973.64,1976.3152142857143,2.675214285714302,3.2925714285714487,take_profit,False,2.675214285714219,25.0,True,5.0,0.7551617065892179,0.6704774578594822,0.6563634164045261,1.0,,10.702933601798854,7.176075712972927,764.4952572713466,771.6713329843195,True,S5_000313,0,primary,1,2158500,A0_BASELINE_075
A0_BASELINE_075,S5,905152,905161,2020-07-28T04:12:00,2020-07-28T04:21:00,2020-07-28T04:12:00,2020-07-28T04:21:00,852,1974.48,1977.5517142857143,3.0717142857143425,3.7805714285714984,take_profit,False,3.071714285714279,25.0,True,5.0,0.7621039200396817,0.6876727865598503,0.6752675976465451,1.0,,10.803398661780474,7.429203262063536,771.6713329843195,779.1005362463831,True,S5_000314,1,primary,1,2158503,A0_BASELINE_075
A0_BASELINE_075,S5,907604,907604,2020-07-29T22:06:00,2020-07-29T22:06:00,2020-07-29T22:06:00,2020-07-29T22:06:00,863,1955.71,1961.4151428571429,5.7051428571428415,7.021714285714267,take_profit,False,5.705142857142846,23.0,True,5.0,0.7867302312753639,0.7481186714471458,0.7412237500492498,1.0,,10.907407507449363,8.160035213405642,779.1005362463831,787.2605714597887,True,S5_000315,0,primary,1,2160955,A0_BASELINE_075
A0_BASELINE_075,S5,907606,907610,2020-07-29T22:08:00,2020-07-29T22:12:00,2020-07-29T22:08:00,2020-07-29T22:12:00,864,1959.78,1966.0627142857143,6.282714285714272,7.732571428571411,take_profit,False,6.282714285714292,23.0,True,5.0,0.7890308227779995,0.7538663030607509,0.7475869245398136,1.0,,11.021648000437041,8.308849031726389,787.2605714597887,795.5694204915151,True,S5_000316,0,primary,1,2160957,A0_BASELINE_075
A0_BASELINE_075,S5,908388,908388,2020-07-30T12:11:00,2020-07-30T12:11:00,2020-07-30T12:11:00,2020-07-30T12:11:00,871,1947.52,1945.3474285714285,1.765214285714285,2.1725714285714277,stop_loss,False,-2.172571428571473,23.0,True,5.0,-0.9042692353431037,-1.0208110357950004,-1.041622071589982,1.0,,11.13797188688121,-11.369764618502805,795.5694204915151,784.1996558730123,False,S5_000317,0,primary,1,2161739,A0_BASELINE_075
A0_BASELINE_075,S5,908681,908686,2020-07-30T17:04:00,2020-07-30T17:09:00,2020-07-30T17:04:00,2020-07-30T17:09:00,872,1954.84,1956.8429285714285,2.002928571428587,2.465142857142876,take_profit,False,2.0029285714285834,23.0,True,5.0,0.7431623025548598,0.6392717057139828,0.620719813420969,1.0,,10.978795182222171,7.018433122823625,784.1996558730123,791.2180889958358,True,S5_000318,0,primary,1,2162032,A0_BASELINE_075
A0_BASELINE_075,S5,910480,910497,2020-08-03T01:06:00,2020-08-03T01:23:00,2020-08-03T01:06:00,2020-08-03T01:23:00,873,1980.62,1983.943357142857,3.323357142857076,4.090285714285632,take_profit,False,3.3233571428570485,23.0,True,5.0,0.769244758944507,0.7044342305402996,0.6928609218966912,1.0,,11.077053245941702,7.803055479958871,791.2180889958358,799.0211444757947,True,S5_000319,0,primary,1,2163831,A0_BASELINE_075
A0_BASELINE_075,S5,910506,910511,2020-08-03T01:32:00,2020-08-03T01:37:00,2020-08-03T01:32:00,2020-08-03T01:37:00,875,1982.31,1983.81,1.5,1.7634285714286049,take_profit,False,1.5,45.0,True,5.0,0.6776816832322087,0.45178778882147247,0.42919839938039883,1.0,,11.186296022661127,5.0538319451805025,799.0211444757947,804.0749764209752,True,S5_000320,0,primary,1,2163857,A0_BASELINE_075
A0_BASELINE_075,S5,911442,911445,2020-08-03T17:08:00,2020-08-03T17:11:00,2020-08-03T17:08:00,2020-08-03T17:11:00,876,1965.68,1967.537142857143,1.8571428571428783,2.285714285714312,take_profit,False,1.8571428571428896,19.0,True,5.0,0.7501442585112574,0.6532025389498043,0.6330063473745016,1.0,,11.257049669893654,7.353133425458591,804.0749764209752,811.4281098464338,True,S5_000321,0,primary,1,2164793,A0_BASELINE_075
A0_BASELINE_075,S5,911446,911450,2020-08-03T17:12:00,2020-08-03T17:16:00,2020-08-03T17:12:00,2020-08-03T17:16:00,876,1966.7,1968.6267857142857,1.9267857142857565,2.3714285714286234,take_profit,False,1.9267857142856428,19.0,True,5.0,0.7522308979363762,0.658533184606763,0.6390128276630935,1.0,,11.359993537850073,7.480932721592657,811.4281098464338,818.9090425680265,True,S5_000322,1,primary,1,2164797,A0_BASELINE_075
A0_BASELINE_075,S5,917372,917375,2020-08-10T01:04:00,2020-08-10T01:07:00,2020-08-10T01:04:00,2020-08-10T01:07:00,880,2027.08,2029.8917142857142,2.8117142857142623,3.4605714285713995,take_profit,False,2.811714285714288,38.0,True,5.0,0.7321083172147064,0.6201458116351786,0.6071269156375592,1.0,,11.46472659595237,7.109802180022301,818.9090425680265,826.0188447480488,True,S5_000323,0,primary,1,2170723,A0_BASELINE_075
A0_BASELINE_075,S5,918330,918332,2020-08-10T17:02:00,2020-08-10T17:04:00,2020-08-10T17:02:00,2020-08-10T17:04:00,884,2044.46,2046.4332142857143,1.9732142857142014,2.428571428571325,take_profit,False,1.9732142857142208,23.0,True,5.0,0.7422084900591125,0.6368887694787753,0.6180816765180007,1.0,,11.564263826472683,7.3651497583701,826.0188447480488,833.3839945064188,True,S5_000324,0,primary,1,2171681,A0_BASELINE_075
A0_BASELINE_075,S5,918346,918349,2020-08-10T17:18:00,2020-08-10T17:21:00,2020-08-10T17:18:00,2020-08-10T17:21:00,885,2048.53,2046.3768571428575,1.7494285714285007,2.15314285714277,stop_loss,False,-2.1531428571427114,23.0,True,5.0,-0.903488790312884,-1.020980697758039,-1.0419613955161022,1.0,,11.667375923089864,-11.912165610961633,833.3839945064188,821.4718288954572,False,S5_000325,0,primary,1,2171697,A0_BASELINE_075
A0_BASELINE_075,S5,918905,918905,2020-08-11T03:38:00,2020-08-11T03:38:00,2020-08-11T03:38:00,2020-08-11T03:38:00,888,2019.89,2018.1185714285714,1.5,1.7714285714286495,stop_loss,False,-1.7714285714287143,23.0,True,5.0,-0.8850820842255901,-1.0249821556031722,-1.0499643112063117,1.0,,11.500605604536402,-11.787915523279644,821.4718288954572,809.6839133721776,False,S5_000326,0,primary,1,2172256,A0_BASELINE_075
A0_BASELINE_075,S5,918945,918953,2020-08-11T04:18:00,2020-08-11T04:26:00,2020-08-11T04:18:00,2020-08-11T04:26:00,889,2018.81,2020.6030714285714,1.7930714285714235,2.2068571428571366,take_profit,False,1.7930714285714657,23.0,True,5.0,0.7358131082190346,0.620911009497027,0.6003927775823829,1.0,live_post_loss_cap,11.335574787210486,7.038383184355911,809.6839133721776,816.7222965565335,True,S5_000327,0,primary,1,2172296,A0_BASELINE_075
A0_BASELINE_075,S5,919208,919209,2020-08-11T08:41:00,2020-08-11T08:42:00,2020-08-11T08:41:00,2020-08-11T08:42:00,890,2010.31,2008.4379999999999,1.5210000000000525,1.8720000000000647,stop_loss,False,-1.872000000000071,23.0,True,5.0,-0.8905803996194164,-1.0237868696479566,-1.0475737392959101,1.0,,11.434112151791469,-11.706093887086249,816.7222965565335,805.0162026694472,False,S5_000328,0,primary,1,2172559,A0_BASELINE_075
A0_BASELINE_075,S5,919227,919227,2020-08-11T09:00:00,2020-08-11T09:00:00,2020-08-11T09:00:00,2020-08-11T09:00:00,891,2008.92,2010.5877142857144,1.667714285714268,2.0525714285714067,take_profit,False,1.6677142857142826,23.0,True,5.0,0.7306296157216229,0.6079609463011686,0.5860558267618017,1.0,live_post_loss_cap,11.270226837372261,6.851857773077667,805.0162026694472,811.8680604425249,True,S5_000329,0,primary,1,2172578,A0_BASELINE_075
A0_BASELINE_075,S5,919240,919242,2020-08-11T09:13:00,2020-08-11T09:15:00,2020-08-11T09:13:00,2020-08-11T09:15:00,892,2004.0,2001.6902857142857,1.8766428571428184,2.309714285714238,stop_loss,False,-2.3097142857143353,23.0,True,5.0,-0.9094386320171364,-1.0196872539093649,-1.0393745078186913,1.0,live_post_loss_cap,11.366152846195348,-11.589921183251047,811.8680604425249,800.2781392592739,False,S5_000330,0,primary,1,2172591,A0_BASELINE_075
A0_BASELINE_075,S5,919262,919263,2020-08-11T09:35:00,2020-08-11T09:36:00,2020-08-11T09:35:00,2020-08-11T09:36:00,893,1994.42,1997.3087857142857,2.8887857142856843,3.5554285714285343,take_profit,False,2.888785714285632,23.0,True,5.0,0.7631330666465251,0.68916522001659,0.6759566759755302,1.0,live_post_loss_cap,11.203893949629835,7.721334038839187,800.2781392592739,807.999473298113,True,S5_000331,0,primary,1,2172613,A0_BASELINE_075
A0_BASELINE_075,S5,919357,919357,2020-08-11T11:10:00,2020-08-11T11:10:00,2020-08-11T11:10:00,2020-08-11T11:10:00,898,1988.67,1991.1028571428571,2.432857142857126,2.9942857142856933,take_profit,False,2.432857142857074,23.0,True,5.0,0.7545414266725577,0.6677004873726015,0.6521931767833236,1.0,live_post_loss_cap,11.311992626173582,7.5530229896513745,807.999473298113,815.5524962877644,True,S5_000332,0,primary,1,2172708,A0_BASELINE_075
A0_BASELINE_075,S5,919358,919360,2020-08-11T11:11:00,2020-08-11T11:13:00,2020-08-11T11:11:00,2020-08-11T11:13:00,898,1991.21,1993.7737857142859,2.563785714285705,3.15542857142856,take_profit,False,2.563785714285814,23.0,True,5.0,0.7573001941092394,0.6745927926407608,0.6598236138071039,1.0,live_post_loss_cap,11.417734948028702,7.702321704222694,815.5524962877644,823.254817991987,True,S5_000333,1,primary,1,2172709,A0_BASELINE_075
A0_BASELINE_075,S5,919376,919388,2020-08-11T11:29:00,2020-08-11T11:41:00,2020-08-11T11:29:00,2020-08-11T11:41:00,899,1985.63,1988.4045714285717,2.7745714285714813,3.414857142857208,take_profit,False,2.774571428571562,23.0,True,5.0,0.7612291291056121,0.6844085600062955,0.6706906012385604,1.0,,11.525567451887818,7.88819702300197,823.254817991987,831.143015014989,True,S5_000334,0,primary,1,2172727,A0_BASELINE_075
A0_BASELINE_075,S5,919708,919716,2020-08-11T17:01:00,2020-08-11T17:09:00,2020-08-11T17:01:00,2020-08-11T17:09:00,906,1941.18,1945.0354285714286,3.8554285714285697,4.745142857142855,take_profit,False,3.855428571428547,23.0,True,5.0,0.7749382645150129,0.7186584735542364,0.7086085108826692,1.0,,11.636002210209847,8.36231158666313,831.143015014989,839.5053266016522,True,S5_000335,0,primary,1,2173059,A0_BASELINE_075
A0_BASELINE_075,S5,919729,919740,2020-08-11T17:22:00,2020-08-11T17:33:00,2020-08-11T17:22:00,2020-08-11T17:33:00,908,1948.33,1944.4031428571427,3.1905714285714613,3.9268571428571835,stop_loss,False,-3.926857142857216,23.0,True,5.0,-0.9446697367516751,-1.0120283180974714,-1.024056636194935,1.0,,11.753074572423131,-11.89444429200354,839.5053266016522,827.6108823096487,False,S5_000336,0,primary,1,2173080,A0_BASELINE_075
A0_BASELINE_075,S5,919907,919908,2020-08-11T20:20:00,2020-08-11T20:21:00,2020-08-11T20:20:00,2020-08-11T20:21:00,910,1934.55,1937.530714285714,2.9807142857142352,3.668571428571367,take_profit,False,2.980714285714157,23.0,True,5.0,0.76456577500914,0.6927445950897544,0.6799193843898642,1.0,,11.586552352335081,8.026521517804607,827.6108823096487,835.6374038274532,True,S5_000337,0,primary,1,2173258,A0_BASELINE_075
A0_BASELINE_075,S5,920031,920033,2020-08-11T22:24:00,2020-08-11T22:26:00,2020-08-11T22:24:00,2020-08-11T22:26:00,916,1920.38,1923.0867857142857,2.7067857142857226,3.3314285714285816,take_profit,False,2.7067857142856155,23.0,True,5.0,0.7600280786201065,0.6814079422382374,0.6673686321700466,1.0,,11.698923653584345,7.9717394931911505,835.6374038274532,843.6091433206444,True,S5_000338,0,primary,1,2173382,A0_BASELINE_075
A0_BASELINE_075,S5,920042,920042,2020-08-11T22:35:00,2020-08-11T22:35:00,2020-08-11T22:35:00,2020-08-11T22:35:00,917,1916.76,1919.3145,2.5544999999999782,3.1439999999999735,take_profit,False,2.554499999999962,23.0,True,5.0,0.7571132187314706,0.67412566686425,0.659306461173675,1.0,,11.810528006489022,7.961780068393313,843.6091433206444,851.5709233890377,True,S5_000339,0,primary,1,2173393,A0_BASELINE_075
A0_BASELINE_075,S5,920192,920194,2020-08-12T02:06:00,2020-08-12T02:08:00,2020-08-12T02:06:00,2020-08-12T02:08:00,919,1925.1,1923.5697142857143,1.5,1.5302857142856479,stop_loss,False,-1.5302857142855828,36.0,True,5.0,-0.8095525997581209,-1.026451027811333,-1.0529020556227002,1.0,,11.921992927446528,-12.237341893936932,851.5709233890377,839.3335814951008,False,S5_000340,0,primary,1,2173543,A0_BASELINE_075
A0_BASELINE_075,S5,920224,920226,2020-08-12T02:38:00,2020-08-12T02:40:00,2020-08-12T02:38:00,2020-08-12T02:40:00,921,1918.08,1916.6182857142855,1.5,1.4617142857142815,stop_loss,False,-1.461714285714379,38.0,True,5.0,-0.7936704933292488,-1.0271486192988428,-1.0542972385976328,1.0,live_post_loss_cap,11.750670140931412,-12.06968461109384,839.3335814951008,827.263896884007,False,S5_000341,0,primary,1,2173575,A0_BASELINE_075
A0_BASELINE_075,S5,920246,920247,2020-08-12T03:00:00,2020-08-12T03:01:00,2020-08-12T03:00:00,2020-08-12T03:01:00,923,1909.0,1911.2842857142857,2.284285714285685,2.8114285714285354,take_profit,False,2.2842857142857156,26.0,True,5.0,0.7437209302325672,0.6427906976744265,0.6265116279069846,1.0,live_post_loss_cap,11.581694556376098,7.4446055241451,827.263896884007,834.7085024081521,True,S5_000342,0,primary,1,2173597,A0_BASELINE_075
A0_BASELINE_075,S5,920250,920252,2020-08-12T03:04:00,2020-08-12T03:06:00,2020-08-12T03:04:00,2020-08-12T03:06:00,924,1913.84,1916.3081428571427,2.4681428571428508,3.037714285714278,take_profit,False,2.468142857142766,30.0,True,5.0,0.7394709809963792,0.6346087998630113,0.6196284882725303,1.0,live_post_loss_cap,11.685919033714129,7.415987053281644,834.7085024081521,842.1244894614338,True,S5_000343,0,primary,1,2173601,A0_BASELINE_075
A0_BASELINE_075,S5,920253,920269,2020-08-12T03:07:00,2020-08-12T03:23:00,2020-08-12T03:07:00,2020-08-12T03:23:00,924,1917.97,1920.331357142857,2.3613571428571487,2.9062857142857217,take_profit,False,2.3613571428570594,23.0,True,5.0,0.752915186298596,0.6636376059032241,0.6476951808326219,1.0,live_post_loss_cap,11.789742852460073,7.824116720821251,842.1244894614338,849.948606182255,True,S5_000344,1,primary,1,2173604,A0_BASELINE_075
A0_BASELINE_075,S5,920272,920280,2020-08-12T03:26:00,2020-08-12T03:34:00,2020-08-12T03:26:00,2020-08-12T03:34:00,927,1922.98,1924.606857142857,1.6268571428571414,2.0022857142857124,take_profit,False,1.626857142857034,25.0,True,5.0,0.7223138399086164,0.5891158188506435,0.5669161486743146,1.0,live_post_loss_cap,11.899280486551572,7.010054367568312,849.948606182255,856.9586605498233,True,S5_000345,0,primary,1,2173623,A0_BASELINE_075
A0_BASELINE_075,S5,920284,920286,2020-08-12T03:38:00,2020-08-12T03:40:00,2020-08-12T03:38:00,2020-08-12T03:40:00,928,1921.68,1919.3634285714286,1.8822142857142632,2.3165714285714007,stop_loss,False,-2.3165714285714785,33.0,True,5.0,-0.8753103746086861,-1.0188923674835662,-1.037784734967103,1.0,live_post_loss_cap,11.997421247697527,-12.224080938764175,856.9586605498233,844.7345796110592,False,S5_000346,0,primary,1,2173635,A0_BASELINE_075
A0_BASELINE_075,S5,920304,920306,2020-08-12T03:58:00,2020-08-12T04:00:00,2020-08-12T03:58:00,2020-08-12T04:00:00,930,1924.61,1922.7665714285713,1.5,1.8434285714286098,stop_loss,False,-1.8434285714286034,44.0,True,5.0,-0.8073073073073077,-1.0218968968968938,-1.0437937937937902,1.0,live_post_loss_cap,11.826284114554829,-12.08524303848461,844.7345796110592,832.6493365725746,False,S5_000347,0,primary,1,2173655,A0_BASELINE_075
A0_BASELINE_075,S5,920337,920340,2020-08-12T04:31:00,2020-08-12T04:34:00,2020-08-12T04:31:00,2020-08-12T04:34:00,932,1915.25,1913.1677142857143,1.6918571428571243,2.0822857142856916,stop_loss,False,-2.0822857142857174,30.0,True,5.0,-0.874070520508525,-1.0209882465819253,-1.0419764931638396,1.0,live_post_loss_cap,11.657090712016045,-11.901752606307708,832.6493365725746,820.7475839662669,False,S5_000348,0,primary,1,2173688,A0_BASELINE_075
A0_BASELINE_075,S5,920365,920366,2020-08-12T04:59:00,2020-08-12T05:00:00,2020-08-12T04:59:00,2020-08-12T05:00:00,934,1889.48,1883.902857142857,4.531428571428588,5.577142857142878,stop_loss,False,-5.577142857142917,25.0,True,5.0,-0.9570973277764226,-1.0085805344447234,-1.0171610688894404,1.0,live_post_loss_cap,11.490466175527738,-11.589060516332783,820.7475839662669,809.1585234499341,False,S5_000349,0,primary,1,2173716,A0_BASELINE_075
A0_BASELINE_075,S5,920554,920564,2020-08-12T08:08:00,2020-08-12T08:18:00,2020-08-12T08:08:00,2020-08-12T08:18:00,945,1875.69,1878.8842857142859,3.194285714285702,3.9314285714285564,take_profit,False,3.1942857142857974,30.0,True,5.0,0.7548953409858428,0.6721809588116359,0.6603646185010349,0.5,live_rolling_pf,5.664109664149539,3.8073066648622897,809.1585234499341,812.9658301147964,True,S5_000350,0,primary,1,2173905,A0_BASELINE_075
A0_BASELINE_075,S5,920665,920666,2020-08-12T09:59:00,2020-08-12T10:00:00,2020-08-12T09:59:00,2020-08-12T10:00:00,946,1909.03,1913.5874285714285,4.557428571428586,5.609142857142875,take_profit,False,4.557428571428545,23.0,True,5.0,0.7804961589274285,0.7325439154474659,0.723981014826044,0.5,live_rolling_pf,5.6907608108035745,4.168732206221046,812.9658301147964,817.1345623210175,True,S5_000351,0,primary,1,2174016,A0_BASELINE_075
A0_BASELINE_075,S5,920767,920771,2020-08-12T11:41:00,2020-08-12T11:45:00,2020-08-12T11:41:00,2020-08-12T11:45:00,949,1933.68,1928.5554285714286,4.163714285714279,5.12457142857142,stop_loss,False,-5.124571428571471,23.0,True,5.0,-0.9570460487700858,-1.0093378154847756,-1.0186756309695417,0.5,live_rolling_pf,5.719941936247123,-5.773353698631428,817.1345623210175,811.361208622386,False,S5_000352,0,primary,1,2174118,A0_BASELINE_075
A0_BASELINE_075,S5,921699,921725,2020-08-13T04:14:00,2020-08-13T04:40:00,2020-08-13T04:14:00,2020-08-13T04:40:00,954,1941.04,1937.7428571428572,2.678928571428542,3.2971428571428207,stop_loss,False,-3.297142857142717,23.0,True,5.0,-0.9347914135277139,-1.0141757796678526,-1.0283515593357344,0.5,live_rolling_pf,5.6795284603567024,-5.760040204428017,811.361208622386,805.601168417958,False,S5_000353,0,primary,1,2175050,A0_BASELINE_075
A0_BASELINE_075,S5,924268,924268,2020-08-17T01:06:00,2020-08-17T01:06:00,2020-08-17T01:06:00,2020-08-17T01:06:00,956,1943.44,1945.0687142857143,1.6287142857142825,2.0045714285714245,take_profit,False,1.6287142857142953,23.0,True,5.0,0.7288709883646649,0.6035673187571976,0.5811916634701498,0.5,live_rolling_pf,5.639208178925706,3.4036417604678477,805.601168417958,809.0048101784258,True,S5_000354,0,primary,1,2177619,A0_BASELINE_075
A0_BASELINE_075,S5,924269,924273,2020-08-17T01:07:00,2020-08-17T01:11:00,2020-08-17T01:07:00,2020-08-17T01:11:00,956,1945.29,1947.058,1.7679999999999967,2.175999999999996,take_profit,False,1.768000000000029,23.0,True,5.0,0.7348295926849675,0.6184538653366715,0.5976724854530471,0.5,live_rolling_pf,5.663033671248981,3.5023250635156535,809.0048101784258,812.5071352419415,True,S5_000355,1,primary,1,2177620,A0_BASELINE_075
A0_BASELINE_075,S5,924274,924285,2020-08-17T01:12:00,2020-08-17T01:23:00,2020-08-17T01:12:00,2020-08-17T01:23:00,956,1947.12,1949.1052857142856,1.9852857142857034,2.443428571428558,take_profit,False,1.9852857142857374,30.0,True,5.0,0.7236513226411284,0.5960737346386282,0.5778483649239855,0.5,live_rolling_pf,5.68754994669359,3.390199137669379,812.5071352419415,815.8973343796108,True,S5_000356,2,primary,1,2177625,A0_BASELINE_075
A0_BASELINE_075,S5,924377,924378,2020-08-17T02:55:00,2020-08-17T02:56:00,2020-08-17T02:55:00,2020-08-17T02:56:00,957,1938.2,1935.9405714285715,1.8357857142856704,2.2594285714285176,stop_loss,False,-2.2594285714285434,23.0,True,5.0,-0.9076093194077899,-1.0200849305635367,-1.040169861127063,0.5,live_rolling_pf,5.711281340657276,-5.8259920298132,815.8973343796108,810.0713423497976,False,S5_000357,0,primary,1,2177728,A0_BASELINE_075
A0_BASELINE_075,S5,924393,924396,2020-08-17T03:11:00,2020-08-17T03:14:00,2020-08-17T03:11:00,2020-08-17T03:14:00,957,1932.6,1935.2371428571428,2.637142857142866,3.245714285714296,take_profit,False,2.6371428571428623,27.0,True,5.0,0.7501015847216571,0.6590816741162124,0.6448598130841117,0.5,live_post_loss_cap;live_rolling_pf,5.670499396448584,3.737322235286305,810.0713423497976,813.808664585084,True,S5_000358,1,primary,1,2177744,A0_BASELINE_075
A0_BASELINE_075,S5,924397,924403,2020-08-17T03:15:00,2020-08-17T03:21:00,2020-08-17T03:15:00,2020-08-17T03:21:00,957,1936.58,1933.713714285714,2.3288571428571783,2.866285714285758,stop_loss,False,-2.866285714285823,50.0,True,5.0,-0.8514683415379605,-1.0148531658462252,-1.029706331692431,0.5,live_post_loss_cap;live_rolling_pf,5.696660652095588,-5.7812740975308285,813.808664585084,808.0273904875531,False,S5_000359,2,primary,1,2177748,A0_BASELINE_075
A0_BASELINE_075,S5,924429,924431,2020-08-17T03:47:00,2020-08-17T03:49:00,2020-08-17T03:47:00,2020-08-17T03:49:00,958,1930.49,1932.0342142857144,1.544214285714317,1.9005714285714672,take_profit,False,1.5442142857143608,23.0,True,5.0,0.7247887890572836,0.5933686469089691,0.5699007643824843,0.5,live_post_loss_cap;live_rolling_pf,5.656191733412872,3.3562068355128925,808.0273904875531,811.383597323066,True,S5_000360,0,primary,1,2177780,A0_BASELINE_075
A0_BASELINE_075,S5,924432,924434,2020-08-17T03:50:00,2020-08-17T03:52:00,2020-08-17T03:50:00,2020-08-17T03:52:00,958,1931.85,1933.569714285714,1.7197142857142842,2.1165714285714268,take_profit,False,1.7197142857141898,26.0,True,5.0,0.7236114450588687,0.593171435441172,0.5721327242125113,0.5,live_post_loss_cap;live_rolling_pf,5.679685181261463,3.369027011822815,811.383597323066,814.7526243348889,True,S5_000361,1,primary,1,2177783,A0_BASELINE_075
A0_BASELINE_075,S5,924436,924439,2020-08-17T03:54:00,2020-08-17T03:57:00,2020-08-17T03:54:00,2020-08-17T03:57:00,959,1934.48,1936.256357142857,1.7763571428570897,2.1862857142856487,take_profit,False,1.776357142857023,23.0,True,5.0,0.7351602223010227,0.6192798864845362,0.5985869693744493,0.5,live_post_loss_cap;live_rolling_pf,5.703268370344222,3.531919388977616,814.7526243348889,818.2845437238665,True,S5_000362,0,primary,1,2177787,A0_BASELINE_075
A0_BASELINE_075,S5,924441,924442,2020-08-17T03:59:00,2020-08-17T04:00:00,2020-08-17T03:59:00,2020-08-17T04:00:00,960,1937.32,1939.127,1.8069999999999824,2.2239999999999784,take_profit,False,1.8070000000000164,23.0,True,5.0,0.7363488182559219,0.6222493887530683,0.6018744906275588,0.5,live_post_loss_cap;live_rolling_pf,5.727991806067066,3.5642394001078155,818.2845437238665,821.8487831239743,True,S5_000363,0,primary,1,2177792,A0_BASELINE_075
A0_BASELINE_075,S5,924443,924445,2020-08-17T04:01:00,2020-08-17T04:03:00,2020-08-17T04:01:00,2020-08-17T04:03:00,961,1938.77,1936.5528571428572,1.8014285714285798,2.2171428571428673,stop_loss,False,-2.2171428571427896,32.0,True,5.0,-0.8738738738738439,-1.0197072072071767,-1.0394144144143838,0.5,live_post_loss_cap;live_rolling_pf,5.75294148186782,-5.866315891701752,821.8487831239743,815.9824672322725,False,S5_000364,0,primary,1,2177794,A0_BASELINE_075
A0_BASELINE_075,S5,924460,924463,2020-08-17T04:18:00,2020-08-17T04:21:00,2020-08-17T04:18:00,2020-08-17T04:21:00,962,1933.68,1935.9615000000001,2.281499999999994,2.8079999999999927,take_profit,False,2.281500000000051,36.0,True,5.0,0.7201704545454723,0.5907512626262801,0.5749684343434518,0.5,live_post_loss_cap;live_rolling_pf,5.711877270625908,3.3742987095886057,815.9824672322725,819.3567659418611,True,S5_000365,0,primary,1,2177811,A0_BASELINE_075
A0_BASELINE_075,S5,924464,924475,2020-08-17T04:22:00,2020-08-17T04:33:00,2020-08-17T04:22:00,2020-08-17T04:33:00,962,1935.75,1937.7148571428572,1.9648571428571295,2.418285714285698,take_profit,False,1.9648571428572268,34.0,True,5.0,0.7123472135902563,0.5709550445411566,0.5528278433810156,0.5,live_post_loss_cap;live_rolling_pf,5.735497361593028,3.2747111515540337,819.3567659418611,822.6314770934151,True,S5_000366,1,primary,1,2177815,A0_BASELINE_075
A0_BASELINE_075,S5,924476,924485,2020-08-17T04:34:00,2020-08-17T04:43:00,2020-08-17T04:34:00,2020-08-17T04:43:00,964,1937.44,1938.94,1.5,1.798857142857144,take_profit,False,1.5,31.0,True,5.0,0.7112857336404278,0.5405771575667252,0.5168676331120441,0.5,live_post_loss_cap;live_rolling_pf,5.758420339653906,3.112870499284525,822.6314770934151,825.7443475926997,True,S5_000367,0,primary,1,2177827,A0_BASELINE_075
A0_BASELINE_075,S5,924486,924493,2020-08-17T04:44:00,2020-08-17T04:51:00,2020-08-17T04:44:00,2020-08-17T04:51:00,964,1938.68,1940.18,1.5,1.5085714285713818,take_profit,False,1.5,26.0,True,5.0,0.8481421647819287,0.6728594507269967,0.6445880452342659,0.5,live_post_loss_cap;live_rolling_pf,5.7802104331488975,3.889269217135023,825.7443475926997,829.6336168098347,True,S5_000368,1,primary,1,2177837,A0_BASELINE_075
A0_BASELINE_075,S5,925829,925830,2020-08-18T04:08:00,2020-08-18T04:09:00,2020-08-18T04:08:00,2020-08-18T04:09:00,965,1988.62,1990.2552142857141,1.6352142857143186,2.012571428571469,take_profit,False,1.6352142857142553,23.0,True,5.0,0.7291693209325762,0.6043126512931339,0.5820168174289478,0.5,live_rolling_pf,5.807435317668843,3.5095066340338423,829.6336168098347,833.1431234438686,True,S5_000369,0,primary,1,2179180,A0_BASELINE_075
A0_BASELINE_075,S5,925831,925833,2020-08-18T04:10:00,2020-08-18T04:12:00,2020-08-18T04:10:00,2020-08-18T04:12:00,965,1989.77,1987.7174285714286,1.6677142857143104,2.052571428571459,stop_loss,False,-2.0525714285713548,23.0,True,5.0,-0.8992364501188691,-1.0219051195393207,-1.043810239078687,0.5,live_rolling_pf,5.83200186410708,-5.959752562093887,833.1431234438686,827.1833708817747,False,S5_000370,1,primary,1,2179182,A0_BASELINE_075
A0_BASELINE_075,S5,925871,925876,2020-08-18T04:50:00,2020-08-18T04:55:00,2020-08-18T04:50:00,2020-08-18T04:55:00,967,1994.45,1992.6568571428572,1.5,1.7931428571428374,stop_loss,False,-1.7931428571428114,23.0,True,5.0,-0.8863154921621099,-1.0247140234430039,-1.0494280468860206,0.5,live_post_loss_cap;live_rolling_pf,5.790283596172423,-5.933384800709869,827.1833708817747,821.2499860810649,False,S5_000371,0,primary,1,2179222,A0_BASELINE_075
