candidate_id,scope,days,trades,wins,losses,realized_wr,average_winner_r,average_loser_r,payoff_ratio,break_even_wr,break_even_adjusted_edge,pf,mean_r,pnl_r,max_dd_r,gross_profit_r,gross_loss_r,trades_per_day,tp_first_wr,tp_count,sl_count,profitable_timeout_count,losing_timeout_count,cohort_end_count,average_hold_minutes,cost_stress_pf,cost_stress_mean_r,cost_stress_pnl_r,risk_sized_pf,primary_trade_count,primary_wins,primary_losses,primary_realized_wr,primary_trades_per_day,secondary_trade_count,secondary_wins,secondary_losses,secondary_realized_wr,secondary_trades_per_day,delta_wr,delta_trades_per_day,delta_pf,delta_mean_r,delta_cost_stress_pf,pnl,max_dd,qualification_verdict
A0_BASELINE_075,pooled,2557.0,689,390,299,0.5660377358490566,0.6392268811010171,-1.0109909682829357,0.6322775387268575,0.6126409120228287,-0.046603176173772076,0.8247098331219882,-0.07690539315994348,-52.98781588720106,-59.57958015890608,249.29848362939669,302.28629951659775,0.26945639421196715,0.5573294629898403,384,295,6,4,0,9.194484760522496,0.7838186120438296,-0.09672026838151442,-66.64026491486344,0.8429659096770507,689,390,299,0.5660377358490566,0.26945639421196715,0,0,0,,0.0,0.0005840676502704145,0.021118498240125128,0.002399209714713968,0.0010983847790516504,0.0019389579119766243,-52.98781588720106,-59.57958015890608,baseline
S4_CONFIRMATION,pooled,2557.0,743,421,322,0.566621803499327,0.6400391892777163,-1.0117425649469605,0.632610716848974,0.6125158861691496,-0.045894082669822645,0.8271090428367022,-0.07580700838089183,-56.32460722700263,-62.009878061758215,269.4564986859186,325.78110591292125,0.2905748924520923,0.5572005383580081,414,318,7,4,0,9.209959623149395,0.7857575699558063,-0.0958037052260248,-71.18215298293643,0.8549623581604606,665,380,285,0.5714285714285714,0.26007039499413376,78,41,37,0.5256410256410257,0.030504497457958545,0.0005840676502704145,0.021118498240125128,0.002399209714713968,0.0010983847790516504,0.0019389579119766243,-56.32460722700263,-62.009878061758215,confirmation_supportive
