fold,observations,median_atr,median_atr_to_price,median_vola_ratio,mean_entry_known_roc5,positive_entry_known_roc5_fraction,mean_past_240_return,median_past_60_directional_persistence,mean_mtf_bullish_fraction,context_use
2018_2020,1058080,0.30071428571427206,0.0002110210613427925,0.9273343421784221,1.933536648843348e-06,0.4921622183577801,9.204965700207704e-05,0.06666666666666667,0.5531321828217148,descriptive_only_not_a_filter
2021_2022,708197,0.4521428571428195,0.0002514369916441048,0.9408531471399543,-1.1574111478418925e-07,0.4968448044823686,-6.70668515755231e-06,0.08333333333333333,0.5015026186216548,descriptive_only_not_a_filter
2023_2024,708020,0.49357142857145064,0.0002293251632599585,0.9371035997495403,2.6987320655709246e-06,0.5011087257422107,0.00012954812903127216,0.08333333333333333,0.5732588062484111,descriptive_only_not_a_filter
