candidate_id,parameters,fold,threshold,rsi_policy,raw_qualifying_rows,independent_signal_episodes,eligible_signal_episodes,executable_trades,trades_per_day,robust_trades_per_day,frequency_uplift,wins,losses,tp_first_wr,realized_wr,average_winner_r,average_loser_r,payoff_ratio,break_even_wr,break_even_adjusted_edge,pf,mean_r,pnl,max_dd,tp_count,sl_count,timeout_count,observed_spread_trades,fallback_spread_trades,nominal_cost_result,cost_stress_pf,cost_stress_mean_r,cost_stress_pnl,cost_stress_result,qualification_verdict
T0_R3,"{""threshold"":0.75,""rsi_policy"":""exclude 40–45""}",2018_2020,0.75,R3,6463,786,477,205,0.18704379562043796,0.0,0.08465608465608465,51,154,0.16097560975609757,0.24878048780487805,1.0593724278706773,-0.9537214140738326,1.1107776466353578,0.47375904401585345,-0.2249785562109754,0.3678549349246964,-0.4529029460778813,-92.84510394596566,-98.54456817413191,33,128,44,113,92,FAIL,0.32804496978066056,-0.5106860800159224,-104.6906464032641,FAIL,CATASTROPHIC
T0_R3,"{""threshold"":0.75,""rsi_policy"":""exclude 40–45""}",2021_2022,0.75,R3,0,0,0,0,0.0,0.0,,0,0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0,0,0,0,0,FAIL,0.0,0.0,0.0,FAIL,CATASTROPHIC
T0_R3,"{""threshold"":0.75,""rsi_policy"":""exclude 40–45""}",2023_2024,0.75,R3,0,0,0,0,0.0,0.0,,0,0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0,0,0,0,0,FAIL,0.0,0.0,0.0,FAIL,CATASTROPHIC
T0_R3,"{""threshold"":0.75,""rsi_policy"":""exclude 40–45""}",pooled,0.75,R3,6463,786,477,205,0.08017207665232695,0.0,0.08465608465608465,51,154,0.16097560975609757,0.24878048780487805,1.0593724278706773,-0.9537214140738326,1.1107776466353578,0.47375904401585345,-0.2249785562109754,0.3678549349246964,-0.4529029460778813,-92.84510394596566,-98.54456817413191,33,128,44,113,92,FAIL,0.32804496978066056,-0.5106860800159224,-104.6906464032641,FAIL,"QUALITY_FAIL:PF<=1;Mean-R<=0;PnL<=0;BE-edge<=0;WR<60%;PF<=1.05;stress-PF<=1;catastrophic-fold=2018_2020,2021_2022,2023_2024"
T1_R0,"{""threshold"":0.72,""rsi_policy"":""exclude 35–45""}",2018_2020,0.72,R0,21350,2175,1137,495,0.4516423357664234,0.00684931506849315,1.619047619047619,145,350,0.1797979797979798,0.29292929292929293,1.045547655848606,-0.9739275070481632,1.0735374535395488,0.4822676331662059,-0.18933834023691298,0.44475123075209877,-0.382364075492544,-189.27021736880926,-200.01769550984218,89,308,98,280,215,FAIL,0.39654411118786703,-0.4403209828528655,-217.95888651216842,FAIL,CATASTROPHIC
T1_R0,"{""threshold"":0.72,""rsi_policy"":""exclude 35–45""}",2021_2022,0.72,R0,37,19,11,5,0.00684931506849315,0.00684931506849315,,0,5,0.0,0.0,,-1.0608109135126917,,,,0.0,-1.0608109135126917,-5.304054567563459,-5.304054567563459,0,5,0,5,0,FAIL,0.0,-1.121621827025384,-5.60810913512692,FAIL,CATASTROPHIC
T1_R0,"{""threshold"":0.72,""rsi_policy"":""exclude 35–45""}",2023_2024,0.72,R0,94,26,19,11,0.015047879616963064,0.00684931506849315,,4,7,0.2727272727272727,0.36363636363636365,1.517561969993489,-0.9479089158201023,1.6009575863948278,0.3844737819758507,-0.020837418339487046,0.9148329065113302,-0.05137404825152361,-0.5651145307667598,-3.197459605354342,3,6,2,11,0,FAIL,0.8243928392959589,-0.1124533684001066,-1.2369870524011726,FAIL,CATASTROPHIC
T1_R0,"{""threshold"":0.72,""rsi_policy"":""exclude 35–45""}",pooled,0.72,R0,21481,2220,1167,511,0.19984356667970277,0.00684931506849315,1.7037037037037033,149,362,0.18003913894324852,0.29158512720156554,1.0582191810605495,-0.974624432168954,1.0857712428833346,0.4794389621642386,-0.18785383496267305,0.4469058430652399,-0.38187746862453914,-195.1393864671395,-200.01769550984218,92,319,100,296,215,FAIL,0.398657142983152,-0.4399295160463728,-224.80398269969652,FAIL,"QUALITY_FAIL:PF<=1;Mean-R<=0;PnL<=0;BE-edge<=0;WR<60%;PF<=1.05;stress-PF<=1;catastrophic-fold=2018_2020,2021_2022,2023_2024"
T1_R1,"{""threshold"":0.72,""rsi_policy"":""no 35–45 exclusion""}",2018_2020,0.72,R1,21350,2175,1470,562,0.5127737226277372,0.00684931506849315,1.9735449735449735,173,389,0.1797153024911032,0.30782918149466193,1.0068557951148125,-0.9817428741467361,1.0255799370990115,0.49368577447117534,-0.1858565929765134,0.45610624451961185,-0.3695941734665796,-207.71192548821773,-216.8992947609803,101,347,114,317,245,FAIL,0.4061907931520394,-0.427422395073602,-240.21138603136433,FAIL,CATASTROPHIC
T1_R1,"{""threshold"":0.72,""rsi_policy"":""no 35–45 exclusion""}",2021_2022,0.72,R1,37,19,15,5,0.00684931506849315,0.00684931506849315,,0,5,0.0,0.0,,-1.0608109135126917,,,,0.0,-1.0608109135126917,-5.304054567563459,-5.304054567563459,0,5,0,5,0,FAIL,0.0,-1.121621827025384,-5.60810913512692,FAIL,CATASTROPHIC
T1_R1,"{""threshold"":0.72,""rsi_policy"":""no 35–45 exclusion""}",2023_2024,0.72,R1,94,26,26,15,0.02051983584131327,0.00684931506849315,,5,10,0.26666666666666666,0.3333333333333333,1.3476636808394082,-0.97470716964511,1.3826344186327175,0.4197034980187407,-0.08637016468540737,0.6913172093163589,-0.20058355281693718,-3.008753292254058,-4.216660523275792,4,9,2,15,0,FAIL,0.6288624375081053,-0.2540430856744882,-3.810646285117323,FAIL,CATASTROPHIC
T1_R1,"{""threshold"":0.72,""rsi_policy"":""no 35–45 exclusion""}",pooled,0.72,R1,21481,2220,1511,582,0.22761048103245993,0.00684931506849315,2.0793650793650795,178,404,0.18041237113402062,0.30584192439862545,1.0164290503317956,-0.9825472878888487,1.0344835946936937,0.4915252217359645,-0.18568329733733907,0.4557873263749442,-0.37117651778012933,-216.02473334803528,-220.39901694639613,105,361,116,337,245,FAIL,0.4062105685870696,-0.42891776881719684,-249.63014145160855,FAIL,"QUALITY_FAIL:PF<=1;Mean-R<=0;PnL<=0;BE-edge<=0;WR<60%;PF<=1.05;stress-PF<=1;catastrophic-fold=2018_2020,2021_2022,2023_2024"
T1_R2,"{""threshold"":0.72,""rsi_policy"":""exclude 38–42""}",2018_2020,0.72,R2,21350,2175,1346,536,0.48905109489051096,0.00684931506849315,1.8359788359788363,162,374,0.18097014925373134,0.30223880597014924,1.009615682875594,-0.9823839532302073,1.027720047294996,0.49316472524597893,-0.1909259192758297,0.445162159523501,-0.3803243617206181,-203.8538578822513,-214.0148363854285,97,334,105,302,234,FAIL,0.39658651128149625,-0.4381656586342919,-234.85679302798047,FAIL,CATASTROPHIC
T1_R2,"{""threshold"":0.72,""rsi_policy"":""exclude 38–42""}",2021_2022,0.72,R2,37,19,13,5,0.00684931506849315,0.00684931506849315,,0,5,0.0,0.0,,-1.0608109135126917,,,,0.0,-1.0608109135126917,-5.304054567563459,-5.304054567563459,0,5,0,5,0,FAIL,0.0,-1.121621827025384,-5.60810913512692,FAIL,CATASTROPHIC
T1_R2,"{""threshold"":0.72,""rsi_policy"":""exclude 38–42""}",2023_2024,0.72,R2,94,26,24,13,0.017783857729138167,0.00684931506849315,,4,9,0.23076923076923078,0.3076923076923077,1.517561969993489,-0.9693121888785742,1.5656070225932073,0.38977130604719123,-0.08207899835488353,0.6958253433747588,-0.20412013999486245,-2.653561819933212,-3.19339852673186,3,8,2,13,0,FAIL,0.629769099839133,-0.26260627928723673,-3.4138816307340774,FAIL,CATASTROPHIC
T1_R2,"{""threshold"":0.72,""rsi_policy"":""exclude 38–42""}",pooled,0.72,R2,21481,2220,1383,554,0.21666014861165428,0.00684931506849315,1.9312169312169312,166,388,0.18050541516245489,0.2996389891696751,1.0218553524446998,-0.9830913989061034,1.039430671025837,0.49033292193109873,-0.19069393276142366,0.4447048747172396,-0.3823311809923248,-211.81147426974795,-214.82290356878983,100,347,107,320,234,FAIL,0.39640352369316184,-0.44021441118021926,-243.87878379384148,FAIL,"QUALITY_FAIL:PF<=1;Mean-R<=0;PnL<=0;BE-edge<=0;WR<60%;PF<=1.05;stress-PF<=1;catastrophic-fold=2018_2020,2021_2022,2023_2024"
T1_R3,"{""threshold"":0.72,""rsi_policy"":""exclude 40–45""}",2018_2020,0.72,R3,21350,2175,1299,530,0.4835766423357664,0.00684931506849315,1.8042328042328042,158,372,0.1792452830188679,0.2981132075471698,1.0267145912405478,-0.9746657480629987,1.0534017362167372,0.48699676364471994,-0.18888355609755014,0.44741256538237756,-0.3780278355913754,-200.35475286342898,-210.232074479091,95,327,108,299,231,FAIL,0.3987342325269452,-0.4358862767996621,-231.0197267038209,FAIL,CATASTROPHIC
T1_R3,"{""threshold"":0.72,""rsi_policy"":""exclude 40–45""}",2021_2022,0.72,R3,37,19,13,5,0.00684931506849315,0.00684931506849315,,0,5,0.0,0.0,,-1.0608109135126917,,,,0.0,-1.0608109135126917,-5.304054567563459,-5.304054567563459,0,5,0,5,0,FAIL,0.0,-1.121621827025384,-5.60810913512692,FAIL,CATASTROPHIC
T1_R3,"{""threshold"":0.72,""rsi_policy"":""exclude 40–45""}",2023_2024,0.72,R3,94,26,22,13,0.017783857729138167,0.00684931506849315,,5,8,0.3076923076923077,0.38461538461538464,1.3476636808394082,-0.9573280509105809,1.4077344537826424,0.4153281930359729,-0.030712808420588267,0.8798340336141515,-0.0707927694682774,-0.9203060030876061,-4.220721601898274,4,7,2,13,0,FAIL,0.7980674719175876,-0.12567320821418598,-1.6337517067844178,FAIL,CATASTROPHIC
