candidate_id,parameters,fold,threshold,rsi_policy,raw_qualifying_rows,independent_signal_episodes,eligible_signal_episodes,executable_trades,trades_per_day,robust_trades_per_day,frequency_uplift,wins,losses,tp_first_wr,realized_wr,average_winner_r,average_loser_r,payoff_ratio,break_even_wr,break_even_adjusted_edge,pf,mean_r,pnl,max_dd,tp_count,sl_count,timeout_count,observed_spread_trades,fallback_spread_trades,nominal_cost_result,cost_stress_pf,cost_stress_mean_r,cost_stress_pnl,cost_stress_result,qualification_verdict
T3_R0,"{""threshold"":0.67,""rsi_policy"":""exclude 35–45""}",pooled,0.67,R0,82534,5977,2875,1293,0.5056707078607744,0.19288645690834474,5.841269841269842,423,870,0.26063418406805877,0.3271461716937355,1.1886106992657754,-0.9851906751430113,1.2064778212534701,0.45321099100462,-0.12606481931088448,0.5865978372301355,-0.2740398774825961,-354.3335615849968,-354.5557838072192,337,781,175,923,370,FAIL,0.5279851051053439,-0.3315082203922901,-428.64012896723113,FAIL,"QUALITY_FAIL:PF<=1;Mean-R<=0;PnL<=0;BE-edge<=0;WR<60%;PF<=1.05;stress-PF<=1;catastrophic-fold=2018_2020,2021_2022,2023_2024"
T3_R1,"{""threshold"":0.67,""rsi_policy"":""no 35–45 exclusion""}",2018_2020,0.67,R1,76302,5034,2909,1113,1.0155109489051095,0.21203830369357046,4.888888888888889,362,751,0.24707996406109614,0.3252470799640611,1.1318639566859172,-0.9676053796426576,1.169757817080266,0.4608809297185294,-0.1356338497544683,0.5638513046378912,-0.28475910852770325,-316.93688779133373,-321.1476552545535,275,656,182,709,404,FAIL,0.5061252072005891,-0.3417815455758691,-380.4028602259423,FAIL,CATASTROPHIC
T3_R1,"{""threshold"":0.67,""rsi_policy"":""no 35–45 exclusion""}",2021_2022,0.67,R1,2835,550,482,196,0.2684931506849315,0.21203830369357046,,49,147,0.21428571428571427,0.25,1.3245800380829353,-1.0357846118558998,1.2788180312020443,0.4388239808127699,-0.1888239808127699,0.42627267706734806,-0.44569344937119104,-87.35591607675345,-90.49230460857825,42,142,12,196,0,FAIL,0.38493779808134937,-0.5054440315456211,-99.06703018294174,FAIL,CATASTROPHIC
T3_R1,"{""threshold"":0.67,""rsi_policy"":""no 35–45 exclusion""}",2023_2024,0.67,R1,3397,393,327,155,0.21203830369357046,0.21203830369357046,,61,94,0.36129032258064514,0.3935483870967742,1.3171035525997603,-1.0320851195013232,1.2761578746878461,0.4393368364824609,-0.045788449385686714,0.8281450037867938,-0.10756570660992892,-16.672684524538983,-30.736023220737447,56,89,10,155,0,FAIL,0.753838385280859,-0.1626492193610741,-25.210629000966485,FAIL,CATASTROPHIC
T3_R1,"{""threshold"":0.67,""rsi_policy"":""no 35–45 exclusion""}",pooled,0.67,R1,82534,5977,3718,1464,0.5725459522878373,0.21203830369357046,6.746031746031746,472,992,0.2547814207650273,0.3224043715846995,1.1758103620655749,-0.9838185275076385,1.1951496431403053,0.4555498086997999,-0.1331454371151004,0.5686599108490161,-0.28754473250862445,-420.9654883926262,-421.4506607993187,373,887,204,1060,404,FAIL,0.5117844321611592,-0.34472713074443345,-504.6805194098506,FAIL,"QUALITY_FAIL:PF<=1;Mean-R<=0;PnL<=0;BE-edge<=0;WR<60%;PF<=1.05;stress-PF<=1;catastrophic-fold=2018_2020,2021_2022,2023_2024"
T3_R2,"{""threshold"":0.67,""rsi_policy"":""exclude 38–42""}",2018_2020,0.67,R2,76302,5034,2667,1069,0.9753649635036497,0.20656634746922026,4.656084656084656,346,723,0.245088868101029,0.323666978484565,1.1337004953920733,-0.9675124301755774,1.1717684032093905,0.4604542540181644,-0.13678727553359943,0.5607633022274537,-0.28741919140438277,-307.2511156112852,-311.45460636976713,262,631,176,678,391,FAIL,0.5033893147772832,-0.34446646297509287,-368.2346489203743,FAIL,CATASTROPHIC
T3_R2,"{""threshold"":0.67,""rsi_policy"":""exclude 38–42""}",2021_2022,0.67,R2,2835,550,422,186,0.2547945205479452,0.20656634746922026,,50,136,0.23118279569892472,0.26881720430107525,1.3287360276827223,-1.0341718796536394,1.284830939444744,0.4376691433647246,-0.16885193906364937,0.4723643159723323,-0.3989815819825745,-74.21057424875886,-77.34696278058357,43,131,12,186,0,FAIL,0.4264369624395139,-0.4589811365544311,-85.37049139912419,FAIL,CATASTROPHIC
T3_R2,"{""threshold"":0.67,""rsi_policy"":""exclude 38–42""}",2023_2024,0.67,R2,3397,393,309,151,0.20656634746922026,0.20656634746922026,,59,92,0.3576158940397351,0.39072847682119205,1.314674839475356,-1.036309267930195,1.2686124501242146,0.4407980745875068,-0.050069597766314755,0.8135666799709637,-0.11771282861279439,-17.774637120531953,-29.453485055977374,54,88,9,151,0,FAIL,0.7403785397310816,-0.17306005420392517,-26.1320681847927,FAIL,CATASTROPHIC
T3_R2,"{""threshold"":0.67,""rsi_policy"":""exclude 38–42""}",pooled,0.67,R2,82534,5977,3398,1406,0.54986312084474,0.20656634746922026,6.43915343915344,455,951,0.2553342816500711,0.3236130867709815,1.1785999743271196,-0.9837006470025399,1.1981286968941849,0.45493241656547956,-0.13131932979449806,0.57323717885053,-0.2839518684072375,-399.23632698057594,-399.45854920279777,359,850,197,1015,391,FAIL,0.515902285339401,-0.3412071184241046,-479.7372085042911,FAIL,"QUALITY_FAIL:PF<=1;Mean-R<=0;PnL<=0;BE-edge<=0;WR<60%;PF<=1.05;stress-PF<=1;catastrophic-fold=2018_2020,2021_2022,2023_2024"
T3_R3,"{""threshold"":0.67,""rsi_policy"":""exclude 40–45""}",2018_2020,0.67,R3,76302,5034,2560,1053,0.9607664233576643,0.1997264021887825,4.571428571428572,343,710,0.24881291547958215,0.32573599240265905,1.1395620465996592,-0.9653892861296556,1.180417125995131,0.45862784147028984,-0.1328918490676308,0.5702578510089154,-0.2797308748037723,-294.5566111683722,-301.66542074187157,262,619,172,662,391,FAIL,0.5118642689932126,-0.336847564223697,-354.70048512755295,FAIL,CATASTROPHIC
T3_R3,"{""threshold"":0.67,""rsi_policy"":""exclude 40–45""}",2021_2022,0.67,R3,2835,550,408,173,0.236986301369863,0.1997264021887825,,44,129,0.2138728323699422,0.2543352601156069,1.2979856324082593,-1.0327567915096525,1.2568163609080734,0.443102069500077,-0.1887668093844701,0.42868154945701725,-0.4399668108600101,-76.11425827878175,-79.25064681060647,37,124,12,173,0,FAIL,0.3866307645023762,-0.4999097103085112,-86.48437988337244,FAIL,CATASTROPHIC
T3_R3,"{""threshold"":0.67,""rsi_policy"":""exclude 40–45""}",2023_2024,0.67,R3,3397,393,288,146,0.1997264021887825,0.1997264021887825,,57,89,0.363013698630137,0.3904109589041096,1.3371749680071048,-1.0361172409773658,1.2905633794354703,0.4365738180300686,-0.04616285912595902,0.8265405913238406,-0.10955795390808615,-15.995461270580577,-29.167391226262037,53,85,8,146,0,FAIL,0.7520297385417088,-0.1654309197286654,-24.152914280385147,FAIL,CATASTROPHIC
T3_R3,"{""threshold"":0.67,""rsi_policy"":""exclude 40–45""}",pooled,0.67,R3,82534,5977,3256,1372,0.536566288619476,0.1997264021887825,6.2592592592592595,444,928,0.2565597667638484,0.3236151603498542,1.1806309076262425,-0.9815371268359763,1.2028387672222374,0.4539596882349189,-0.13034452788506468,0.5754961343175359,-0.2818267716601564,-386.6663307177346,-386.8885529399565,352,828,192,981,391,FAIL,0.5178069208581644,-0.3391674776175733,-465.3377792913106,FAIL,"QUALITY_FAIL:PF<=1;Mean-R<=0;PnL<=0;BE-edge<=0;WR<60%;PF<=1.05;stress-PF<=1;catastrophic-fold=2018_2020,2021_2022,2023_2024"
T4_R0,"{""threshold"":0.65,""rsi_policy"":""exclude 35–45""}",2018_2020,0.65,R0,104746,5969,2776,1206,1.1003649635036497,0.332421340629275,5.380952380952381,395,811,0.23880597014925373,0.3275290215588723,1.1042845264906462,-0.9858285437458213,1.120158808036468,0.47166278120747235,-0.14413375964860003,0.5455767314111034,-0.3012558549038604,-363.3145610140557,-364.64410646859943,288,725,193,779,427,FAIL,0.4899800419621311,-0.35779497039946756,-431.50073430175786,FAIL,CATASTROPHIC
T4_R0,"{""threshold"":0.65,""rsi_policy"":""exclude 35–45""}",2021_2022,0.65,R0,7746,1239,800,356,0.4876712328767123,0.332421340629275,,101,255,0.2612359550561798,0.28370786516853935,1.3001235347904212,-1.047844856805455,1.2407595707957029,0.446277241446701,-0.16256937627816165,0.4914381045112392,-0.38170775694258,-135.8879614715585,-138.3764418712612,93,250,13,356,0,FAIL,0.4454869098243818,-0.43968343615754596,-156.52730327208636,FAIL,CATASTROPHIC
T4_R0,"{""threshold"":0.65,""rsi_policy"":""exclude 35–45""}",2023_2024,0.65,R0,6721,779,502,243,0.332421340629275,0.332421340629275,,107,136,0.3991769547325103,0.4403292181069959,1.255894558724165,-1.0387099112079046,1.209090762659325,0.4526749271253076,-0.012345709018311724,0.9512699382687337,-0.028328519097898457,-6.883830140789325,-19.072948466650864,97,131,15,243,0,FAIL,0.8651163381363147,-0.08279236641154991,-20.11854503800663,FAIL,CATASTROPHIC
T4_R0,"{""threshold"":0.65,""rsi_policy"":""exclude 35–45""}",pooled,0.65,R0,119213,7987,4078,1805,0.7059053578412202,0.332421340629275,8.55026455026455,603,1202,0.26481994459833796,0.33407202216066484,1.1639893578128084,-1.0049683322691574,1.158234862171817,0.46334160268067714,-0.1292695805200123,0.5810446105570763,-0.2803802507625504,-506.08635262640354,-517.4578566108469,478,1106,221,1378,427,FAIL,0.5239483981015389,-0.33692331446639934,-608.1465826118508,FAIL,"QUALITY_FAIL:PF<=1;Mean-R<=0;PnL<=0;BE-edge<=0;WR<60%;PF<=1.05;stress-PF<=1;catastrophic-fold=2018_2020,2021_2022,2023_2024"
T4_R1,"{""threshold"":0.65,""rsi_policy"":""no 35–45 exclusion""}",2018_2020,0.65,R1,104746,5969,3514,1339,1.2217153284671534,0.36662106703146374,6.0846560846560855,435,904,0.23823749066467514,0.32486930545182974,1.0951684378759556,-0.9868184637546067,1.1097972708263923,0.4739791892935321,-0.14910988384170237,0.5340285539927884,-0.31044482506207893,-415.6856207581237,-417.01516621266705,319,810,210,872,467,FAIL,0.47964169201854595,-0.3668080842996642,-491.1560248772504,FAIL,CATASTROPHIC
T4_R1,"{""threshold"":0.65,""rsi_policy"":""no 35–45 exclusion""}",2021_2022,0.65,R1,7746,1239,1090,404,0.5534246575342465,0.36662106703146374,,118,286,0.26732673267326734,0.29207920792079206,1.30044852855658,-1.0372942146409418,1.2536930315443133,0.4437161521126785,-0.15163694419188645,0.5172579640637377,-0.35448816588523013,-143.21321901763298,-145.70169941733596,108,275,21,404,0,FAIL,0.46875491954387505,-0.4123237567307603,-166.57879771922717,FAIL,CATASTROPHIC
T4_R1,"{""threshold"":0.65,""rsi_policy"":""no 35–45 exclusion""}",2023_2024,0.65,R1,6721,779,617,268,0.36662106703146374,0.36662106703146374,,110,158,0.373134328358209,0.41044776119402987,1.2512167984529337,-1.034997634745571,1.2089078819590877,0.45271240515158856,-0.04226464395755869,0.8416447279462004,-0.09662603902976669,-25.89577845997747,-37.682394500413,100,152,16,268,0,FAIL,0.7656827941521891,-0.15097357454940255,-40.46091797923988,FAIL,CATASTROPHIC
T4_R1,"{""threshold"":0.65,""rsi_policy"":""no 35–45 exclusion""}",pooled,0.65,R1,119213,7987,5221,2011,0.7864685177942902,0.36662106703146374,9.64021164021164,663,1348,0.26205867727498755,0.32968672302337143,1.157594335860543,-1.0031748241181557,1.1539308084990372,0.4642674667422804,-0.134580743718909,0.5675490549220041,-0.29079792055481557,-584.7946182357341,-595.8313011032224,527,1237,247,1544,467,FAIL,0.5117919448968581,-0.34718833444839253,-698.1957405757174,FAIL,"QUALITY_FAIL:PF<=1;Mean-R<=0;PnL<=0;BE-edge<=0;WR<60%;PF<=1.05;stress-PF<=1;catastrophic-fold=2018_2020,2021_2022,2023_2024"
T4_R2,"{""threshold"":0.65,""rsi_policy"":""exclude 38–42""}",2018_2020,0.65,R2,104746,5969,3231,1294,1.1806569343065694,0.35157318741450067,5.8465608465608465,421,873,0.23879443585780524,0.32534775888717155,1.1032658254739491,-0.9857417856204884,1.11922396064349,0.47187084450307737,-0.14652308561590582,0.5397403063355204,-0.30608784105266895,-396.0776663221536,-397.407211776697,309,780,205,836,458,FAIL,0.4847778057204649,-0.3625911134979895,-469.1929008663984,FAIL,CATASTROPHIC
T4_R2,"{""threshold"":0.65,""rsi_policy"":""exclude 38–42""}",2021_2022,0.65,R2,7746,1239,977,384,0.5260273972602739,0.35157318741450067,,117,267,0.2786458333333333,0.3046875,1.2993193943777397,-1.0378774673840316,1.2519005713195335,0.44406933979950797,-0.13938183979950797,0.5485856436119304,-0.32576279856599194,-125.09291464934091,-127.63648884092554,107,257,20,384,0,FAIL,0.4972126468327351,-0.3834473674593967,-147.24378910440834,FAIL,CATASTROPHIC
T4_R2,"{""threshold"":0.65,""rsi_policy"":""exclude 38–42""}",2023_2024,0.65,R2,6721,779,573,257,0.35157318741450067,0.35157318741450067,,108,149,0.3852140077821012,0.42023346303501946,1.256330635481173,-1.0365525667240554,1.212027904625917,0.45207386304157543,-0.03184040000655597,0.8785168704671076,-0.07300631832652767,-18.76262380991761,-31.61253098959363,99,144,14,257,0,FAIL,0.7995215608659296,-0.12722961693591114,-32.69801155252917,FAIL,CATASTROPHIC
T4_R2,"{""threshold"":0.65,""rsi_policy"":""exclude 38–42""}",pooled,0.65,R2,119213,7987,4781,1935,0.7567461869378177,0.35157318741450067,9.238095238095237,646,1289,0.2661498708010336,0.3338501291989664,1.164363762072283,-1.002414425973706,1.1615592632171727,0.4626289998228605,-0.1287788706238941,0.5821313297426638,-0.2790352479490502,-539.9332047814122,-552.0331787881405,515,1181,239,1477,458,FAIL,0.5250058367657341,-0.3354701299862201,-649.1347015233359,FAIL,"QUALITY_FAIL:PF<=1;Mean-R<=0;PnL<=0;BE-edge<=0;WR<60%;PF<=1.05;stress-PF<=1;catastrophic-fold=2018_2020,2021_2022,2023_2024"
T4_R3,"{""threshold"":0.65,""rsi_policy"":""exclude 40–45""}",2018_2020,0.65,R3,104746,5969,3148,1279,1.1669708029197081,0.35294117647058826,5.767195767195767,415,864,0.24081313526192338,0.32447224394057855,1.1109517665420867,-0.9861098837654096,1.1266003767247263,0.4702340933185319,-0.14576184937795333,0.5411332828018073,-0.30567158440840336,-390.9539564583479,-392.28350191289115,308,772,199,827,452,FAIL,0.48630014464272137,-0.362061117946271,-463.0761698532806,FAIL,CATASTROPHIC
T4_R3,"{""threshold"":0.65,""rsi_policy"":""exclude 40–45""}",2021_2022,0.65,R3,7746,1239,939,380,0.5205479452054794,0.35294117647058826,,105,275,0.25526315789473686,0.27631578947368424,1.2987171280393284,-1.0399577899567178,1.2488171544860296,0.4446782158367835,-0.16836242636309928,0.4768210953492113,-0.39374498366833655,-149.62309379396788,-152.11157419367095,97,266,17,380,0,FAIL,0.4321041325260485,-0.4516730141238477,-171.63574536706213,FAIL,CATASTROPHIC
T4_R3,"{""threshold"":0.65,""rsi_policy"":""exclude 40–45""}",2023_2024,0.65,R3,6721,779,559,258,0.35294117647058826,0.35294117647058826,,107,151,0.375968992248062,0.41472868217054265,1.2486343869547687,-1.0341967198925643,1.2073470771445503,0.4530325159800477,-0.03830383380950503,0.8555373328110387,-0.08744118333184876,-22.559825299616982,-33.10400189203635,97,145,16,258,0,FAIL,0.7778962715727925,-0.14204420306901128,-36.64740439180491,FAIL,CATASTROPHIC
T4_R3,"{""threshold"":0.65,""rsi_policy"":""exclude 40–45""}",pooled,0.65,R3,119213,7987,4646,1917,0.7497066875244427,0.35294117647058826,9.142857142857142,627,1290,0.261867501304121,0.3270735524256651,1.165891803769148,-1.0032178577637119,1.1621521634075125,0.46250213880600255,-0.13542858638033745,0.5648600050050469,-0.29375945516532737,-563.1368755519326,-572.931118971405,502,1183,232,1465,452,FAIL,0.5094859194406892,-0.35021352092443797,-671.3593196121476,FAIL,"QUALITY_FAIL:PF<=1;Mean-R<=0;PnL<=0;BE-edge<=0;WR<60%;PF<=1.05;stress-PF<=1;catastrophic-fold=2018_2020,2021_2022,2023_2024"
