candidate_id,fold,trades,wins,losses,realized_wr,average_winner_r,average_loser_r,payoff_ratio,break_even_wr,break_even_adjusted_edge,pf,mean_r,pnl_r,max_dd_r,gross_profit_r,gross_loss_r,trades_per_day,tp_first_wr,tp_count,sl_count,profitable_timeout_count,losing_timeout_count,cohort_end_count,average_hold_minutes,cost_stress_pf,cost_stress_mean_r,cost_stress_pnl_r,risk_sized_pf
A1_ROLLING_5D_P95,2023_2024,2824,1519,1305,0.5378895184135978,0.7014510263728392,-1.0242034353406444,0.6848747057165849,0.5935159431185688,-0.055626424704971034,0.7971836612900326,-0.09599198798130246,-271.08137405919814,-280.02251398097417,1065.5041090603427,1336.5854831195409,3.8632010943912447,0.5357648725212465,1513,1303,6,2,0,9.657223796033994,0.7518812730838051,-0.12025809303560804,-339.6088547325571,0.7828303801485834
A1_ROLLING_5D_P95,pooled,8398,4261,4137,0.5073827101690879,0.7239297425692525,-1.0131933097125392,0.714503082116328,0.5832593772684455,-0.07587666709935759,0.7359191764316348,-0.1318071075486055,-1106.916089193189,-1115.4607651782944,3084.6646330875847,4191.580722280774,3.284317559640203,0.4938080495356037,4147,4028,114,109,0,14.406287211240771,0.6876706902352734,-0.16060410757971041,-1348.753295454408,0.6261245336187606
A1_ROLLING_5D_P97,2018_2020,2472,1168,1304,0.47249190938511326,0.747942413148697,-1.0026495953737062,0.7459659053369736,0.5727488703778547,-0.10025696099274145,0.6681657802404795,-0.1755090347126353,-433.8583338096345,-440.2667828361193,873.5967385576781,1307.4550723673128,2.2554744525547443,0.4401294498381877,1088,1242,80,62,0,19.896844660194176,0.6191809035335686,-0.20861329118916552,-515.6920558196172,0.6240821820003288
A1_ROLLING_5D_P97,2021_2022,1334,742,592,0.5562218890554723,0.6652758438440607,-1.0226590636389503,0.6505353225705496,0.6058640407904731,-0.04964215173500075,0.8153669076813307,-0.08379272079607614,-111.77948954196556,-135.49394274475918,493.634676132293,605.4141656742586,1.8273972602739725,0.5554722638680659,741,591,1,1,0,7.482758620689655,0.7691131734679698,-0.10720853152214027,-143.01618105053512,0.8063475205366541
A1_ROLLING_5D_P97,2023_2024,1993,1042,951,0.5228299046663322,0.69097950890321,-1.0224816435044717,0.6757867129378818,0.5967346514204449,-0.07390474675411274,0.7404518978772585,-0.12663291254169975,-252.37939469560763,-255.2799042454408,720.0006482771448,972.3800429727526,2.72640218878249,0.520822880080281,1038,949,4,2,0,9.583040642247868,0.6994758266570097,-0.15001326465475023,-298.9764364569172,0.7244872958788581
A1_ROLLING_5D_P97,pooled,5799,2952,2847,0.5090532850491464,0.7070569318994294,-1.013434942400535,0.6976835930134947,0.5890379126683656,-0.0799846276192192,0.7234148108801673,-0.13761290188777509,-798.0172180472077,-800.5668841884166,2087.232062967116,2885.2492810143235,2.267892061008995,0.4943955854457665,2867,2782,85,65,0,13.496464907742714,0.677377403565093,-0.1651465206634022,-957.6846733270695,0.6330787666839177
A2_SESSION_P95,2018_2020,5037,2014,3023,0.3998411753027596,0.9095854361437823,-1.001692519040229,0.9080485466890588,0.52409567971174,-0.12425450440898039,0.6049651912113014,-0.2374848951091989,-1196.211416665035,-1201.1097368111712,1831.9050683935775,3028.1164850586124,4.595802919708029,0.36013500099265433,1814,2825,200,198,0,30.005757395274966,0.5532600765772218,-0.28098583042439523,-1415.3256278476788,0.5514726343631796
A2_SESSION_P95,2021_2022,3269,1473,1796,0.4505965126950138,0.9210265426733658,-1.0316409809706952,0.8927781657207435,0.5283239304587043,-0.07772741776369052,0.7322172817965787,-0.15177580436387297,-496.15510446550076,-506.90582160468983,1356.6720973578679,1852.8272018233686,4.478082191780822,0.43927806668706026,1436,1759,37,37,0,19.789232181095137,0.6762727566887383,-0.19085586729429993,-623.9078301850665,0.7049745973976623
A2_SESSION_P95,2023_2024,4240,1932,2308,0.4556603773584906,0.8879712280045446,-1.0320526647797357,0.8603933290497909,0.5375207405794973,-0.0818603632210067,0.7202252650451456,-0.15717385325633249,-666.4171378068497,-682.61163833353,1715.5604125047803,2381.97755031163,5.800273597811217,0.44410377358490566,1883,2269,49,39,0,23.125,0.6682954426643487,-0.19335972594162718,-819.8452379924993,0.7629832410990504
A2_SESSION_P95,pooled,12546,5419,7127,0.431930495775546,0.9049894036272791,-1.019071311518677,0.8880530669425022,0.5296461299254643,-0.09771563414991835,0.6752293489212038,-0.1880108129234326,-2358.7836589373856,-2364.802012953591,4904.137578256225,7262.92123719361,4.906531091122409,0.40913438546150166,5133,6853,286,274,0,25.018332536266538,0.6221646647292275,-0.2278876690598792,-2859.0786960252444,0.5515080480183793
