candidate_id,model_id,fold,trades,wins,losses,realized_wr,average_winner_r,average_loser_r,payoff_ratio,break_even_wr,break_even_adjusted_edge,pf,mean_r,pnl_r,max_dd_r,gross_profit_r,gross_loss_r,trades_per_day,tp_first_wr,tp_count,sl_count,profitable_timeout_count,losing_timeout_count,cohort_end_count,average_hold_minutes,cost_stress_pf,cost_stress_mean_r,cost_stress_pnl_r,risk_sized_pf,raw_qualifying_rows,independent_episodes,session_blocked_rows,rsi_floor_blocked_rows,rsi_range_blocked_rows,spread_blocked_rows,position_blocked_rows,risk_cooldown_blocked_rows,daily_loss_blocked_rows,legacy_pause_blocked_rows,eligible_flat_rows,entries,later_entries_in_episode,entries_after_prior_close_same_episode
B0_technical_control,B0_technical_control,pooled,689,390,299,0.5660377358490566,0.6392268811010171,-1.0109909682829357,0.6322775387268575,0.6126409120228287,-0.046603176173772076,0.8247098331219882,-0.07690539315994348,-52.98781588720106,-59.57958015890608,249.29848362939669,302.28629951659775,0.26945639421196715,0.5573294629898403,384,295,6,4,0,9.194484760522496,0.7838186120438296,-0.09672026838151442,-66.64026491486344,0.8429659096770507,6136,1692,1824,685,587,455,1238,650,8,0,689,689,219,78
B1_technical_plus_macro,B1_technical_plus_macro,pooled,627,338,289,0.5390749601275917,0.6500486657158996,-1.0090777880591835,0.6442007478592657,0.6081982393585399,-0.06912327923094819,0.7534250961122207,-0.11468426114374812,-71.90703173713007,-71.90703173713004,219.71644901197405,291.62348074910403,0.24520922956589752,0.5342902711323764,335,284,3,5,0,8.669856459330143,0.7153362107238221,-0.13515635946688345,-84.74303738573593,0.7567261696133714,6831,1607,2269,656,719,366,1267,927,0,0,627,627,250,112
