model_id,fold,observations,mean,median,p75,p90,p95,p99,max,roc_auc,pr_auc,log_loss,brier
B0_technical_control,2018_2020,1058080,0.517829970209591,0.5121532082557678,0.5761632025241852,0.6537515223026276,0.6858153969049454,0.732081345915794,0.861997663974762,0.5756616373897856,0.41192792354086605,0.702158965464393,0.2541217959485981
B0_technical_control,2021_2022,708197,0.48120157725028817,0.46034887433052063,0.5450304746627808,0.6327452778816224,0.6664225220680237,0.7019847154617309,0.8226231336593628,0.5950223262919574,0.44835437099748443,0.6706183955445768,0.23877423175632553
B0_technical_control,2023_2024,708020,0.5088184703886593,0.48740817606449127,0.5809929668903351,0.6715213239192962,0.6969724416732788,0.7245656824111938,0.7916511297225952,0.5975436418431332,0.4696097341505501,0.685460692658542,0.24589651671879856
B0_technical_control,pooled,2474297,0.5047674962576704,0.494555801153183,0.570514440536499,0.6531402349472046,0.685541009902954,0.722646541595459,0.861997663974762,0.5853577704618862,0.43714538456985563,0.688353166036312,0.2473753297327163
B1_technical_plus_macro,2018_2020,1058080,0.5173208535613111,0.512308657169342,0.5760499984025955,0.6528059899806976,0.6848501563072203,0.7307403808832169,0.8450561761856079,0.5734579769851218,0.409672301511099,0.7023688380737237,0.2542580276229504
B1_technical_plus_macro,2021_2022,708197,0.48085841637386073,0.4582539498806,0.5430157780647278,0.6315513610839844,0.6655704259872435,0.7005260372161868,0.7865105271339417,0.5948238584586399,0.4485124818136323,0.6702293025905048,0.23858021278718408
B1_technical_plus_macro,2023_2024,708020,0.5086287799123285,0.48697760701179504,0.5815515071153641,0.6672023057937622,0.6913673549890518,0.7273074984550476,0.8099669814109802,0.5964949222475419,0.46777012385961025,0.6856432980811776,0.24598709604995098
B1_technical_plus_macro,pooled,2474297,0.504397283507355,0.4944094717502594,0.5704160332679749,0.6517093181610107,0.6825824260711666,0.7227410674095154,0.8450561761856079,0.5841395087024698,0.43554374981087574,0.6883837993188243,0.2474039731559401
