symbol,threshold,edge_threshold,tp_atr,sl_atr,max_hold,direction_mode,trend_min,rsi_min,rsi_max,vola_max,spread_atr_max,macd_min,total_r,trades,positive_folds,passed_folds,weighted_win_rate,mean_profit_factor,worst_fold_r,max_drawdown_r,recent_paper_r,gate,cost_multiplier,group,variant
SILVER#,0.58,0.05,4.4,7.0,216,long,0.0,0.0,100.0,1.0,0.75,-999.0,4.9798,43,3,2,0.7209,1.8022,-0.6665,-2.5701,3.4882,False,3.0,neighborhood_3x,variant_253
SILVER#,0.58,0.05,4.4,7.0,216,long,0.0,0.0,100.0,1.2,0.75,-999.0,6.9922,49,4,3,0.7347,1.9598,-0.2142,-2.4141,3.5151,False,3.0,neighborhood_3x,variant_254
SILVER#,0.58,0.05,4.4,7.0,216,long,0.0,0.0,100.0,1.4,0.75,-999.0,6.2427,50,4,2,0.7,1.8017,-0.3368,-2.4107,3.5151,False,3.0,neighborhood_3x,variant_255
SILVER#,0.58,0.05,4.4,7.0,336,long,0.0,0.0,100.0,1.0,0.75,-999.0,5.4307,42,3,2,0.7143,1.8106,-0.5589,-2.4238,3.076,False,3.0,neighborhood_3x,variant_256
SILVER#,0.58,0.05,4.4,7.0,336,long,0.0,0.0,100.0,1.2,0.75,-999.0,7.0526,48,5,3,0.7292,1.8679,0.3537,-2.2679,3.0611,False,3.0,neighborhood_3x,variant_257
SILVER#,0.58,0.05,4.4,7.0,336,long,0.0,0.0,100.0,1.4,0.75,-999.0,5.3905,49,4,2,0.6939,1.7224,-0.8291,-3.4857,3.0611,False,3.0,neighborhood_3x,variant_258
SILVER#,0.58,0.05,5.2,5.2,216,long,0.0,0.0,100.0,1.0,0.75,-999.0,5.3087,47,2,2,0.5957,1.7083,-1.4539,-4.1591,2.9905,False,3.0,neighborhood_3x,variant_259
SILVER#,0.58,0.05,5.2,5.2,216,long,0.0,0.0,100.0,1.2,0.75,-999.0,10.5206,53,5,4,0.6226,1.9249,0.1116,-3.1572,2.9462,False,3.0,neighborhood_3x,variant_260
SILVER#,0.58,0.05,5.2,5.2,216,long,0.0,0.0,100.0,1.4,0.75,-999.0,12.7332,54,5,2,0.6296,2.0439,1.3935,-3.1572,2.9462,False,3.0,neighborhood_3x,variant_261
SILVER#,0.58,0.05,5.2,5.2,336,long,0.0,0.0,100.0,1.0,0.75,-999.0,6.0889,46,2,2,0.587,1.7194,-0.6737,-3.3899,2.9905,False,3.0,neighborhood_3x,variant_262
SILVER#,0.58,0.05,5.2,5.2,336,long,0.0,0.0,100.0,1.2,0.75,-999.0,10.5063,52,5,4,0.6154,1.8745,0.1116,-3.5519,2.9462,False,3.0,neighborhood_3x,variant_263
SILVER#,0.58,0.05,5.2,5.2,336,long,0.0,0.0,100.0,1.4,0.75,-999.0,12.9222,53,5,3,0.6226,2.0585,0.2887,-3.6366,2.9462,False,3.0,neighborhood_3x,variant_264
SILVER#,0.58,0.05,5.2,6.0,216,long,0.0,0.0,100.0,1.0,0.75,-999.0,7.2827,44,4,2,0.6591,1.7833,-0.5124,-2.8594,2.3046,False,3.0,neighborhood_3x,variant_265
SILVER#,0.58,0.05,5.2,6.0,216,long,0.0,0.0,100.0,1.2,0.75,-999.0,9.8593,51,5,3,0.6667,1.9948,0.8925,-2.8594,2.2663,False,3.0,neighborhood_3x,variant_266
SILVER#,0.58,0.05,5.2,6.0,216,long,0.0,0.0,100.0,1.4,0.75,-999.0,8.7433,52,5,2,0.6346,1.7088,0.3473,-2.8594,2.2663,False,3.0,neighborhood_3x,variant_267
SILVER#,0.58,0.05,5.2,6.0,336,long,0.0,0.0,100.0,1.0,0.75,-999.0,8.3033,43,4,3,0.6511,1.8634,-0.5124,-2.8594,2.3046,False,3.0,neighborhood_3x,variant_268
SILVER#,0.58,0.05,5.2,6.0,336,long,0.0,0.0,100.0,1.2,0.75,-999.0,10.7454,50,5,4,0.66,1.9173,1.5977,-2.8594,2.2663,False,3.0,neighborhood_3x,variant_269
SILVER#,0.58,0.05,5.2,6.0,336,long,0.0,0.0,100.0,1.4,0.75,-999.0,8.6206,51,4,2,0.6275,1.6931,-0.1447,-3.5467,2.2663,False,3.0,neighborhood_3x,variant_270
SILVER#,0.58,0.05,5.2,7.0,216,long,0.0,0.0,100.0,1.0,0.75,-999.0,3.6093,42,3,2,0.6667,1.6243,-0.822,-2.5701,1.0156,False,3.0,neighborhood_3x,variant_271
SILVER#,0.58,0.05,5.2,7.0,216,long,0.0,0.0,100.0,1.2,0.75,-999.0,6.3677,47,4,3,0.6808,1.8332,-0.1336,-2.4141,1.0426,False,3.0,neighborhood_3x,variant_272
SILVER#,0.58,0.05,5.2,7.0,216,long,0.0,0.0,100.0,1.4,0.75,-999.0,6.3346,49,5,2,0.6531,1.639,0.2719,-2.4107,1.0426,False,3.0,neighborhood_3x,variant_273
SILVER#,0.58,0.05,5.2,7.0,336,long,0.0,0.0,100.0,1.0,0.75,-999.0,4.6841,40,4,2,0.65,1.6865,-0.4392,-1.6144,0.9052,False,3.0,neighborhood_3x,variant_274
SILVER#,0.58,0.05,5.2,7.0,336,long,0.0,0.0,100.0,1.2,0.75,-999.0,7.0946,45,5,3,0.6667,1.7843,0.7564,-1.6825,0.9321,False,3.0,neighborhood_3x,variant_275
SILVER#,0.58,0.05,5.2,7.0,336,long,0.0,0.0,100.0,1.4,0.75,-999.0,6.0383,47,4,3,0.6383,1.6107,-0.5697,-3.4857,0.9321,False,3.0,neighborhood_3x,variant_276
SILVER#,0.58,0.05,6.0,6.0,216,long,0.0,0.0,100.0,1.0,0.75,-999.0,11.3377,38,4,2,0.6842,1.9558,-0.2637,-2.8594,3.3963,False,3.0,neighborhood_3x,variant_277
SILVER#,0.58,0.05,6.0,6.0,216,long,0.0,0.0,100.0,1.2,0.75,-999.0,14.1496,46,5,4,0.6957,2.254,0.9363,-2.8594,2.6182,False,3.0,neighborhood_3x,variant_278
SILVER#,0.58,0.05,6.0,6.0,216,long,0.0,0.0,100.0,1.4,0.75,-999.0,12.7307,48,5,4,0.6667,1.9342,1.7013,-2.8594,2.6182,False,3.0,neighborhood_3x,variant_279
SILVER#,0.58,0.05,6.0,6.0,336,long,0.0,0.0,100.0,1.0,0.75,-999.0,12.5626,37,4,2,0.6757,2.0912,-0.2637,-2.8594,3.3963,False,3.0,neighborhood_3x,variant_280
SILVER#,0.58,0.05,6.0,6.0,336,long,0.0,0.0,100.0,1.2,0.75,-999.0,14.6612,45,5,4,0.6667,2.1723,1.7207,-2.8594,1.7207,False,3.0,neighborhood_3x,variant_281
SILVER#,0.58,0.05,6.0,6.0,336,long,0.0,0.0,100.0,1.4,0.75,-999.0,11.7854,47,5,3,0.6383,1.8595,0.4151,-3.5467,1.7207,False,3.0,neighborhood_3x,variant_282
SILVER#,0.58,0.05,6.0,7.0,216,long,0.0,0.0,100.0,1.0,0.75,-999.0,7.4689,36,4,2,0.6945,1.7872,-0.2261,-2.5701,1.9388,False,3.0,neighborhood_3x,variant_283
SILVER#,0.58,0.05,6.0,7.0,216,long,0.0,0.0,100.0,1.2,0.75,-999.0,9.853,44,5,4,0.7046,2.0627,0.8026,-2.4141,1.2719,False,3.0,neighborhood_3x,variant_284
SILVER#,0.58,0.05,6.0,7.0,216,long,0.0,0.0,100.0,1.4,0.75,-999.0,9.6752,45,5,4,0.6889,1.8575,1.2719,-2.4107,1.2719,False,3.0,neighborhood_3x,variant_285
SILVER#,0.58,0.05,6.0,7.0,336,long,0.0,0.0,100.0,1.0,0.75,-999.0,9.713,35,4,2,0.6857,1.9731,-0.2261,-1.562,2.8226,False,3.0,neighborhood_3x,variant_286
SILVER#,0.58,0.05,6.0,7.0,336,long,0.0,0.0,100.0,1.2,0.75,-999.0,11.2531,43,5,4,0.6744,2.063,1.3864,-1.562,1.3864,False,3.0,neighborhood_3x,variant_287
SILVER#,0.58,0.05,6.0,7.0,336,long,0.0,0.0,100.0,1.4,0.75,-999.0,9.6681,44,4,3,0.6591,1.8284,-0.0898,-3.4857,1.3864,False,3.0,neighborhood_3x,variant_288
XAUEUR#,0.54,0.0,2.2,4.2,168,both,,,,,,,2.5439,53,2,2,0.6604,1.5581,-4.3363,-4.3363,3.7397,False,3.0,neighborhood_3x,variant_289
XAUEUR#,0.54,0.0,2.2,4.2,216,both,,,,,,,2.7673,53,2,2,0.6792,1.5765,-4.3363,-4.3363,3.9631,False,3.0,neighborhood_3x,variant_290
XAUEUR#,0.54,0.0,2.2,4.2,288,both,,,,,,,3.3051,53,2,2,0.6792,1.6079,-4.3363,-4.3363,4.5009,False,3.0,neighborhood_3x,variant_291
XAUEUR#,0.54,0.0,2.2,4.8,168,both,,,,,,,3.3807,51,2,2,0.7059,1.7643,-4.1455,-4.4185,4.9388,False,3.0,neighborhood_3x,variant_292
XAUEUR#,0.54,0.0,2.2,4.8,216,both,,,,,,,3.5762,51,2,2,0.7255,1.8027,-4.1455,-4.4185,5.1343,False,3.0,neighborhood_3x,variant_293
XAUEUR#,0.54,0.0,2.2,4.8,288,both,,,,,,,4.0468,51,2,2,0.7255,1.8504,-4.1455,-4.4185,5.6049,False,3.0,neighborhood_3x,variant_294
XAUEUR#,0.54,0.0,2.2,5.4,168,both,,,,,,,2.8667,47,2,2,0.7234,1.7182,-3.2326,-3.5685,3.618,False,3.0,neighborhood_3x,variant_295
XAUEUR#,0.54,0.0,2.2,5.4,216,both,,,,,,,2.5098,47,2,2,0.7447,1.5489,-3.2326,-3.5685,3.7918,False,3.0,neighborhood_3x,variant_296
XAUEUR#,0.54,0.0,2.2,5.4,288,both,,,,,,,2.9281,47,2,2,0.7447,1.5914,-3.2326,-3.5685,4.2101,False,3.0,neighborhood_3x,variant_297
XAUEUR#,0.54,0.0,2.6,4.2,168,both,,,,,,,3.2782,51,2,2,0.6275,1.7794,-5.83,-5.83,4.6565,False,3.0,neighborhood_3x,variant_298
XAUEUR#,0.54,0.0,2.6,4.2,216,both,,,,,,,3.5016,51,2,2,0.6471,1.7991,-5.83,-5.83,4.8799,False,3.0,neighborhood_3x,variant_299
XAUEUR#,0.54,0.0,2.6,4.2,288,both,,,,,,,4.0394,51,2,2,0.6471,1.8305,-5.83,-5.83,5.4177,False,3.0,neighborhood_3x,variant_300
XAUEUR#,0.54,0.0,2.6,4.8,168,both,,,,,,,3.837,49,2,2,0.6735,1.9897,-5.5182,-5.5182,5.6205,False,3.0,neighborhood_3x,variant_301
XAUEUR#,0.54,0.0,2.6,4.8,216,both,,,,,,,4.0325,49,2,2,0.6939,2.0305,-5.5182,-5.5182,5.816,False,3.0,neighborhood_3x,variant_302
XAUEUR#,0.54,0.0,2.6,4.8,288,both,,,,,,,4.503,49,2,2,0.6939,2.0783,-5.5182,-5.5182,6.2865,False,3.0,neighborhood_3x,variant_303
XAUEUR#,0.54,0.0,2.6,5.4,168,both,,,,,,,2.9617,45,2,2,0.6889,1.9361,-4.6667,-4.9203,4.1273,False,3.0,neighborhood_3x,variant_304
XAUEUR#,0.54,0.0,2.6,5.4,216,both,,,,,,,2.6047,45,2,2,0.7111,1.7197,-4.6667,-4.9203,4.301,False,3.0,neighborhood_3x,variant_305
XAUEUR#,0.54,0.0,2.6,5.4,288,both,,,,,,,3.023,45,2,2,0.7111,1.7623,-4.6667,-4.9203,4.7193,False,3.0,neighborhood_3x,variant_306
XAUEUR#,0.54,0.0,3.0,4.2,168,both,,,,,,,2.5537,45,2,2,0.6,1.7377,-5.3809,-5.3809,3.8709,False,3.0,neighborhood_3x,variant_307
XAUEUR#,0.54,0.0,3.0,4.2,216,both,,,,,,,2.7771,45,2,2,0.6222,1.7621,-5.3809,-5.3809,4.0943,False,3.0,neighborhood_3x,variant_308
XAUEUR#,0.54,0.0,3.0,4.2,288,both,,,,,,,3.4463,45,2,2,0.6222,1.8102,-5.3809,-5.3809,4.7635,False,3.0,neighborhood_3x,variant_309
XAUEUR#,0.54,0.0,3.0,4.8,168,both,,,,,,,3.1357,45,2,2,0.6445,1.8728,-5.1253,-5.1253,4.8658,False,3.0,neighborhood_3x,variant_310
XAUEUR#,0.54,0.0,3.0,4.8,216,both,,,,,,,3.3311,45,2,2,0.6667,1.9109,-5.1253,-5.1253,5.0612,False,3.0,neighborhood_3x,variant_311
XAUEUR#,0.54,0.0,3.0,4.8,288,both,,,,,,,3.9167,45,2,2,0.6667,1.9703,-5.1253,-5.1253,5.6468,False,3.0,neighborhood_3x,variant_312
XAUEUR#,0.54,0.0,3.0,5.4,168,both,,,,,,,2.4399,41,2,2,0.6585,1.8136,-4.0154,-4.7175,3.2559,False,3.0,neighborhood_3x,variant_313
XAUEUR#,0.54,0.0,3.0,5.4,216,both,,,,,,,2.083,41,2,2,0.6829,1.6088,-4.0154,-4.7175,3.4297,False,3.0,neighborhood_3x,variant_314
XAUEUR#,0.54,0.0,3.0,5.4,288,both,,,,,,,2.6034,41,2,2,0.6829,1.6617,-4.0154,-4.7175,3.9501,False,3.0,neighborhood_3x,variant_315
XAUEUR#,0.54,0.02,2.2,4.2,168,both,,,,,,,2.5439,53,2,2,0.6604,1.5581,-4.3363,-4.3363,3.7397,False,3.0,neighborhood_3x,variant_316
XAUEUR#,0.54,0.02,2.2,4.2,216,both,,,,,,,2.7673,53,2,2,0.6792,1.5765,-4.3363,-4.3363,3.9631,False,3.0,neighborhood_3x,variant_317
XAUEUR#,0.54,0.02,2.2,4.2,288,both,,,,,,,3.3051,53,2,2,0.6792,1.6079,-4.3363,-4.3363,4.5009,False,3.0,neighborhood_3x,variant_318
XAUEUR#,0.54,0.02,2.2,4.8,168,both,,,,,,,3.3807,51,2,2,0.7059,1.7643,-4.1455,-4.4185,4.9388,False,3.0,neighborhood_3x,variant_319
XAUEUR#,0.54,0.02,2.2,4.8,216,both,,,,,,,3.5762,51,2,2,0.7255,1.8027,-4.1455,-4.4185,5.1343,False,3.0,neighborhood_3x,variant_320
XAUEUR#,0.54,0.02,2.2,4.8,288,both,,,,,,,4.0468,51,2,2,0.7255,1.8504,-4.1455,-4.4185,5.6049,False,3.0,neighborhood_3x,variant_321
XAUEUR#,0.54,0.02,2.2,5.4,168,both,,,,,,,2.8667,47,2,2,0.7234,1.7182,-3.2326,-3.5685,3.618,False,3.0,neighborhood_3x,variant_322
XAUEUR#,0.54,0.02,2.2,5.4,216,both,,,,,,,2.5098,47,2,2,0.7447,1.5489,-3.2326,-3.5685,3.7918,False,3.0,neighborhood_3x,variant_323
XAUEUR#,0.54,0.02,2.2,5.4,288,both,,,,,,,2.9281,47,2,2,0.7447,1.5914,-3.2326,-3.5685,4.2101,False,3.0,neighborhood_3x,variant_324
XAUEUR#,0.54,0.02,2.6,4.2,168,both,,,,,,,3.2782,51,2,2,0.6275,1.7794,-5.83,-5.83,4.6565,False,3.0,neighborhood_3x,variant_325
XAUEUR#,0.54,0.02,2.6,4.2,216,both,,,,,,,3.5016,51,2,2,0.6471,1.7991,-5.83,-5.83,4.8799,False,3.0,neighborhood_3x,variant_326
XAUEUR#,0.54,0.02,2.6,4.2,288,both,,,,,,,4.0394,51,2,2,0.6471,1.8305,-5.83,-5.83,5.4177,False,3.0,neighborhood_3x,variant_327
XAUEUR#,0.54,0.02,2.6,4.8,168,both,,,,,,,3.837,49,2,2,0.6735,1.9897,-5.5182,-5.5182,5.6205,False,3.0,neighborhood_3x,variant_328
XAUEUR#,0.54,0.02,2.6,4.8,216,both,,,,,,,4.0325,49,2,2,0.6939,2.0305,-5.5182,-5.5182,5.816,False,3.0,neighborhood_3x,variant_329
XAUEUR#,0.54,0.02,2.6,4.8,288,both,,,,,,,4.503,49,2,2,0.6939,2.0783,-5.5182,-5.5182,6.2865,False,3.0,neighborhood_3x,variant_330
XAUEUR#,0.54,0.02,2.6,5.4,168,both,,,,,,,2.9617,45,2,2,0.6889,1.9361,-4.6667,-4.9203,4.1273,False,3.0,neighborhood_3x,variant_331
XAUEUR#,0.54,0.02,2.6,5.4,216,both,,,,,,,2.6047,45,2,2,0.7111,1.7197,-4.6667,-4.9203,4.301,False,3.0,neighborhood_3x,variant_332
XAUEUR#,0.54,0.02,2.6,5.4,288,both,,,,,,,3.023,45,2,2,0.7111,1.7623,-4.6667,-4.9203,4.7193,False,3.0,neighborhood_3x,variant_333
XAUEUR#,0.54,0.02,3.0,4.2,168,both,,,,,,,2.5537,45,2,2,0.6,1.7377,-5.3809,-5.3809,3.8709,False,3.0,neighborhood_3x,variant_334
XAUEUR#,0.54,0.02,3.0,4.2,216,both,,,,,,,2.7771,45,2,2,0.6222,1.7621,-5.3809,-5.3809,4.0943,False,3.0,neighborhood_3x,variant_335
XAUEUR#,0.54,0.02,3.0,4.2,288,both,,,,,,,3.4463,45,2,2,0.6222,1.8102,-5.3809,-5.3809,4.7635,False,3.0,neighborhood_3x,variant_336
XAUEUR#,0.54,0.02,3.0,4.8,168,both,,,,,,,3.1357,45,2,2,0.6445,1.8728,-5.1253,-5.1253,4.8658,False,3.0,neighborhood_3x,variant_337
XAUEUR#,0.54,0.02,3.0,4.8,216,both,,,,,,,3.3311,45,2,2,0.6667,1.9109,-5.1253,-5.1253,5.0612,False,3.0,neighborhood_3x,variant_338
XAUEUR#,0.54,0.02,3.0,4.8,288,both,,,,,,,3.9167,45,2,2,0.6667,1.9703,-5.1253,-5.1253,5.6468,False,3.0,neighborhood_3x,variant_339
XAUEUR#,0.54,0.02,3.0,5.4,168,both,,,,,,,2.4399,41,2,2,0.6585,1.8136,-4.0154,-4.7175,3.2559,False,3.0,neighborhood_3x,variant_340
XAUEUR#,0.54,0.02,3.0,5.4,216,both,,,,,,,2.083,41,2,2,0.6829,1.6088,-4.0154,-4.7175,3.4297,False,3.0,neighborhood_3x,variant_341
XAUEUR#,0.54,0.02,3.0,5.4,288,both,,,,,,,2.6034,41,2,2,0.6829,1.6617,-4.0154,-4.7175,3.9501,False,3.0,neighborhood_3x,variant_342
XAUEUR#,0.56,0.0,2.2,4.2,168,both,,,,,,,10.564,43,2,2,0.7907,334.4744,-1.1957,-3.2999,6.1918,False,3.0,neighborhood_3x,variant_343
XAUEUR#,0.56,0.0,2.2,4.2,216,both,,,,,,,10.9354,43,2,2,0.7907,334.5259,-1.1957,-3.2999,6.5632,False,3.0,neighborhood_3x,variant_344
XAUEUR#,0.56,0.0,2.2,4.2,288,both,,,,,,,10.9354,43,2,2,0.7907,334.5259,-1.1957,-3.2999,6.5632,False,3.0,neighborhood_3x,variant_345
XAUEUR#,0.56,0.0,2.2,4.8,168,both,,,,,,,10.6073,42,3,2,0.8334,334.4851,0.4711,-2.4097,5.2643,False,3.0,neighborhood_3x,variant_346
XAUEUR#,0.56,0.0,2.2,4.8,216,both,,,,,,,10.9323,42,3,2,0.8334,334.534,0.4711,-2.4097,5.5893,False,3.0,neighborhood_3x,variant_347
XAUEUR#,0.56,0.0,2.2,4.8,288,both,,,,,,,10.9323,42,3,2,0.8334,334.534,0.4711,-2.4097,5.5893,False,3.0,neighborhood_3x,variant_348
XAUEUR#,0.56,0.0,2.2,5.4,168,both,,,,,,,10.0343,41,3,2,0.8537,335.4241,0.091,-2.3696,5.6127,False,3.0,neighborhood_3x,variant_349
XAUEUR#,0.56,0.0,2.2,5.4,216,both,,,,,,,10.3232,41,3,2,0.8537,335.5142,0.091,-2.3696,5.9016,False,3.0,neighborhood_3x,variant_350
XAUEUR#,0.56,0.0,2.2,5.4,288,both,,,,,,,10.3232,41,3,2,0.8537,335.5142,0.091,-2.3696,5.9016,False,3.0,neighborhood_3x,variant_351
XAUEUR#,0.56,0.0,2.6,4.2,168,both,,,,,,,12.8489,42,2,2,0.7857,334.5751,-0.2677,-3.2999,6.631,False,3.0,neighborhood_3x,variant_352
XAUEUR#,0.56,0.0,2.6,4.2,216,both,,,,,,,13.1783,42,2,2,0.7857,334.6208,-0.2677,-3.2999,6.9604,False,3.0,neighborhood_3x,variant_353
XAUEUR#,0.56,0.0,2.6,4.2,288,both,,,,,,,13.3232,42,2,2,0.7857,334.6409,-0.2677,-3.2999,7.1053,False,3.0,neighborhood_3x,variant_354
XAUEUR#,0.56,0.0,2.6,4.8,168,both,,,,,,,12.978,41,3,3,0.8293,334.6325,1.3968,-2.4097,5.9063,True,3.0,neighborhood_3x,variant_355
XAUEUR#,0.56,0.0,2.6,4.8,216,both,,,,,,,13.2662,41,3,3,0.8293,334.6759,1.3968,-2.4097,6.1945,True,3.0,neighborhood_3x,variant_356
XAUEUR#,0.56,0.0,2.6,4.8,288,both,,,,,,,13.393,41,3,3,0.8293,334.695,1.3968,-2.4097,6.3213,True,3.0,neighborhood_3x,variant_357
XAUEUR#,0.56,0.0,2.6,5.4,168,both,,,,,,,11.9563,40,3,3,0.85,335.5922,0.9139,-2.2877,5.998,True,3.0,neighborhood_3x,variant_358
XAUEUR#,0.56,0.0,2.6,5.4,216,both,,,,,,,12.2125,40,3,3,0.85,335.6722,0.9139,-2.2877,6.2542,True,3.0,neighborhood_3x,variant_359
XAUEUR#,0.56,0.0,2.6,5.4,288,both,,,,,,,12.3252,40,3,3,0.85,335.7073,0.9139,-2.2877,6.3669,True,3.0,neighborhood_3x,variant_360
XAUEUR#,0.56,0.0,3.0,4.2,168,both,,,,,,,8.9416,37,2,2,0.7297,335.3139,-3.7668,-6.2934,7.2802,False,3.0,neighborhood_3x,variant_361
XAUEUR#,0.56,0.0,3.0,4.2,216,both,,,,,,,9.271,37,2,2,0.7297,335.3939,-3.7668,-6.2934,7.6096,False,3.0,neighborhood_3x,variant_362
XAUEUR#,0.56,0.0,3.0,4.2,288,both,,,,,,,9.4977,37,2,2,0.7297,335.4489,-3.7668,-6.2934,7.8363,False,3.0,neighborhood_3x,variant_363
XAUEUR#,0.56,0.0,3.0,4.8,168,both,,,,,,,9.1151,36,2,2,0.7778,335.3548,-2.0048,-3.6354,6.3702,False,3.0,neighborhood_3x,variant_364
XAUEUR#,0.56,0.0,3.0,4.8,216,both,,,,,,,9.4033,36,2,2,0.7778,335.4348,-2.0048,-3.6354,6.6584,False,3.0,neighborhood_3x,variant_365
XAUEUR#,0.56,0.0,3.0,4.8,288,both,,,,,,,9.6016,36,2,2,0.7778,335.4898,-2.0048,-3.6354,6.8567,False,3.0,neighborhood_3x,variant_366
XAUEUR#,0.56,0.0,3.0,5.4,168,both,,,,,,,8.787,35,2,2,0.8,335.3804,-1.0974,-2.2877,5.6624,False,3.0,neighborhood_3x,variant_367
XAUEUR#,0.56,0.0,3.0,5.4,216,both,,,,,,,9.0432,35,2,2,0.8,335.4604,-1.0974,-2.2877,5.9186,False,3.0,neighborhood_3x,variant_368
XAUEUR#,0.56,0.0,3.0,5.4,288,both,,,,,,,9.2195,35,2,2,0.8,335.5154,-1.0974,-2.2877,6.0949,False,3.0,neighborhood_3x,variant_369
XAUEUR#,0.56,0.02,2.2,4.2,168,both,,,,,,,10.564,43,2,2,0.7907,334.4744,-1.1957,-3.2999,6.1918,False,3.0,neighborhood_3x,variant_370
XAUEUR#,0.56,0.02,2.2,4.2,216,both,,,,,,,10.9354,43,2,2,0.7907,334.5259,-1.1957,-3.2999,6.5632,False,3.0,neighborhood_3x,variant_371
XAUEUR#,0.56,0.02,2.2,4.2,288,both,,,,,,,10.9354,43,2,2,0.7907,334.5259,-1.1957,-3.2999,6.5632,False,3.0,neighborhood_3x,variant_372
XAUEUR#,0.56,0.02,2.2,4.8,168,both,,,,,,,10.6073,42,3,2,0.8334,334.4851,0.4711,-2.4097,5.2643,False,3.0,neighborhood_3x,variant_373
XAUEUR#,0.56,0.02,2.2,4.8,216,both,,,,,,,10.9323,42,3,2,0.8334,334.534,0.4711,-2.4097,5.5893,False,3.0,neighborhood_3x,variant_374
XAUEUR#,0.56,0.02,2.2,4.8,288,both,,,,,,,10.9323,42,3,2,0.8334,334.534,0.4711,-2.4097,5.5893,False,3.0,neighborhood_3x,variant_375
XAUEUR#,0.56,0.02,2.2,5.4,168,both,,,,,,,10.0343,41,3,2,0.8537,335.4241,0.091,-2.3696,5.6127,False,3.0,neighborhood_3x,variant_376
XAUEUR#,0.56,0.02,2.2,5.4,216,both,,,,,,,10.3232,41,3,2,0.8537,335.5142,0.091,-2.3696,5.9016,False,3.0,neighborhood_3x,variant_377
XAUEUR#,0.56,0.02,2.2,5.4,288,both,,,,,,,10.3232,41,3,2,0.8537,335.5142,0.091,-2.3696,5.9016,False,3.0,neighborhood_3x,variant_378
XAUEUR#,0.56,0.02,2.6,4.2,168,both,,,,,,,12.8489,42,2,2,0.7857,334.5751,-0.2677,-3.2999,6.631,False,3.0,neighborhood_3x,variant_379
XAUEUR#,0.56,0.02,2.6,4.2,216,both,,,,,,,13.1783,42,2,2,0.7857,334.6208,-0.2677,-3.2999,6.9604,False,3.0,neighborhood_3x,variant_380
XAUEUR#,0.56,0.02,2.6,4.2,288,both,,,,,,,13.3232,42,2,2,0.7857,334.6409,-0.2677,-3.2999,7.1053,False,3.0,neighborhood_3x,variant_381
XAUEUR#,0.56,0.02,2.6,4.8,168,both,,,,,,,12.978,41,3,3,0.8293,334.6325,1.3968,-2.4097,5.9063,True,3.0,neighborhood_3x,variant_382
XAUEUR#,0.56,0.02,2.6,4.8,216,both,,,,,,,13.2662,41,3,3,0.8293,334.6759,1.3968,-2.4097,6.1945,True,3.0,neighborhood_3x,variant_383
XAUEUR#,0.56,0.02,2.6,4.8,288,both,,,,,,,13.393,41,3,3,0.8293,334.695,1.3968,-2.4097,6.3213,True,3.0,neighborhood_3x,variant_384
XAUEUR#,0.56,0.02,2.6,5.4,168,both,,,,,,,11.9563,40,3,3,0.85,335.5922,0.9139,-2.2877,5.998,True,3.0,neighborhood_3x,variant_385
XAUEUR#,0.56,0.02,2.6,5.4,216,both,,,,,,,12.2125,40,3,3,0.85,335.6722,0.9139,-2.2877,6.2542,True,3.0,neighborhood_3x,variant_386
XAUEUR#,0.56,0.02,2.6,5.4,288,both,,,,,,,12.3252,40,3,3,0.85,335.7073,0.9139,-2.2877,6.3669,True,3.0,neighborhood_3x,variant_387
XAUEUR#,0.56,0.02,3.0,4.2,168,both,,,,,,,8.9416,37,2,2,0.7297,335.3139,-3.7668,-6.2934,7.2802,False,3.0,neighborhood_3x,variant_388
XAUEUR#,0.56,0.02,3.0,4.2,216,both,,,,,,,9.271,37,2,2,0.7297,335.3939,-3.7668,-6.2934,7.6096,False,3.0,neighborhood_3x,variant_389
XAUEUR#,0.56,0.02,3.0,4.2,288,both,,,,,,,9.4977,37,2,2,0.7297,335.4489,-3.7668,-6.2934,7.8363,False,3.0,neighborhood_3x,variant_390
XAUEUR#,0.56,0.02,3.0,4.8,168,both,,,,,,,9.1151,36,2,2,0.7778,335.3548,-2.0048,-3.6354,6.3702,False,3.0,neighborhood_3x,variant_391
XAUEUR#,0.56,0.02,3.0,4.8,216,both,,,,,,,9.4033,36,2,2,0.7778,335.4348,-2.0048,-3.6354,6.6584,False,3.0,neighborhood_3x,variant_392
XAUEUR#,0.56,0.02,3.0,4.8,288,both,,,,,,,9.6016,36,2,2,0.7778,335.4898,-2.0048,-3.6354,6.8567,False,3.0,neighborhood_3x,variant_393
XAUEUR#,0.56,0.02,3.0,5.4,168,both,,,,,,,8.787,35,2,2,0.8,335.3804,-1.0974,-2.2877,5.6624,False,3.0,neighborhood_3x,variant_394
XAUEUR#,0.56,0.02,3.0,5.4,216,both,,,,,,,9.0432,35,2,2,0.8,335.4604,-1.0974,-2.2877,5.9186,False,3.0,neighborhood_3x,variant_395
XAUEUR#,0.56,0.02,3.0,5.4,288,both,,,,,,,9.2195,35,2,2,0.8,335.5154,-1.0974,-2.2877,6.0949,False,3.0,neighborhood_3x,variant_396
XAUEUR#,0.58,0.0,2.2,4.2,168,both,,,,,,,4.9182,33,2,2,0.7273,333.8804,-0.632,-2.2387,1.9508,False,3.0,neighborhood_3x,variant_397
