provider,instrument,gap_start_utc,gap_end_utc,missing_minutes,classification,native_before_open_utc,native_before_open,native_before_high,native_before_low,native_before_close,native_after_open_utc,native_after_open,native_after_high,native_after_low,native_after_close
Dukascopy,USD/JPY,2021-04-26T21:31:00+00:00,2021-04-26T21:37:00+00:00,6,unexplained_source_gap,2021-04-26T21:30:00+00:00,108.112,108.112,108.112,108.112,2021-04-26T21:37:00+00:00,108.113,108.113,108.094,108.094
Dukascopy,USD/JPY,2021-06-03T20:21:00+00:00,2021-06-03T20:27:00+00:00,6,unexplained_source_gap,2021-06-03T20:20:00+00:00,110.277,110.287,110.275,110.287,2021-06-03T20:27:00+00:00,110.285,110.285,110.279,110.279
Dukascopy,USD/JPY,2021-06-03T21:14:00+00:00,2021-06-03T21:27:00+00:00,13,unexplained_source_gap,2021-06-03T21:13:00+00:00,110.29,110.29,110.29,110.29,2021-06-03T21:27:00+00:00,110.29,110.29,110.29,110.29
Dukascopy,USD/JPY,2021-06-18T21:00:00+00:00,2021-06-20T21:03:00+00:00,2883,unexplained_source_gap,2021-06-18T20:59:00+00:00,110.214,110.236,110.137,110.137,2021-06-20T21:03:00+00:00,110.147,110.209,110.147,110.209
Dukascopy,USD/JPY,2021-06-25T21:00:00+00:00,2021-06-27T21:01:00+00:00,2881,unexplained_source_gap,2021-06-25T20:59:00+00:00,110.781,110.794,110.74,110.74,2021-06-27T21:01:00+00:00,110.729,110.733,110.729,110.733
Dukascopy,USD/JPY,2021-08-08T21:24:00+00:00,2021-08-08T21:30:00+00:00,6,unexplained_source_gap,2021-08-08T21:23:00+00:00,110.207,110.212,110.207,110.212,2021-08-08T21:30:00+00:00,110.212,110.212,110.212,110.212
Dukascopy,USD/JPY,2021-08-13T21:00:00+00:00,2021-08-15T21:04:00+00:00,2884,unexplained_source_gap,2021-08-13T20:59:00+00:00,109.593,109.603,109.562,109.562,2021-08-15T21:04:00+00:00,109.599,109.614,109.599,109.614
Dukascopy,USD/JPY,2021-08-20T21:00:00+00:00,2021-08-22T21:03:00+00:00,2883,unexplained_source_gap,2021-08-20T20:59:00+00:00,109.768,109.778,109.7,109.7,2021-08-22T21:03:00+00:00,109.73,109.73,109.73,109.73
Dukascopy,USD/JPY,2021-09-03T21:00:00+00:00,2021-09-05T21:03:00+00:00,2883,unexplained_source_gap,2021-09-03T20:59:00+00:00,109.683,109.691,109.677,109.677,2021-09-05T21:03:00+00:00,109.689,109.689,109.689,109.689
Dukascopy,USD/JPY,2021-09-05T21:12:00+00:00,2021-09-05T21:18:00+00:00,6,unexplained_source_gap,2021-09-05T21:11:00+00:00,109.655,109.688,109.655,109.688,2021-09-05T21:18:00+00:00,109.688,109.688,109.688,109.688
Dukascopy,USD/JPY,2021-09-09T21:01:00+00:00,2021-09-09T21:07:00+00:00,6,unexplained_source_gap,2021-09-09T21:00:00+00:00,109.701,109.713,109.7,109.713,2021-09-09T21:07:00+00:00,109.713,109.713,109.713,109.713
Dukascopy,USD/JPY,2021-09-21T21:01:00+00:00,2021-09-21T21:07:00+00:00,6,unexplained_source_gap,2021-09-21T21:00:00+00:00,109.208,109.208,109.207,109.207,2021-09-21T21:07:00+00:00,109.213,109.213,109.212,109.212
Dukascopy,USD/JPY,2021-10-08T21:00:00+00:00,2021-10-10T21:03:00+00:00,2883,unexplained_source_gap,2021-10-08T20:59:00+00:00,112.22,112.226,112.214,112.215,2021-10-10T21:03:00+00:00,112.098,112.098,112.098,112.098
Dukascopy,USD/JPY,2021-12-09T22:03:00+00:00,2021-12-09T22:10:00+00:00,7,unexplained_source_gap,2021-12-09T22:02:00+00:00,113.44,113.44,113.44,113.44,2021-12-09T22:10:00+00:00,113.455,113.459,113.44,113.455
Dukascopy,USD/JPY,2021-12-15T22:06:00+00:00,2021-12-15T22:12:00+00:00,6,unexplained_source_gap,2021-12-15T22:05:00+00:00,114.029,114.029,114.029,114.029,2021-12-15T22:12:00+00:00,114.029,114.029,114.029,114.029
Dukascopy,USD/JPY,2021-12-20T22:09:00+00:00,2021-12-20T22:18:00+00:00,9,unexplained_source_gap,2021-12-20T22:08:00+00:00,113.617,113.617,113.617,113.617,2021-12-20T22:18:00+00:00,113.617,113.617,113.617,113.617
Dukascopy,USD/JPY,2021-12-24T21:59:00+00:00,2021-12-26T22:00:00+00:00,2881,unexplained_source_gap,2021-12-24T21:58:00+00:00,114.274,114.274,114.274,114.274,2021-12-26T22:00:00+00:00,114.32,114.419,114.32,114.398
Dukascopy,USD/JPY,2021-12-30T22:12:00+00:00,2021-12-30T22:19:00+00:00,7,unexplained_source_gap,2021-12-30T22:11:00+00:00,115.04,115.04,115.04,115.04,2021-12-30T22:19:00+00:00,115.04,115.04,115.04,115.04
Dukascopy,USD/JPY,2022-02-01T22:21:00+00:00,2022-02-01T22:27:00+00:00,6,unexplained_source_gap,2022-02-01T22:20:00+00:00,114.65,114.65,114.65,114.65,2022-02-01T22:27:00+00:00,114.65,114.65,114.65,114.65
Dukascopy,USD/JPY,2022-03-18T21:00:00+00:00,2022-03-20T21:04:00+00:00,2884,unexplained_source_gap,2022-03-18T20:59:00+00:00,119.141,119.142,119.11,119.116,2022-03-20T21:04:00+00:00,119.099,119.099,119.099,119.099
Dukascopy,USD/JPY,2022-04-06T21:22:00+00:00,2022-04-06T21:29:00+00:00,7,unexplained_source_gap,2022-04-06T21:21:00+00:00,123.76,123.76,123.76,123.76,2022-04-06T21:29:00+00:00,123.76,123.76,123.76,123.76
Dukascopy,USD/JPY,2022-04-11T21:02:00+00:00,2022-04-11T21:08:00+00:00,6,unexplained_source_gap,2022-04-11T21:01:00+00:00,125.352,125.352,125.352,125.352,2022-04-11T21:08:00+00:00,125.352,125.383,125.352,125.352
Dukascopy,USD/JPY,2022-04-15T20:59:00+00:00,2022-04-17T21:12:00+00:00,2893,unexplained_source_gap,2022-04-15T20:58:00+00:00,126.345,126.382,126.345,126.352,2022-04-17T21:12:00+00:00,126.334,126.36,126.334,126.36
Dukascopy,USD/JPY,2022-04-22T21:00:00+00:00,2022-04-24T21:12:00+00:00,2892,unexplained_source_gap,2022-04-22T20:59:00+00:00,128.509,128.528,128.449,128.449,2022-04-24T21:12:00+00:00,128.426,128.438,128.426,128.438
Dukascopy,USD/JPY,2022-05-13T21:00:00+00:00,2022-05-15T21:06:00+00:00,2886,unexplained_source_gap,2022-05-13T20:59:00+00:00,129.242,129.244,129.182,129.182,2022-05-15T21:06:00+00:00,129.19,129.195,129.19,129.195
Dukascopy,USD/JPY,2022-05-27T21:00:00+00:00,2022-05-29T21:02:00+00:00,2882,unexplained_source_gap,2022-05-27T20:59:00+00:00,127.097,127.101,127.075,127.087,2022-05-29T21:02:00+00:00,127.0,127.019,127.0,127.019
Dukascopy,USD/JPY,2022-06-24T21:00:00+00:00,2022-06-26T21:30:00+00:00,2910,unexplained_source_gap,2022-06-24T20:59:00+00:00,135.168,135.191,135.137,135.162,2022-06-26T21:30:00+00:00,134.974,135.091,134.963,135.091
Dukascopy,USD/JPY,2022-07-15T21:00:00+00:00,2022-07-17T21:05:00+00:00,2885,unexplained_source_gap,2022-07-15T20:59:00+00:00,138.466,138.487,138.449,138.453,2022-07-17T21:05:00+00:00,138.499,138.499,138.499,138.499
Dukascopy,USD/JPY,2022-07-17T21:43:00+00:00,2022-07-17T21:52:00+00:00,9,unexplained_source_gap,2022-07-17T21:42:00+00:00,138.527,138.527,138.527,138.527,2022-07-17T21:52:00+00:00,138.526,138.526,138.526,138.526
Dukascopy,USD/JPY,2022-08-05T21:00:00+00:00,2022-08-07T21:04:00+00:00,2884,unexplained_source_gap,2022-08-05T20:59:00+00:00,135.042,135.049,134.923,134.953,2022-08-07T21:04:00+00:00,135.015,135.035,134.977,134.977
Dukascopy,USD/JPY,2022-08-12T21:00:00+00:00,2022-08-14T21:05:00+00:00,2885,unexplained_source_gap,2022-08-12T20:59:00+00:00,133.496,133.497,133.388,133.388,2022-08-14T21:05:00+00:00,133.319,133.361,133.319,133.361
Dukascopy,USD/JPY,2022-08-24T21:53:00+00:00,2022-08-24T22:00:00+00:00,7,unexplained_source_gap,2022-08-24T21:52:00+00:00,137.102,137.102,137.099,137.099,2022-08-24T22:00:00+00:00,137.1,137.105,137.095,137.096
Dukascopy,USD/JPY,2022-09-18T21:39:00+00:00,2022-09-18T21:46:00+00:00,7,unexplained_source_gap,2022-09-18T21:38:00+00:00,142.909,142.913,142.909,142.913,2022-09-18T21:46:00+00:00,142.917,142.917,142.917,142.917
Dukascopy,USD/JPY,2022-10-07T21:00:00+00:00,2022-10-09T21:13:00+00:00,2893,unexplained_source_gap,2022-10-07T20:59:00+00:00,145.374,145.381,145.218,145.218,2022-10-09T21:13:00+00:00,145.309,145.309,145.309,145.309
Dukascopy,USD/JPY,2022-10-09T21:14:00+00:00,2022-10-09T21:28:00+00:00,14,unexplained_source_gap,2022-10-09T21:13:00+00:00,145.309,145.309,145.309,145.309,2022-10-09T21:28:00+00:00,145.308,145.308,145.308,145.308
Dukascopy,USD/JPY,2022-10-09T21:36:00+00:00,2022-10-09T21:50:00+00:00,14,unexplained_source_gap,2022-10-09T21:35:00+00:00,145.309,145.309,145.309,145.309,2022-10-09T21:50:00+00:00,145.29,145.29,145.288,145.288
Dukascopy,USD/JPY,2022-10-21T21:00:00+00:00,2022-10-23T21:05:00+00:00,2885,unexplained_source_gap,2022-10-21T20:59:00+00:00,147.559,147.569,147.559,147.569,2022-10-23T21:05:00+00:00,147.63,147.635,147.623,147.623
Dukascopy,USD/JPY,2022-10-30T21:17:00+00:00,2022-10-30T21:23:00+00:00,6,unexplained_source_gap,2022-10-30T21:16:00+00:00,147.503,147.503,147.503,147.503,2022-10-30T21:23:00+00:00,147.522,147.522,147.522,147.522
Dukascopy,USD/JPY,2022-11-20T22:12:00+00:00,2022-11-20T22:22:00+00:00,10,unexplained_source_gap,2022-11-20T22:11:00+00:00,140.3,140.3,140.3,140.3,2022-11-20T22:22:00+00:00,140.297,140.297,140.297,140.297
Dukascopy,USD/JPY,2022-12-04T22:21:00+00:00,2022-12-04T22:28:00+00:00,7,unexplained_source_gap,2022-12-04T22:20:00+00:00,134.349,134.349,134.303,134.347,2022-12-04T22:28:00+00:00,134.349,134.364,134.349,134.364
Dukascopy,USD/JPY,2022-12-15T22:00:00+00:00,2022-12-15T22:06:00+00:00,6,unexplained_source_gap,2022-12-15T21:59:00+00:00,137.788,137.791,137.758,137.77,2022-12-15T22:06:00+00:00,137.761,137.779,137.761,137.771
Dukascopy,USD/JPY,2022-12-23T22:00:00+00:00,2022-12-25T22:04:00+00:00,2884,unexplained_source_gap,2022-12-23T21:59:00+00:00,132.814,132.872,132.778,132.872,2022-12-25T22:04:00+00:00,132.703,132.703,132.67,132.67
Dukascopy,USD/JPY,2022-12-25T22:14:00+00:00,2022-12-25T22:23:00+00:00,9,unexplained_source_gap,2022-12-25T22:13:00+00:00,132.693,132.693,132.693,132.693,2022-12-25T22:23:00+00:00,132.694,132.706,132.694,132.706
Dukascopy,USD/JPY,2022-12-25T22:43:00+00:00,2022-12-25T22:49:00+00:00,6,unexplained_source_gap,2022-12-25T22:42:00+00:00,132.694,132.694,132.694,132.694,2022-12-25T22:49:00+00:00,132.719,132.719,132.719,132.719
Dukascopy,USD/JPY,2022-12-25T22:51:00+00:00,2022-12-25T22:57:00+00:00,6,unexplained_source_gap,2022-12-25T22:50:00+00:00,132.694,132.694,132.694,132.694,2022-12-25T22:57:00+00:00,132.727,132.727,132.727,132.727
Dukascopy,USD/JPY,2022-12-25T23:08:00+00:00,2022-12-25T23:15:00+00:00,7,unexplained_source_gap,2022-12-25T23:07:00+00:00,132.73,132.73,132.73,132.73,2022-12-25T23:15:00+00:00,132.743,132.743,132.735,132.736
Dukascopy,USD/JPY,2023-01-01T22:54:00+00:00,2023-01-01T23:00:00+00:00,6,unexplained_source_gap,2023-01-01T22:53:00+00:00,130.759,130.759,130.759,130.759,2023-01-01T23:00:00+00:00,130.771,130.771,130.759,130.759
Dukascopy,USD/JPY,2023-01-02T03:16:00+00:00,2023-01-02T03:25:00+00:00,9,unexplained_source_gap,2023-01-02T03:15:00+00:00,130.919,130.919,130.919,130.919,2023-01-02T03:25:00+00:00,130.93,130.93,130.93,130.93
Dukascopy,USD/JPY,2023-01-02T22:01:00+00:00,2023-01-02T22:07:00+00:00,6,unexplained_source_gap,2023-01-02T22:00:00+00:00,130.641,130.641,130.641,130.641,2023-01-02T22:07:00+00:00,130.632,130.632,130.632,130.632
Dukascopy,USD/JPY,2023-01-26T22:12:00+00:00,2023-01-26T22:24:00+00:00,12,unexplained_source_gap,2023-01-26T22:11:00+00:00,130.214,130.214,130.174,130.175,2023-01-26T22:24:00+00:00,130.173,130.176,130.173,130.173
Dukascopy,USD/JPY,2023-01-31T22:09:00+00:00,2023-01-31T22:17:00+00:00,8,unexplained_source_gap,2023-01-31T22:08:00+00:00,130.048,130.049,130.048,130.049,2023-01-31T22:17:00+00:00,130.067,130.067,130.052,130.067
Dukascopy,USD/JPY,2023-02-28T22:18:00+00:00,2023-02-28T22:24:00+00:00,6,unexplained_source_gap,2023-02-28T22:17:00+00:00,136.13,136.13,136.123,136.123,2023-02-28T22:24:00+00:00,136.134,136.134,136.131,136.131
Dukascopy,USD/JPY,2023-03-17T21:00:00+00:00,2023-03-19T21:01:00+00:00,2881,unexplained_source_gap,2023-03-17T20:59:00+00:00,131.851,131.851,131.786,131.803,2023-03-19T21:01:00+00:00,131.792,131.826,131.792,131.819
Dukascopy,USD/JPY,2023-04-09T21:22:00+00:00,2023-04-09T21:30:00+00:00,8,unexplained_source_gap,2023-04-09T21:21:00+00:00,132.136,132.136,132.136,132.136,2023-04-09T21:30:00+00:00,132.136,132.143,132.136,132.143
Dukascopy,USD/JPY,2023-04-09T21:37:00+00:00,2023-04-09T21:46:00+00:00,9,unexplained_source_gap,2023-04-09T21:36:00+00:00,132.136,132.136,132.136,132.136,2023-04-09T21:46:00+00:00,132.143,132.143,132.143,132.143
Dukascopy,USD/JPY,2023-04-12T21:38:00+00:00,2023-04-12T21:44:00+00:00,6,unexplained_source_gap,2023-04-12T21:37:00+00:00,133.074,133.074,133.074,133.074,2023-04-12T21:44:00+00:00,133.072,133.074,133.072,133.074
Dukascopy,USD/JPY,2023-04-28T21:00:00+00:00,2023-04-30T21:04:00+00:00,2884,unexplained_source_gap,2023-04-28T20:59:00+00:00,136.305,136.346,136.243,136.243,2023-04-30T21:04:00+00:00,136.105,136.109,136.105,136.109
Dukascopy,USD/JPY,2023-05-05T21:00:00+00:00,2023-05-07T21:04:00+00:00,2884,unexplained_source_gap,2023-05-05T20:59:00+00:00,134.828,134.845,134.777,134.782,2023-05-07T21:04:00+00:00,134.794,134.847,134.794,134.847
Dukascopy,USD/JPY,2023-06-09T21:00:00+00:00,2023-06-11T21:05:00+00:00,2885,unexplained_source_gap,2023-06-09T20:59:00+00:00,139.352,139.363,139.334,139.341,2023-06-11T21:05:00+00:00,139.271,139.271,139.271,139.271
Dukascopy,USD/JPY,2023-06-16T21:00:00+00:00,2023-06-18T21:01:00+00:00,2881,unexplained_source_gap,2023-06-16T20:59:00+00:00,141.828,141.843,141.795,141.795,2023-06-18T21:01:00+00:00,141.675,141.675,141.675,141.675
Dukascopy,USD/JPY,2023-06-25T21:34:00+00:00,2023-06-25T21:41:00+00:00,7,unexplained_source_gap,2023-06-25T21:33:00+00:00,143.538,143.538,143.538,143.538,2023-06-25T21:41:00+00:00,143.538,143.538,143.537,143.537
Dukascopy,USD/JPY,2023-06-30T21:00:00+00:00,2023-07-02T21:04:00+00:00,2884,unexplained_source_gap,2023-06-30T20:59:00+00:00,144.281,144.283,144.223,144.223,2023-07-02T21:04:00+00:00,144.22,144.22,144.22,144.22
Dukascopy,USD/JPY,2023-07-04T21:14:00+00:00,2023-07-04T21:25:00+00:00,11,unexplained_source_gap,2023-07-04T21:13:00+00:00,144.411,144.411,144.411,144.411,2023-07-04T21:25:00+00:00,144.411,144.424,144.411,144.424
Dukascopy,USD/JPY,2023-07-07T21:00:00+00:00,2023-07-09T21:05:00+00:00,2885,unexplained_source_gap,2023-07-07T20:59:00+00:00,142.085,142.085,142.075,142.083,2023-07-09T21:05:00+00:00,142.091,142.099,142.064,142.099
Dukascopy,USD/JPY,2023-07-09T21:34:00+00:00,2023-07-09T21:40:00+00:00,6,unexplained_source_gap,2023-07-09T21:33:00+00:00,142.109,142.109,142.109,142.109,2023-07-09T21:40:00+00:00,142.11,142.115,142.11,142.114
Dukascopy,USD/JPY,2023-07-14T21:00:00+00:00,2023-07-16T21:08:00+00:00,2888,unexplained_source_gap,2023-07-14T20:59:00+00:00,138.743,138.775,138.743,138.743,2023-07-16T21:08:00+00:00,138.599,138.6,138.599,138.6
Dukascopy,USD/JPY,2023-08-11T21:00:00+00:00,2023-08-13T21:01:00+00:00,2881,unexplained_source_gap,2023-08-11T20:59:00+00:00,144.948,144.959,144.876,144.876,2023-08-13T21:01:00+00:00,144.805,144.813,144.805,144.813
Dukascopy,USD/JPY,2023-08-13T21:33:00+00:00,2023-08-13T21:43:00+00:00,10,unexplained_source_gap,2023-08-13T21:32:00+00:00,144.944,144.945,144.944,144.945,2023-08-13T21:43:00+00:00,144.945,144.949,144.945,144.948
Dukascopy,USD/JPY,2023-09-01T21:00:00+00:00,2023-09-03T21:03:00+00:00,2883,unexplained_source_gap,2023-09-01T20:59:00+00:00,146.192,146.192,146.162,146.162,2023-09-03T21:03:00+00:00,146.17,146.177,146.17,146.177
Dukascopy,USD/JPY,2023-09-04T17:04:00+00:00,2023-09-04T17:14:00+00:00,10,unexplained_source_gap,2023-09-04T17:03:00+00:00,146.482,146.482,146.48,146.481,2023-09-04T17:14:00+00:00,146.481,146.481,146.48,146.48
Dukascopy,USD/JPY,2023-09-22T21:00:00+00:00,2023-09-24T21:04:00+00:00,2884,unexplained_source_gap,2023-09-22T20:59:00+00:00,148.373,148.373,148.332,148.341,2023-09-24T21:04:00+00:00,148.207,148.226,148.207,148.213
Dukascopy,USD/JPY,2023-11-17T22:00:00+00:00,2023-11-19T22:04:00+00:00,2884,unexplained_source_gap,2023-11-17T21:59:00+00:00,149.588,149.588,149.506,149.506,2023-11-19T22:04:00+00:00,149.575,149.575,149.547,149.547
Dukascopy,USD/JPY,2023-12-22T21:59:00+00:00,2023-12-24T23:32:00+00:00,2973,unexplained_source_gap,2023-12-22T21:58:00+00:00,142.405,142.444,142.402,142.412,2023-12-24T23:32:00+00:00,142.26,142.26,142.26,142.26
Dukascopy,USD/JPY,2023-12-25T03:11:00+00:00,2023-12-25T03:18:00+00:00,7,unexplained_source_gap,2023-12-25T03:10:00+00:00,142.205,142.205,142.205,142.205,2023-12-25T03:18:00+00:00,142.203,142.203,142.203,142.203
Dukascopy,USD/JPY,2023-12-25T03:40:00+00:00,2023-12-25T03:48:00+00:00,8,unexplained_source_gap,2023-12-25T03:39:00+00:00,142.206,142.206,142.206,142.206,2023-12-25T03:48:00+00:00,142.206,142.206,142.206,142.206
Dukascopy,USD/JPY,2023-12-25T07:20:00+00:00,2023-12-25T07:31:00+00:00,11,unexplained_source_gap,2023-12-25T07:19:00+00:00,142.265,142.265,142.265,142.265,2023-12-25T07:31:00+00:00,142.262,142.262,142.262,142.262
Dukascopy,USD/JPY,2023-12-25T07:34:00+00:00,2023-12-25T07:40:00+00:00,6,unexplained_source_gap,2023-12-25T07:33:00+00:00,142.395,142.395,142.395,142.395,2023-12-25T07:40:00+00:00,142.416,142.416,142.241,142.241
Dukascopy,USD/JPY,2023-12-25T07:41:00+00:00,2023-12-25T07:47:00+00:00,6,unexplained_source_gap,2023-12-25T07:40:00+00:00,142.416,142.416,142.241,142.241,2023-12-25T07:47:00+00:00,142.272,142.272,142.272,142.272
Dukascopy,USD/JPY,2024-01-12T22:00:00+00:00,2024-01-14T22:04:00+00:00,2884,unexplained_source_gap,2024-01-12T21:59:00+00:00,144.909,144.926,144.9,144.904,2024-01-14T22:04:00+00:00,144.78,144.824,144.78,144.824
Dukascopy,USD/JPY,2024-03-08T22:00:00+00:00,2024-03-10T21:04:00+00:00,2824,unexplained_source_gap,2024-03-08T21:59:00+00:00,147.055,147.055,147.03,147.03,2024-03-10T21:04:00+00:00,146.915,146.915,146.915,146.915
Dukascopy,USD/JPY,2024-03-22T21:00:00+00:00,2024-03-24T21:03:00+00:00,2883,unexplained_source_gap,2024-03-22T20:59:00+00:00,151.423,151.431,151.416,151.431,2024-03-24T21:03:00+00:00,151.305,151.306,151.305,151.306
Dukascopy,USD/JPY,2024-05-03T21:00:00+00:00,2024-05-05T21:04:00+00:00,2884,unexplained_source_gap,2024-05-03T20:59:00+00:00,152.959,153.008,152.951,153.008,2024-05-05T21:04:00+00:00,152.886,152.896,152.886,152.896
Dukascopy,USD/JPY,2024-05-24T21:00:00+00:00,2024-05-26T21:04:00+00:00,2884,unexplained_source_gap,2024-05-24T20:59:00+00:00,156.972,156.986,156.943,156.943,2024-05-26T21:04:00+00:00,156.806,156.835,156.806,156.831
Dukascopy,USD/JPY,2024-06-07T21:00:00+00:00,2024-06-09T21:02:00+00:00,2882,unexplained_source_gap,2024-06-07T20:59:00+00:00,156.767,156.767,156.696,156.7,2024-06-09T21:02:00+00:00,156.717,156.717,156.717,156.717
Dukascopy,USD/JPY,2024-06-14T21:00:00+00:00,2024-06-16T21:04:00+00:00,2884,unexplained_source_gap,2024-06-14T20:59:00+00:00,157.384,157.384,157.36,157.36,2024-06-16T21:04:00+00:00,157.253,157.306,157.253,157.302
Dukascopy,USD/JPY,2024-07-19T21:00:00+00:00,2024-07-21T21:04:00+00:00,2884,unexplained_source_gap,2024-07-19T20:59:00+00:00,157.45,157.486,157.404,157.475,2024-07-21T21:04:00+00:00,157.329,157.329,157.317,157.317
Dukascopy,USD/JPY,2024-08-02T21:00:00+00:00,2024-08-04T21:03:00+00:00,2883,unexplained_source_gap,2024-08-02T20:59:00+00:00,146.532,146.54,146.489,146.498,2024-08-04T21:03:00+00:00,146.441,146.441,146.441,146.441
Dukascopy,USD/JPY,2024-08-09T21:00:00+00:00,2024-08-11T21:05:00+00:00,2885,unexplained_source_gap,2024-08-09T20:59:00+00:00,146.623,146.648,146.594,146.634,2024-08-11T21:05:00+00:00,146.484,146.496,146.468,146.496
Dukascopy,USD/JPY,2024-08-30T21:00:00+00:00,2024-09-01T21:04:00+00:00,2884,unexplained_source_gap,2024-08-30T20:59:00+00:00,146.174,146.182,146.106,146.113,2024-09-01T21:04:00+00:00,145.971,145.971,145.932,145.932
Dukascopy,USD/JPY,2024-09-01T21:17:00+00:00,2024-09-01T21:25:00+00:00,8,unexplained_source_gap,2024-09-01T21:16:00+00:00,145.951,145.951,145.951,145.951,2024-09-01T21:25:00+00:00,146.027,146.027,145.999,145.999
Dukascopy,USD/JPY,2024-09-06T21:00:00+00:00,2024-09-08T21:04:00+00:00,2884,unexplained_source_gap,2024-09-06T20:59:00+00:00,142.249,142.309,142.239,142.251,2024-09-08T21:04:00+00:00,142.172,142.172,142.147,142.147
Dukascopy,USD/JPY,2024-09-20T21:00:00+00:00,2024-09-22T21:05:00+00:00,2885,unexplained_source_gap,2024-09-20T20:59:00+00:00,143.855,143.877,143.808,143.808,2024-09-22T21:05:00+00:00,143.754,143.754,143.753,143.754
Dukascopy,USD/JPY,2024-09-27T21:00:00+00:00,2024-09-29T21:06:00+00:00,2886,unexplained_source_gap,2024-09-27T20:59:00+00:00,142.223,142.236,142.15,142.15,2024-09-29T21:06:00+00:00,142.129,142.129,142.129,142.129
Dukascopy,USD/JPY,2024-09-29T21:07:00+00:00,2024-09-29T21:14:00+00:00,7,unexplained_source_gap,2024-09-29T21:06:00+00:00,142.129,142.129,142.129,142.129,2024-09-29T21:14:00+00:00,142.123,142.123,142.123,142.123
Dukascopy,USD/JPY,2024-09-29T21:18:00+00:00,2024-09-29T21:32:00+00:00,14,unexplained_source_gap,2024-09-29T21:17:00+00:00,142.119,142.119,142.119,142.119,2024-09-29T21:32:00+00:00,142.119,142.119,142.119,142.119
Dukascopy,USD/JPY,2024-10-11T21:00:00+00:00,2024-10-13T21:02:00+00:00,2882,unexplained_source_gap,2024-10-11T20:59:00+00:00,149.091,149.132,149.081,149.091,2024-10-13T21:02:00+00:00,149.029,149.033,149.021,149.033
Dukascopy,USD/JPY,2024-10-13T21:17:00+00:00,2024-10-13T21:23:00+00:00,6,unexplained_source_gap,2024-10-13T21:16:00+00:00,149.004,149.004,149.004,149.004,2024-10-13T21:23:00+00:00,149.016,149.059,149.016,149.024
Dukascopy,USD/JPY,2024-10-23T21:09:00+00:00,2024-10-23T21:18:00+00:00,9,unexplained_source_gap,2024-10-23T21:08:00+00:00,152.673,152.673,152.673,152.673,2024-10-23T21:18:00+00:00,152.673,152.673,152.671,152.671
Dukascopy,USD/JPY,2024-10-23T21:35:00+00:00,2024-10-23T21:46:00+00:00,11,unexplained_source_gap,2024-10-23T21:34:00+00:00,152.674,152.674,152.672,152.672,2024-10-23T21:46:00+00:00,152.672,152.672,152.672,152.672
Dukascopy,USD/JPY,2024-10-29T21:45:00+00:00,2024-10-29T21:53:00+00:00,8,unexplained_source_gap,2024-10-29T21:44:00+00:00,153.358,153.358,153.358,153.358,2024-10-29T21:53:00+00:00,153.352,153.368,153.346,153.366
Dukascopy,USD/JPY,2024-10-31T21:41:00+00:00,2024-10-31T21:49:00+00:00,8,unexplained_source_gap,2024-10-31T21:40:00+00:00,151.983,151.995,151.983,151.995,2024-10-31T21:49:00+00:00,151.999,152.0,151.999,152.0
Dukascopy,USD/JPY,2024-11-15T22:00:00+00:00,2024-11-17T22:03:00+00:00,2883,unexplained_source_gap,2024-11-15T21:59:00+00:00,154.321,154.321,154.248,154.248,2024-11-17T22:03:00+00:00,154.349,154.349,154.349,154.349
Dukascopy,USD/JPY,2024-11-19T22:12:00+00:00,2024-11-19T22:21:00+00:00,9,unexplained_source_gap,2024-11-19T22:11:00+00:00,154.651,154.651,154.649,154.649,2024-11-19T22:21:00+00:00,154.549,154.618,154.546,154.564
Dukascopy,USD/JPY,2024-11-28T22:19:00+00:00,2024-11-28T22:26:00+00:00,7,unexplained_source_gap,2024-11-28T22:18:00+00:00,151.514,151.514,151.514,151.514,2024-11-28T22:26:00+00:00,151.525,151.526,151.515,151.518
Dukascopy,USD/JPY,2024-11-29T22:00:00+00:00,2024-12-01T22:04:00+00:00,2884,unexplained_source_gap,2024-11-29T21:59:00+00:00,149.624,149.724,149.624,149.724,2024-12-01T22:04:00+00:00,149.514,149.529,149.514,149.529
Dukascopy,USD/JPY,2024-12-06T22:00:00+00:00,2024-12-08T22:04:00+00:00,2884,unexplained_source_gap,2024-12-06T21:59:00+00:00,150.035,150.06,149.989,149.989,2024-12-08T22:04:00+00:00,149.864,149.864,149.843,149.843
Dukascopy,USD/JPY,2024-12-10T22:01:00+00:00,2024-12-10T22:16:00+00:00,15,unexplained_source_gap,2024-12-10T22:00:00+00:00,151.92,151.92,151.914,151.914,2024-12-10T22:16:00+00:00,151.918,151.918,151.914,151.918
Dukascopy,USD/JPY,2024-12-20T22:00:00+00:00,2024-12-22T22:04:00+00:00,2884,unexplained_source_gap,2024-12-20T21:59:00+00:00,156.417,156.42,156.405,156.407,2024-12-22T22:04:00+00:00,156.249,156.27,156.249,156.27
Dukascopy,USD/JPY,2024-12-24T22:10:00+00:00,2024-12-24T22:42:00+00:00,32,unexplained_source_gap,2024-12-24T22:09:00+00:00,157.049,157.049,157.049,157.049,2024-12-24T22:42:00+00:00,157.043,157.043,157.043,157.043
