provider,instrument,gap_start_utc,gap_end_utc,missing_minutes,classification,native_before_open_utc,native_before_open,native_before_high,native_before_low,native_before_close,native_after_open_utc,native_after_open,native_after_high,native_after_low,native_after_close
Dukascopy,EUR/USD,2016-07-01T21:00:00+00:00,2016-07-03T21:04:00+00:00,2884,unexplained_source_gap,2016-07-01T20:59:00+00:00,1.11374,1.1139,1.11365,1.11365,2016-07-03T21:04:00+00:00,1.11253,1.11324,1.1125,1.11324
Dukascopy,EUR/USD,2016-12-23T22:00:00+00:00,2016-12-25T22:04:00+00:00,2884,unexplained_source_gap,2016-12-23T21:59:00+00:00,1.04545,1.04548,1.04532,1.04532,2016-12-25T22:04:00+00:00,1.04416,1.04516,1.04405,1.04405
Dukascopy,EUR/USD,2016-12-26T17:27:00+00:00,2016-12-26T17:39:00+00:00,12,unexplained_source_gap,2016-12-26T17:26:00+00:00,1.045,1.045,1.045,1.045,2016-12-26T17:39:00+00:00,1.045,1.045,1.045,1.045
Dukascopy,EUR/USD,2016-12-26T20:28:00+00:00,2016-12-26T20:35:00+00:00,7,unexplained_source_gap,2016-12-26T20:27:00+00:00,1.04552,1.04563,1.04552,1.04563,2016-12-26T20:35:00+00:00,1.04562,1.04562,1.04562,1.04562
Dukascopy,EUR/USD,2017-01-02T04:02:00+00:00,2017-01-02T04:08:00+00:00,6,unexplained_source_gap,2017-01-02T04:01:00+00:00,1.05191,1.05191,1.05191,1.05191,2017-01-02T04:08:00+00:00,1.05187,1.05187,1.05187,1.05187
Dukascopy,EUR/USD,2017-04-14T21:00:00+00:00,2017-04-16T21:03:00+00:00,2883,unexplained_source_gap,2017-04-14T20:59:00+00:00,1.06101,1.06105,1.06101,1.06105,2017-04-16T21:03:00+00:00,1.06129,1.06129,1.06128,1.06128
Dukascopy,EUR/USD,2018-03-16T21:00:00+00:00,2018-03-18T21:02:00+00:00,2882,unexplained_source_gap,2018-03-16T20:59:00+00:00,1.22893,1.22906,1.22888,1.22889,2018-03-18T21:02:00+00:00,1.22817,1.22819,1.22805,1.22819
Dukascopy,EUR/USD,2018-07-06T21:00:00+00:00,2018-07-08T21:02:00+00:00,2882,unexplained_source_gap,2018-07-06T20:59:00+00:00,1.1742,1.17445,1.17417,1.17444,2018-07-08T21:02:00+00:00,1.17392,1.17392,1.17392,1.17392
Dukascopy,EUR/USD,2018-12-24T22:00:00+00:00,2018-12-24T22:06:00+00:00,6,unexplained_source_gap,2018-12-24T21:59:00+00:00,1.13972,1.13988,1.13972,1.13988,2018-12-24T22:06:00+00:00,1.13976,1.13976,1.1391,1.1391
Dukascopy,EUR/USD,2018-12-25T07:59:00+00:00,2018-12-25T22:01:00+00:00,842,unexplained_source_gap,2018-12-25T07:58:00+00:00,1.13999,1.13999,1.13988,1.13988,2018-12-25T22:01:00+00:00,1.13901,1.13944,1.13892,1.13943
Dukascopy,EUR/USD,2018-12-31T22:00:00+00:00,2019-01-01T22:02:00+00:00,1442,unexplained_source_gap,2018-12-31T21:59:00+00:00,1.14671,1.14671,1.14635,1.14644,2019-01-01T22:02:00+00:00,1.14598,1.14599,1.14598,1.14598
Dukascopy,EUR/USD,2019-03-22T21:00:00+00:00,2019-03-24T21:05:00+00:00,2885,unexplained_source_gap,2019-03-22T20:59:00+00:00,1.1301,1.13012,1.12991,1.13004,2019-03-24T21:05:00+00:00,1.12892,1.12916,1.12892,1.12916
Dukascopy,EUR/USD,2019-08-16T21:00:00+00:00,2019-08-18T21:01:00+00:00,2881,unexplained_source_gap,2019-08-16T20:59:00+00:00,1.109,1.10905,1.10899,1.10899,2019-08-18T21:01:00+00:00,1.10925,1.10926,1.10924,1.10925
Dukascopy,EUR/USD,2019-08-30T20:59:00+00:00,2019-09-01T21:04:00+00:00,2885,unexplained_source_gap,2019-08-30T20:58:00+00:00,1.09902,1.09904,1.0988,1.0988,2019-09-01T21:04:00+00:00,1.09893,1.09893,1.09893,1.09893
Dukascopy,EUR/USD,2019-12-27T22:00:00+00:00,2019-12-29T22:03:00+00:00,2883,unexplained_source_gap,2019-12-27T21:59:00+00:00,1.11757,1.11758,1.11712,1.11713,2019-12-29T22:03:00+00:00,1.11736,1.11739,1.11736,1.11739
Dukascopy,EUR/USD,2019-12-31T22:00:00+00:00,2020-01-01T22:02:00+00:00,1442,unexplained_source_gap,2019-12-31T21:59:00+00:00,1.12099,1.12115,1.12076,1.12076,2020-01-01T22:02:00+00:00,1.12136,1.12139,1.12136,1.12139
Dukascopy,EUR/USD,2020-03-20T21:00:00+00:00,2020-03-22T21:06:00+00:00,2886,unexplained_source_gap,2020-03-20T20:59:00+00:00,1.06987,1.06989,1.06929,1.06929,2020-03-22T21:06:00+00:00,1.07011,1.07032,1.07011,1.07029
Dukascopy,EUR/USD,2020-03-27T21:00:00+00:00,2020-03-29T21:01:00+00:00,2881,unexplained_source_gap,2020-03-27T20:59:00+00:00,1.1134,1.11384,1.11339,1.11379,2020-03-29T21:01:00+00:00,1.11172,1.11172,1.11172,1.11172
Dukascopy,EUR/USD,2020-05-15T21:00:00+00:00,2020-05-17T21:02:00+00:00,2882,unexplained_source_gap,2020-05-15T20:59:00+00:00,1.08178,1.08222,1.08174,1.08183,2020-05-17T21:02:00+00:00,1.08088,1.08088,1.08088,1.08088
Dukascopy,EUR/USD,2020-06-26T21:00:00+00:00,2020-06-28T21:01:00+00:00,2881,unexplained_source_gap,2020-06-26T20:59:00+00:00,1.12182,1.12191,1.12162,1.1217,2020-06-28T21:01:00+00:00,1.12149,1.12163,1.12149,1.12163
Dukascopy,EUR/USD,2020-07-17T21:00:00+00:00,2020-07-19T21:04:00+00:00,2884,unexplained_source_gap,2020-07-17T20:59:00+00:00,1.14272,1.14274,1.14261,1.14269,2020-07-19T21:04:00+00:00,1.14084,1.14084,1.14084,1.14084
Dukascopy,EUR/USD,2020-08-11T21:51:00+00:00,2020-08-11T21:57:00+00:00,6,unexplained_source_gap,2020-08-11T21:50:00+00:00,1.17435,1.17435,1.17427,1.17427,2020-08-11T21:57:00+00:00,1.17429,1.17433,1.17427,1.17433
Dukascopy,EUR/USD,2020-08-25T21:05:00+00:00,2020-08-25T21:11:00+00:00,6,unexplained_source_gap,2020-08-25T21:04:00+00:00,1.18345,1.18345,1.18345,1.18345,2020-08-25T21:11:00+00:00,1.18355,1.18355,1.18355,1.18355
Dukascopy,EUR/USD,2020-08-27T21:14:00+00:00,2020-08-27T21:20:00+00:00,6,unexplained_source_gap,2020-08-27T21:13:00+00:00,1.18196,1.18196,1.18196,1.18196,2020-08-27T21:20:00+00:00,1.18199,1.18199,1.18199,1.18199
Dukascopy,EUR/USD,2020-08-28T21:00:00+00:00,2020-08-30T21:03:00+00:00,2883,unexplained_source_gap,2020-08-28T20:59:00+00:00,1.19042,1.19046,1.18993,1.19018,2020-08-30T21:03:00+00:00,1.18998,1.18998,1.18998,1.18998
Dukascopy,EUR/USD,2020-09-09T21:34:00+00:00,2020-09-09T21:46:00+00:00,12,unexplained_source_gap,2020-09-09T21:33:00+00:00,1.18024,1.18024,1.18023,1.18023,2020-09-09T21:46:00+00:00,1.18026,1.18026,1.18026,1.18026
Dukascopy,EUR/USD,2020-09-10T21:06:00+00:00,2020-09-10T21:12:00+00:00,6,unexplained_source_gap,2020-09-10T21:05:00+00:00,1.1813,1.1813,1.1813,1.1813,2020-09-10T21:12:00+00:00,1.18141,1.18144,1.1813,1.18131
Dukascopy,EUR/USD,2020-09-24T21:43:00+00:00,2020-09-24T21:49:00+00:00,6,unexplained_source_gap,2020-09-24T21:42:00+00:00,1.16712,1.16715,1.1671,1.16711,2020-09-24T21:49:00+00:00,1.16711,1.16725,1.1671,1.1671
Dukascopy,EUR/USD,2020-12-24T22:15:00+00:00,2020-12-24T22:44:00+00:00,29,unexplained_source_gap,2020-12-24T22:14:00+00:00,1.21852,1.21852,1.21816,1.21816,2020-12-24T22:44:00+00:00,1.21811,1.21811,1.21811,1.21811
Dukascopy,EUR/USD,2020-12-24T22:45:00+00:00,2020-12-24T22:53:00+00:00,8,unexplained_source_gap,2020-12-24T22:44:00+00:00,1.21811,1.21811,1.21811,1.21811,2020-12-24T22:53:00+00:00,1.21812,1.21812,1.21812,1.21812
Dukascopy,EUR/USD,2020-12-25T08:00:00+00:00,2020-12-27T22:06:00+00:00,3726,unexplained_source_gap,2020-12-25T07:59:00+00:00,1.21922,1.21922,1.21922,1.21922,2020-12-27T22:06:00+00:00,1.2186,1.2186,1.2186,1.2186
Dukascopy,EUR/USD,2020-12-28T22:21:00+00:00,2020-12-28T22:28:00+00:00,7,unexplained_source_gap,2020-12-28T22:20:00+00:00,1.22114,1.22128,1.22114,1.22116,2020-12-28T22:28:00+00:00,1.22114,1.22122,1.22091,1.22108
Dukascopy,EUR/USD,2021-01-18T22:21:00+00:00,2021-01-18T22:27:00+00:00,6,unexplained_source_gap,2021-01-18T22:20:00+00:00,1.20769,1.20769,1.20769,1.20769,2021-01-18T22:27:00+00:00,1.20772,1.20786,1.20768,1.20768
Dukascopy,EUR/USD,2021-01-20T22:24:00+00:00,2021-01-20T22:30:00+00:00,6,unexplained_source_gap,2021-01-20T22:23:00+00:00,1.21049,1.2105,1.21049,1.21049,2021-01-20T22:30:00+00:00,1.21048,1.21048,1.21048,1.21048
Dukascopy,EUR/USD,2021-02-04T22:22:00+00:00,2021-02-04T22:28:00+00:00,6,unexplained_source_gap,2021-02-04T22:21:00+00:00,1.19642,1.19642,1.19641,1.19641,2021-02-04T22:28:00+00:00,1.19626,1.19626,1.19626,1.19626
Dukascopy,EUR/USD,2021-02-08T22:46:00+00:00,2021-02-08T22:55:00+00:00,9,unexplained_source_gap,2021-02-08T22:45:00+00:00,1.205,1.20501,1.205,1.205,2021-02-08T22:55:00+00:00,1.20502,1.20502,1.205,1.205
Dukascopy,EUR/USD,2021-02-14T22:09:00+00:00,2021-02-14T22:15:00+00:00,6,unexplained_source_gap,2021-02-14T22:08:00+00:00,1.21217,1.21217,1.21217,1.21217,2021-02-14T22:15:00+00:00,1.21218,1.21218,1.21217,1.21217
Dukascopy,EUR/USD,2021-04-15T21:15:00+00:00,2021-04-15T21:23:00+00:00,8,unexplained_source_gap,2021-04-15T21:14:00+00:00,1.19701,1.19702,1.19701,1.19702,2021-04-15T21:23:00+00:00,1.19701,1.1971,1.19701,1.1971
Dukascopy,EUR/USD,2021-04-20T21:06:00+00:00,2021-04-20T21:13:00+00:00,7,unexplained_source_gap,2021-04-20T21:05:00+00:00,1.20352,1.20352,1.20337,1.20337,2021-04-20T21:13:00+00:00,1.20349,1.2035,1.20337,1.20337
Dukascopy,EUR/USD,2021-04-20T21:14:00+00:00,2021-04-20T21:30:00+00:00,16,unexplained_source_gap,2021-04-20T21:13:00+00:00,1.20349,1.2035,1.20337,1.20337,2021-04-20T21:30:00+00:00,1.20334,1.20358,1.20334,1.20358
Dukascopy,EUR/USD,2021-04-26T21:26:00+00:00,2021-04-26T21:37:00+00:00,11,unexplained_source_gap,2021-04-26T21:25:00+00:00,1.2087,1.2087,1.20868,1.20868,2021-04-26T21:37:00+00:00,1.20869,1.2087,1.20868,1.2087
Dukascopy,EUR/USD,2021-05-03T21:19:00+00:00,2021-05-03T21:28:00+00:00,9,unexplained_source_gap,2021-05-03T21:18:00+00:00,1.20617,1.2062,1.20617,1.2062,2021-05-03T21:28:00+00:00,1.20622,1.20635,1.2062,1.20635
Dukascopy,EUR/USD,2021-05-13T21:14:00+00:00,2021-05-13T21:23:00+00:00,9,unexplained_source_gap,2021-05-13T21:13:00+00:00,1.20787,1.20808,1.20785,1.20808,2021-05-13T21:23:00+00:00,1.20811,1.20824,1.20811,1.20822
Dukascopy,EUR/USD,2021-05-17T21:15:00+00:00,2021-05-17T21:22:00+00:00,7,unexplained_source_gap,2021-05-17T21:14:00+00:00,1.21526,1.21526,1.21526,1.21526,2021-05-17T21:22:00+00:00,1.21537,1.21537,1.21521,1.21521
Dukascopy,EUR/USD,2021-06-11T21:00:00+00:00,2021-06-13T21:03:00+00:00,2883,unexplained_source_gap,2021-06-11T20:59:00+00:00,1.21079,1.21081,1.21071,1.21072,2021-06-13T21:03:00+00:00,1.21045,1.21046,1.21045,1.21046
Dukascopy,EUR/USD,2021-07-02T21:00:00+00:00,2021-07-04T21:04:00+00:00,2884,unexplained_source_gap,2021-07-02T20:59:00+00:00,1.18642,1.18646,1.18621,1.18622,2021-07-04T21:04:00+00:00,1.18598,1.18623,1.18598,1.18602
Dukascopy,EUR/USD,2021-07-30T21:00:00+00:00,2021-08-01T21:04:00+00:00,2884,unexplained_source_gap,2021-07-30T20:59:00+00:00,1.18665,1.18669,1.18657,1.18667,2021-08-01T21:04:00+00:00,1.18641,1.18641,1.18633,1.18633
Dukascopy,EUR/USD,2021-08-20T21:00:00+00:00,2021-08-22T21:03:00+00:00,2883,unexplained_source_gap,2021-08-20T20:59:00+00:00,1.16989,1.16992,1.1695,1.16951,2021-08-22T21:03:00+00:00,1.16935,1.16935,1.16935,1.16935
Dukascopy,EUR/USD,2021-08-23T23:31:00+00:00,2021-08-23T23:37:00+00:00,6,unexplained_source_gap,2021-08-23T23:30:00+00:00,1.17448,1.17451,1.17448,1.17451,2021-08-23T23:37:00+00:00,1.1745,1.1745,1.17449,1.17449
Dukascopy,EUR/USD,2021-10-14T22:46:00+00:00,2021-10-14T22:52:00+00:00,6,unexplained_source_gap,2021-10-14T22:45:00+00:00,1.15974,1.15979,1.15974,1.15979,2021-10-14T22:52:00+00:00,1.15979,1.15979,1.15975,1.15976
Dukascopy,EUR/USD,2021-12-10T22:00:00+00:00,2021-12-12T22:06:00+00:00,2886,unexplained_source_gap,2021-12-10T21:59:00+00:00,1.13159,1.13164,1.13146,1.13146,2021-12-12T22:06:00+00:00,1.131,1.13103,1.131,1.13103
Dukascopy,EUR/USD,2021-12-12T22:21:00+00:00,2021-12-12T22:27:00+00:00,6,unexplained_source_gap,2021-12-12T22:20:00+00:00,1.1314,1.1314,1.1314,1.1314,2021-12-12T22:27:00+00:00,1.1314,1.1314,1.1314,1.1314
Dukascopy,EUR/USD,2021-12-24T22:00:00+00:00,2021-12-26T22:05:00+00:00,2885,unexplained_source_gap,2021-12-24T21:59:00+00:00,1.13102,1.13102,1.13102,1.13102,2021-12-26T22:05:00+00:00,1.13101,1.13101,1.13101,1.13101
Dukascopy,EUR/USD,2021-12-31T22:00:00+00:00,2022-01-02T22:03:00+00:00,2883,unexplained_source_gap,2021-12-31T21:59:00+00:00,1.13685,1.13685,1.13667,1.13667,2022-01-02T22:03:00+00:00,1.1369,1.1369,1.1369,1.1369
Dukascopy,EUR/USD,2022-01-03T21:21:00+00:00,2022-01-03T21:27:00+00:00,6,unexplained_source_gap,2022-01-03T21:20:00+00:00,1.12962,1.12962,1.12961,1.12961,2022-01-03T21:27:00+00:00,1.12962,1.12962,1.12962,1.12962
Dukascopy,EUR/USD,2022-04-22T21:00:00+00:00,2022-04-24T21:04:00+00:00,2884,unexplained_source_gap,2022-04-22T20:59:00+00:00,1.07962,1.07971,1.07947,1.07947,2022-04-24T21:04:00+00:00,1.08041,1.0805,1.08023,1.08035
Dukascopy,EUR/USD,2022-04-29T21:00:00+00:00,2022-05-01T21:04:00+00:00,2884,unexplained_source_gap,2022-04-29T20:59:00+00:00,1.05427,1.05433,1.05408,1.05409,2022-05-01T21:04:00+00:00,1.05444,1.05597,1.05444,1.05593
Dukascopy,EUR/USD,2022-05-13T21:00:00+00:00,2022-05-15T21:04:00+00:00,2884,unexplained_source_gap,2022-05-13T20:59:00+00:00,1.04058,1.04119,1.04049,1.04116,2022-05-15T21:04:00+00:00,1.03952,1.03952,1.03952,1.03952
Dukascopy,EUR/USD,2022-06-03T21:00:00+00:00,2022-06-05T21:04:00+00:00,2884,unexplained_source_gap,2022-06-03T20:59:00+00:00,1.07187,1.07187,1.07169,1.07169,2022-06-05T21:04:00+00:00,1.07167,1.07167,1.07117,1.07117
Dukascopy,EUR/USD,2022-06-24T21:00:00+00:00,2022-06-26T21:04:00+00:00,2884,unexplained_source_gap,2022-06-24T20:59:00+00:00,1.05519,1.0557,1.05519,1.05519,2022-06-26T21:04:00+00:00,1.05479,1.055,1.05457,1.055
Dukascopy,EUR/USD,2022-07-01T21:00:00+00:00,2022-07-03T21:04:00+00:00,2884,unexplained_source_gap,2022-07-01T20:59:00+00:00,1.04267,1.04268,1.04238,1.04262,2022-07-03T21:04:00+00:00,1.04174,1.0423,1.04142,1.0423
Dukascopy,EUR/USD,2022-07-08T21:00:00+00:00,2022-07-10T21:04:00+00:00,2884,unexplained_source_gap,2022-07-08T20:59:00+00:00,1.01849,1.01859,1.01822,1.01822,2022-07-10T21:04:00+00:00,1.01697,1.0176,1.01697,1.0176
Dukascopy,EUR/USD,2022-07-24T21:44:00+00:00,2022-07-24T21:52:00+00:00,8,unexplained_source_gap,2022-07-24T21:43:00+00:00,1.02161,1.02165,1.02161,1.02165,2022-07-24T21:52:00+00:00,1.02166,1.02166,1.02166,1.02166
Dukascopy,EUR/USD,2022-08-05T21:00:00+00:00,2022-08-07T21:02:00+00:00,2882,unexplained_source_gap,2022-08-05T20:59:00+00:00,1.018,1.01825,1.01778,1.01825,2022-08-07T21:02:00+00:00,1.01726,1.01726,1.01726,1.01726
Dukascopy,EUR/USD,2022-08-12T21:00:00+00:00,2022-08-14T21:01:00+00:00,2881,unexplained_source_gap,2022-08-12T20:59:00+00:00,1.02587,1.026,1.02579,1.0259,2022-08-14T21:01:00+00:00,1.02551,1.0256,1.02551,1.0256
Dukascopy,EUR/USD,2022-08-16T21:23:00+00:00,2022-08-16T21:30:00+00:00,7,unexplained_source_gap,2022-08-16T21:22:00+00:00,1.0168,1.0168,1.0168,1.0168,2022-08-16T21:30:00+00:00,1.0168,1.01697,1.0168,1.01695
Dukascopy,EUR/USD,2022-08-19T21:00:00+00:00,2022-08-21T21:04:00+00:00,2884,unexplained_source_gap,2022-08-19T20:59:00+00:00,1.00389,1.00395,1.00326,1.00326,2022-08-21T21:04:00+00:00,1.00366,1.00366,1.00366,1.00366
Dukascopy,EUR/USD,2022-09-16T21:00:00+00:00,2022-09-18T21:04:00+00:00,2884,unexplained_source_gap,2022-09-16T20:59:00+00:00,1.0013,1.00154,1.0012,1.00146,2022-09-18T21:04:00+00:00,1.00072,1.00085,1.00072,1.00085
Dukascopy,EUR/USD,2022-10-09T21:01:00+00:00,2022-10-09T21:12:00+00:00,11,unexplained_source_gap,2022-10-09T21:00:00+00:00,0.97336,0.97336,0.97336,0.97336,2022-10-09T21:12:00+00:00,0.97313,0.97313,0.97313,0.97313
Dukascopy,EUR/USD,2022-10-27T21:26:00+00:00,2022-10-27T21:32:00+00:00,6,unexplained_source_gap,2022-10-27T21:25:00+00:00,0.99636,0.99636,0.99636,0.99636,2022-10-27T21:32:00+00:00,0.99629,0.9963,0.99619,0.9963
Dukascopy,EUR/USD,2022-12-23T22:00:00+00:00,2022-12-25T22:01:00+00:00,2881,unexplained_source_gap,2022-12-23T21:59:00+00:00,1.06159,1.06184,1.06127,1.06172,2022-12-25T22:01:00+00:00,1.06114,1.06114,1.06114,1.06114
Dukascopy,EUR/USD,2022-12-25T22:23:00+00:00,2022-12-25T22:35:00+00:00,12,unexplained_source_gap,2022-12-25T22:22:00+00:00,1.06131,1.06131,1.06131,1.06131,2022-12-25T22:35:00+00:00,1.06064,1.06064,1.06064,1.06064
Dukascopy,EUR/USD,2022-12-26T22:39:00+00:00,2022-12-26T22:45:00+00:00,6,unexplained_source_gap,2022-12-26T22:38:00+00:00,1.06348,1.0635,1.06348,1.0635,2022-12-26T22:45:00+00:00,1.0635,1.0635,1.0635,1.0635
Dukascopy,EUR/USD,2022-12-29T22:01:00+00:00,2022-12-29T22:08:00+00:00,7,unexplained_source_gap,2022-12-29T22:00:00+00:00,1.06605,1.06613,1.06605,1.06613,2022-12-29T22:08:00+00:00,1.06617,1.06625,1.06617,1.06625
Dukascopy,EUR/USD,2022-12-30T22:00:00+00:00,2023-01-01T22:04:00+00:00,2884,unexplained_source_gap,2022-12-30T21:59:00+00:00,1.07053,1.07054,1.07003,1.07026,2023-01-01T22:04:00+00:00,1.0697,1.06974,1.0697,1.0697
Dukascopy,EUR/USD,2023-01-01T22:17:00+00:00,2023-01-01T22:42:00+00:00,25,unexplained_source_gap,2023-01-01T22:16:00+00:00,1.06788,1.06788,1.06788,1.06788,2023-01-01T22:42:00+00:00,1.06904,1.06958,1.06904,1.06928
Dukascopy,EUR/USD,2023-01-23T22:06:00+00:00,2023-01-23T22:12:00+00:00,6,unexplained_source_gap,2023-01-23T22:05:00+00:00,1.0871,1.08711,1.08709,1.08711,2023-01-23T22:12:00+00:00,1.08711,1.08712,1.08711,1.08712
Dukascopy,EUR/USD,2023-02-02T22:04:00+00:00,2023-02-02T22:14:00+00:00,10,unexplained_source_gap,2023-02-02T22:03:00+00:00,1.0909,1.0909,1.0909,1.0909,2023-02-02T22:14:00+00:00,1.09098,1.09098,1.0909,1.0909
Dukascopy,EUR/USD,2023-02-02T22:15:00+00:00,2023-02-02T22:25:00+00:00,10,unexplained_source_gap,2023-02-02T22:14:00+00:00,1.09098,1.09098,1.0909,1.0909,2023-02-02T22:25:00+00:00,1.0909,1.0909,1.0909,1.0909
Dukascopy,EUR/USD,2023-02-20T22:17:00+00:00,2023-02-20T22:23:00+00:00,6,unexplained_source_gap,2023-02-20T22:16:00+00:00,1.06839,1.06839,1.06839,1.06839,2023-02-20T22:23:00+00:00,1.0684,1.0684,1.06839,1.06839
Dukascopy,EUR/USD,2023-03-02T22:18:00+00:00,2023-03-02T22:24:00+00:00,6,unexplained_source_gap,2023-03-02T22:17:00+00:00,1.05967,1.05967,1.05967,1.05967,2023-03-02T22:24:00+00:00,1.05965,1.05965,1.05965,1.05965
Dukascopy,EUR/USD,2023-03-07T22:04:00+00:00,2023-03-07T22:10:00+00:00,6,unexplained_source_gap,2023-03-07T22:03:00+00:00,1.05487,1.05487,1.05487,1.05487,2023-03-07T22:10:00+00:00,1.05487,1.05487,1.05487,1.05487
Dukascopy,EUR/USD,2023-03-14T21:22:00+00:00,2023-03-14T21:29:00+00:00,7,unexplained_source_gap,2023-03-14T21:21:00+00:00,1.07334,1.07334,1.07334,1.07334,2023-03-14T21:29:00+00:00,1.07334,1.07334,1.07334,1.07334
Dukascopy,EUR/USD,2023-03-15T21:16:00+00:00,2023-03-15T21:30:00+00:00,14,unexplained_source_gap,2023-03-15T21:15:00+00:00,1.05765,1.05768,1.05764,1.05768,2023-03-15T21:30:00+00:00,1.05769,1.05769,1.05769,1.05769
Dukascopy,EUR/USD,2023-03-15T21:42:00+00:00,2023-03-15T21:48:00+00:00,6,unexplained_source_gap,2023-03-15T21:41:00+00:00,1.05767,1.05767,1.05767,1.05767,2023-03-15T21:48:00+00:00,1.05771,1.05771,1.05767,1.05767
Dukascopy,EUR/USD,2023-03-15T21:49:00+00:00,2023-03-15T21:56:00+00:00,7,unexplained_source_gap,2023-03-15T21:48:00+00:00,1.05771,1.05771,1.05767,1.05767,2023-03-15T21:56:00+00:00,1.0575,1.05753,1.0575,1.05751
Dukascopy,EUR/USD,2023-03-20T21:21:00+00:00,2023-03-20T21:27:00+00:00,6,unexplained_source_gap,2023-03-20T21:20:00+00:00,1.07208,1.07208,1.07208,1.07208,2023-03-20T21:27:00+00:00,1.07208,1.07208,1.07208,1.07208
Dukascopy,EUR/USD,2023-03-27T21:08:00+00:00,2023-03-27T21:14:00+00:00,6,unexplained_source_gap,2023-03-27T21:07:00+00:00,1.07974,1.07974,1.07974,1.07974,2023-03-27T21:14:00+00:00,1.07974,1.07974,1.07974,1.07974
Dukascopy,EUR/USD,2023-04-03T21:09:00+00:00,2023-04-03T21:20:00+00:00,11,unexplained_source_gap,2023-04-03T21:08:00+00:00,1.09022,1.09022,1.09022,1.09022,2023-04-03T21:20:00+00:00,1.09023,1.09031,1.09023,1.09031
Dukascopy,EUR/USD,2023-04-06T21:12:00+00:00,2023-04-06T21:18:00+00:00,6,unexplained_source_gap,2023-04-06T21:11:00+00:00,1.09205,1.09205,1.09205,1.09205,2023-04-06T21:18:00+00:00,1.09208,1.09208,1.09205,1.09205
Dukascopy,EUR/USD,2023-04-06T21:19:00+00:00,2023-04-06T21:30:00+00:00,11,unexplained_source_gap,2023-04-06T21:18:00+00:00,1.09208,1.09208,1.09205,1.09205,2023-04-06T21:30:00+00:00,1.09205,1.09205,1.09198,1.09198
Dukascopy,EUR/USD,2023-04-07T21:00:00+00:00,2023-04-09T21:04:00+00:00,2884,unexplained_source_gap,2023-04-07T20:59:00+00:00,1.09012,1.09029,1.09012,1.09029,2023-04-09T21:04:00+00:00,1.0898,1.0898,1.0898,1.0898
Dukascopy,EUR/USD,2023-05-01T21:27:00+00:00,2023-05-01T21:35:00+00:00,8,unexplained_source_gap,2023-05-01T21:26:00+00:00,1.09745,1.09745,1.09745,1.09745,2023-05-01T21:35:00+00:00,1.09745,1.09745,1.09745,1.09745
Dukascopy,EUR/USD,2023-05-01T21:37:00+00:00,2023-05-01T21:50:00+00:00,13,unexplained_source_gap,2023-05-01T21:36:00+00:00,1.09745,1.09745,1.09745,1.09745,2023-05-01T21:50:00+00:00,1.09733,1.09733,1.0973,1.09733
Dukascopy,EUR/USD,2023-05-04T21:43:00+00:00,2023-05-04T21:49:00+00:00,6,unexplained_source_gap,2023-05-04T21:42:00+00:00,1.10129,1.10129,1.10128,1.10128,2023-05-04T21:49:00+00:00,1.10125,1.10126,1.10125,1.10126
Dukascopy,EUR/USD,2023-05-10T21:10:00+00:00,2023-05-10T21:16:00+00:00,6,unexplained_source_gap,2023-05-10T21:09:00+00:00,1.09812,1.09812,1.09812,1.09812,2023-05-10T21:16:00+00:00,1.09812,1.09812,1.09812,1.09812
Dukascopy,EUR/USD,2023-05-10T21:18:00+00:00,2023-05-10T21:30:00+00:00,12,unexplained_source_gap,2023-05-10T21:17:00+00:00,1.09812,1.09812,1.09812,1.09812,2023-05-10T21:30:00+00:00,1.09812,1.09812,1.09812,1.09812
Dukascopy,EUR/USD,2023-05-16T21:09:00+00:00,2023-05-16T21:15:00+00:00,6,unexplained_source_gap,2023-05-16T21:08:00+00:00,1.0862,1.0862,1.0862,1.0862,2023-05-16T21:15:00+00:00,1.08625,1.08626,1.08625,1.08626
Dukascopy,EUR/USD,2023-05-16T21:20:00+00:00,2023-05-16T21:26:00+00:00,6,unexplained_source_gap,2023-05-16T21:19:00+00:00,1.08624,1.08624,1.08624,1.08624,2023-05-16T21:26:00+00:00,1.08624,1.08624,1.08624,1.08624
Dukascopy,EUR/USD,2023-05-25T21:31:00+00:00,2023-05-25T21:39:00+00:00,8,unexplained_source_gap,2023-05-25T21:30:00+00:00,1.07242,1.07242,1.07242,1.07242,2023-05-25T21:39:00+00:00,1.07242,1.07242,1.07242,1.07242
Dukascopy,EUR/USD,2023-05-31T21:35:00+00:00,2023-05-31T21:44:00+00:00,9,unexplained_source_gap,2023-05-31T21:34:00+00:00,1.06866,1.06866,1.06866,1.06866,2023-05-31T21:44:00+00:00,1.06866,1.06866,1.06866,1.06866
Dukascopy,EUR/USD,2023-06-15T21:04:00+00:00,2023-06-15T21:20:00+00:00,16,unexplained_source_gap,2023-06-15T21:03:00+00:00,1.09436,1.09436,1.09436,1.09436,2023-06-15T21:20:00+00:00,1.09436,1.09436,1.09436,1.09436
Dukascopy,EUR/USD,2023-06-16T21:00:00+00:00,2023-06-18T21:04:00+00:00,2884,unexplained_source_gap,2023-06-16T20:59:00+00:00,1.09404,1.09426,1.09376,1.09376,2023-06-18T21:04:00+00:00,1.09302,1.0936,1.09301,1.0936
