start_utc,end_utc,exact_rows
2018-04-02T00:15:00+00:00,2018-04-02T00:15:00+00:00,1
2018-04-02T01:00:00+00:00,2018-04-02T01:00:00+00:00,1
2018-04-09T00:00:00+00:00,2018-04-09T00:01:00+00:00,2
2018-04-09T00:05:00+00:00,2018-04-09T00:05:00+00:00,1
2018-04-09T00:15:00+00:00,2018-04-09T00:15:00+00:00,1
2018-04-09T01:00:00+00:00,2018-04-09T01:00:00+00:00,1
2018-04-10T15:30:00+00:00,2018-04-10T15:31:00+00:00,2
2018-04-10T15:35:00+00:00,2018-04-10T15:35:00+00:00,1
2018-04-10T15:45:00+00:00,2018-04-10T15:45:00+00:00,1
2018-04-10T16:30:00+00:00,2018-04-10T16:30:00+00:00,1
2018-04-16T00:00:00+00:00,2018-04-16T00:01:00+00:00,2
2018-04-16T00:05:00+00:00,2018-04-16T00:05:00+00:00,1
2018-04-16T00:15:00+00:00,2018-04-16T00:15:00+00:00,1
2018-04-16T01:00:00+00:00,2018-04-16T01:00:00+00:00,1
2018-04-23T00:00:00+00:00,2018-04-23T00:01:00+00:00,2
2018-04-23T00:05:00+00:00,2018-04-23T00:05:00+00:00,1
2018-04-23T00:15:00+00:00,2018-04-23T00:15:00+00:00,1
2018-04-23T01:00:00+00:00,2018-04-23T01:00:00+00:00,1
2018-04-30T00:00:00+00:00,2018-04-30T00:01:00+00:00,2
2018-04-30T00:05:00+00:00,2018-04-30T00:05:00+00:00,1
2018-04-30T00:15:00+00:00,2018-04-30T00:15:00+00:00,1
2018-04-30T01:00:00+00:00,2018-04-30T01:00:00+00:00,1
2018-05-02T13:00:00+00:00,2018-05-02T13:01:00+00:00,2
2018-05-02T13:05:00+00:00,2018-05-02T13:05:00+00:00,1
2018-05-02T13:07:00+00:00,2018-05-02T20:58:00+00:00,472
2018-05-02T22:00:00+00:00,2018-05-03T04:36:00+00:00,397
2018-05-03T04:38:00+00:00,2018-05-03T13:26:00+00:00,529
2018-05-03T13:36:00+00:00,2018-05-03T20:58:00+00:00,443
2018-05-03T22:00:00+00:00,2018-05-04T20:57:00+00:00,1378
2018-05-06T22:00:00+00:00,2018-05-06T22:56:00+00:00,57
2018-05-06T22:58:00+00:00,2018-05-07T06:30:00+00:00,453
2018-05-07T06:32:00+00:00,2018-05-07T13:05:00+00:00,394
2018-05-07T13:10:00+00:00,2018-05-07T20:58:00+00:00,469
2018-05-07T22:00:00+00:00,2018-05-08T20:58:00+00:00,1379
2018-05-08T22:00:00+00:00,2018-05-09T20:58:00+00:00,1379
2018-05-09T22:00:00+00:00,2018-05-09T22:24:00+00:00,25
2018-05-09T22:26:00+00:00,2018-05-10T20:58:00+00:00,1353
2018-05-10T22:00:00+00:00,2018-05-11T20:57:00+00:00,1378
2018-05-13T22:00:00+00:00,2018-05-14T20:58:00+00:00,1379
2018-05-14T22:00:00+00:00,2018-05-15T20:58:00+00:00,1379
2018-05-15T22:00:00+00:00,2018-05-16T20:58:00+00:00,1379
2018-05-16T22:00:00+00:00,2018-05-17T20:58:00+00:00,1379
2018-05-17T22:00:00+00:00,2018-05-17T23:03:00+00:00,64
2018-05-17T23:05:00+00:00,2018-05-18T20:57:00+00:00,1313
2018-05-20T22:00:00+00:00,2018-05-21T20:58:00+00:00,1379
2018-05-21T22:00:00+00:00,2018-05-22T20:58:00+00:00,1379
2018-05-22T22:00:00+00:00,2018-05-23T20:58:00+00:00,1379
2018-05-23T22:00:00+00:00,2018-05-24T20:58:00+00:00,1379
2018-05-24T22:00:00+00:00,2018-05-25T20:57:00+00:00,1378
2018-05-27T22:00:00+00:00,2018-05-28T16:40:00+00:00,1121
2018-05-28T22:00:00+00:00,2018-05-29T20:58:00+00:00,1379
2018-05-29T22:00:00+00:00,2018-05-30T20:58:00+00:00,1379
2018-05-30T22:00:00+00:00,2018-05-31T20:58:00+00:00,1379
2018-05-31T22:00:00+00:00,2018-06-01T20:57:00+00:00,1378
2018-06-03T22:00:00+00:00,2018-06-03T22:25:00+00:00,26
2018-06-03T22:27:00+00:00,2018-06-04T18:21:00+00:00,1195
2018-06-04T18:23:00+00:00,2018-06-04T20:58:00+00:00,156
2018-06-04T22:00:00+00:00,2018-06-04T22:57:00+00:00,58
2018-06-04T22:59:00+00:00,2018-06-04T23:08:00+00:00,10
2018-06-04T23:10:00+00:00,2018-06-05T20:58:00+00:00,1309
2018-06-05T22:00:00+00:00,2018-06-06T03:38:00+00:00,339
2018-06-06T03:40:00+00:00,2018-06-06T03:57:00+00:00,18
2018-06-06T03:59:00+00:00,2018-06-06T20:58:00+00:00,1020
2018-06-06T22:00:00+00:00,2018-06-07T20:58:00+00:00,1379
2018-06-07T22:00:00+00:00,2018-06-08T20:57:00+00:00,1378
2018-06-10T22:00:00+00:00,2018-06-11T20:16:00+00:00,1337
2018-06-11T20:18:00+00:00,2018-06-11T20:58:00+00:00,41
2018-06-11T22:00:00+00:00,2018-06-12T20:58:00+00:00,1379
2018-06-12T22:00:00+00:00,2018-06-13T03:41:00+00:00,342
2018-06-13T03:43:00+00:00,2018-06-13T20:58:00+00:00,1036
2018-06-13T22:00:00+00:00,2018-06-14T20:58:00+00:00,1379
2018-06-14T22:00:00+00:00,2018-06-15T20:57:00+00:00,1378
2018-06-17T22:00:00+00:00,2018-06-18T04:38:00+00:00,399
2018-06-18T04:40:00+00:00,2018-06-18T20:58:00+00:00,979
2018-06-18T22:00:00+00:00,2018-06-19T20:58:00+00:00,1379
2018-06-19T22:00:00+00:00,2018-06-20T20:58:00+00:00,1379
2018-06-20T22:00:00+00:00,2018-06-21T20:58:00+00:00,1379
2018-06-21T22:00:00+00:00,2018-06-22T20:57:00+00:00,1378
2018-06-24T22:00:00+00:00,2018-06-25T20:58:00+00:00,1379
2018-06-25T22:00:00+00:00,2018-06-26T20:58:00+00:00,1379
2018-06-26T22:00:00+00:00,2018-06-27T20:58:00+00:00,1379
2018-06-27T22:00:00+00:00,2018-06-28T20:58:00+00:00,1379
2018-06-28T22:00:00+00:00,2018-06-29T20:57:00+00:00,1378
2018-07-01T22:00:00+00:00,2018-07-02T20:58:00+00:00,1379
2018-07-02T22:00:00+00:00,2018-07-02T23:30:00+00:00,91
2018-07-02T23:32:00+00:00,2018-07-03T20:34:00+00:00,1263
2018-07-03T20:36:00+00:00,2018-07-03T20:58:00+00:00,23
2018-07-03T22:00:00+00:00,2018-07-03T22:22:00+00:00,23
2018-07-03T22:24:00+00:00,2018-07-03T22:27:00+00:00,4
2018-07-03T22:29:00+00:00,2018-07-04T16:55:00+00:00,1107
2018-07-04T22:00:00+00:00,2018-07-05T20:58:00+00:00,1379
2018-07-05T22:00:00+00:00,2018-07-06T20:57:00+00:00,1378
2018-07-08T22:00:00+00:00,2018-07-08T22:40:00+00:00,41
2018-07-08T22:42:00+00:00,2018-07-09T20:58:00+00:00,1337
2018-07-09T22:00:00+00:00,2018-07-09T23:05:00+00:00,66
2018-07-09T23:07:00+00:00,2018-07-10T20:58:00+00:00,1312
2018-07-10T22:00:00+00:00,2018-07-11T20:58:00+00:00,1379
2018-07-11T22:00:00+00:00,2018-07-12T20:58:00+00:00,1379
2018-07-12T22:00:00+00:00,2018-07-13T20:57:00+00:00,1378
2018-07-15T22:00:00+00:00,2018-07-16T20:23:00+00:00,1344
2018-07-16T20:25:00+00:00,2018-07-16T20:58:00+00:00,34
2018-07-16T22:00:00+00:00,2018-07-16T22:23:00+00:00,24
2018-07-16T22:25:00+00:00,2018-07-16T22:30:00+00:00,6
2018-07-16T22:32:00+00:00,2018-07-17T20:09:00+00:00,1298
2018-07-17T20:11:00+00:00,2018-07-17T20:58:00+00:00,48
2018-07-17T22:00:00+00:00,2018-07-17T22:22:00+00:00,23
2018-07-17T22:24:00+00:00,2018-07-17T22:56:00+00:00,33
2018-07-17T22:58:00+00:00,2018-07-18T20:58:00+00:00,1321
2018-07-18T22:00:00+00:00,2018-07-19T20:58:00+00:00,1379
2018-07-19T22:00:00+00:00,2018-07-20T20:57:00+00:00,1378
2018-07-22T22:00:00+00:00,2018-07-23T20:26:00+00:00,1347
2018-07-23T20:28:00+00:00,2018-07-23T20:58:00+00:00,31
2018-07-23T22:00:00+00:00,2018-07-24T20:58:00+00:00,1379
2018-07-24T22:00:00+00:00,2018-07-25T20:58:00+00:00,1379
2018-07-25T22:00:00+00:00,2018-07-25T22:35:00+00:00,36
2018-07-25T22:37:00+00:00,2018-07-26T20:58:00+00:00,1342
2018-07-26T22:00:00+00:00,2018-07-27T20:57:00+00:00,1378
2018-07-29T22:00:00+00:00,2018-07-29T23:21:00+00:00,82
2018-07-29T23:23:00+00:00,2018-07-30T20:58:00+00:00,1296
2018-07-30T22:00:00+00:00,2018-07-31T20:58:00+00:00,1379
2018-07-31T22:00:00+00:00,2018-07-31T22:31:00+00:00,32
2018-07-31T22:33:00+00:00,2018-08-01T20:58:00+00:00,1346
2018-08-01T22:00:00+00:00,2018-08-02T20:58:00+00:00,1379
2018-08-02T22:00:00+00:00,2018-08-03T20:31:00+00:00,1352
2018-08-03T20:33:00+00:00,2018-08-03T20:57:00+00:00,25
2018-08-05T22:00:00+00:00,2018-08-06T20:58:00+00:00,1379
2018-08-06T22:00:00+00:00,2018-08-07T20:58:00+00:00,1379
2018-08-07T22:00:00+00:00,2018-08-08T20:58:00+00:00,1379
2018-08-08T22:00:00+00:00,2018-08-09T20:15:00+00:00,1336
2018-08-09T20:17:00+00:00,2018-08-09T20:58:00+00:00,42
2018-08-09T22:00:00+00:00,2018-08-09T22:18:00+00:00,19
2018-08-09T22:20:00+00:00,2018-08-09T22:38:00+00:00,19
2018-08-09T22:40:00+00:00,2018-08-09T23:34:00+00:00,55
2018-08-09T23:36:00+00:00,2018-08-10T20:57:00+00:00,1282
2018-08-12T22:00:00+00:00,2018-08-12T22:25:00+00:00,26
2018-08-12T22:27:00+00:00,2018-08-13T20:41:00+00:00,1335
2018-08-13T20:43:00+00:00,2018-08-13T20:58:00+00:00,16
2018-08-13T22:00:00+00:00,2018-08-13T22:55:00+00:00,56
2018-08-13T22:57:00+00:00,2018-08-14T03:26:00+00:00,270
2018-08-14T03:28:00+00:00,2018-08-14T03:30:00+00:00,3
2018-08-14T03:32:00+00:00,2018-08-14T20:05:00+00:00,994
2018-08-14T20:07:00+00:00,2018-08-14T20:58:00+00:00,52
2018-08-14T22:00:00+00:00,2018-08-14T22:04:00+00:00,5
2018-08-14T22:06:00+00:00,2018-08-14T22:20:00+00:00,15
2018-08-14T22:22:00+00:00,2018-08-14T22:23:00+00:00,2
2018-08-14T22:25:00+00:00,2018-08-14T22:52:00+00:00,28
2018-08-14T22:54:00+00:00,2018-08-15T20:58:00+00:00,1325
2018-08-15T22:00:00+00:00,2018-08-15T22:37:00+00:00,38
2018-08-15T22:39:00+00:00,2018-08-16T20:40:00+00:00,1322
2018-08-16T20:42:00+00:00,2018-08-16T20:58:00+00:00,17
2018-08-16T22:00:00+00:00,2018-08-16T22:03:00+00:00,4
2018-08-16T22:05:00+00:00,2018-08-17T20:57:00+00:00,1373
2018-08-19T22:00:00+00:00,2018-08-19T22:38:00+00:00,39
2018-08-19T22:40:00+00:00,2018-08-19T22:40:00+00:00,1
2018-08-19T22:42:00+00:00,2018-08-19T22:44:00+00:00,3
2018-08-19T22:46:00+00:00,2018-08-19T23:15:00+00:00,30
2018-08-19T23:17:00+00:00,2018-08-19T23:48:00+00:00,32
2018-08-19T23:50:00+00:00,2018-08-20T04:03:00+00:00,254
2018-08-20T04:05:00+00:00,2018-08-20T20:58:00+00:00,1014
2018-08-20T22:00:00+00:00,2018-08-20T22:09:00+00:00,10
2018-08-20T22:11:00+00:00,2018-08-20T22:25:00+00:00,15
2018-08-20T22:27:00+00:00,2018-08-20T22:32:00+00:00,6
2018-08-20T22:34:00+00:00,2018-08-20T22:40:00+00:00,7
2018-08-20T22:43:00+00:00,2018-08-20T22:57:00+00:00,15
2018-08-20T22:59:00+00:00,2018-08-21T20:58:00+00:00,1320
2018-08-21T22:00:00+00:00,2018-08-22T03:16:00+00:00,317
2018-08-22T03:18:00+00:00,2018-08-22T20:19:00+00:00,1022
2018-08-22T20:21:00+00:00,2018-08-22T20:58:00+00:00,38
2018-08-22T22:00:00+00:00,2018-08-22T22:17:00+00:00,18
2018-08-22T22:19:00+00:00,2018-08-22T22:40:00+00:00,22
2018-08-22T22:42:00+00:00,2018-08-22T22:46:00+00:00,5
2018-08-22T22:48:00+00:00,2018-08-22T22:48:00+00:00,1
2018-08-22T22:50:00+00:00,2018-08-22T22:50:00+00:00,1
2018-08-22T22:52:00+00:00,2018-08-22T22:52:00+00:00,1
2018-08-22T22:54:00+00:00,2018-08-23T20:06:00+00:00,1273
2018-08-23T20:08:00+00:00,2018-08-23T20:58:00+00:00,51
2018-08-23T22:00:00+00:00,2018-08-24T20:57:00+00:00,1378
2018-08-26T22:00:00+00:00,2018-08-26T22:16:00+00:00,17
2018-08-26T22:18:00+00:00,2018-08-26T22:31:00+00:00,14
2018-08-26T22:33:00+00:00,2018-08-26T23:25:00+00:00,53
2018-08-26T23:27:00+00:00,2018-08-27T04:21:00+00:00,295
2018-08-27T04:23:00+00:00,2018-08-27T20:48:00+00:00,986
2018-08-27T20:50:00+00:00,2018-08-27T20:58:00+00:00,9
2018-08-27T22:00:00+00:00,2018-08-27T22:06:00+00:00,7
2018-08-27T22:08:00+00:00,2018-08-27T22:34:00+00:00,27
2018-08-27T22:36:00+00:00,2018-08-27T22:55:00+00:00,20
2018-08-27T22:57:00+00:00,2018-08-27T23:31:00+00:00,35
2018-08-27T23:33:00+00:00,2018-08-28T20:58:00+00:00,1286
2018-08-28T22:00:00+00:00,2018-08-29T20:58:00+00:00,1379
2018-08-29T22:00:00+00:00,2018-08-29T22:37:00+00:00,38
2018-08-29T22:39:00+00:00,2018-08-29T22:42:00+00:00,4
2018-08-29T22:45:00+00:00,2018-08-29T22:54:00+00:00,10
2018-08-29T22:57:00+00:00,2018-08-29T22:57:00+00:00,1
2018-08-29T22:59:00+00:00,2018-08-29T23:18:00+00:00,20
2018-08-29T23:20:00+00:00,2018-08-29T23:53:00+00:00,34
2018-08-29T23:55:00+00:00,2018-08-30T00:10:00+00:00,16
2018-08-30T00:12:00+00:00,2018-08-30T20:58:00+00:00,1247
2018-08-30T22:00:00+00:00,2018-08-30T22:26:00+00:00,27
2018-08-30T22:28:00+00:00,2018-08-30T22:28:00+00:00,1
2018-08-30T22:30:00+00:00,2018-08-30T23:34:00+00:00,65
2018-08-30T23:36:00+00:00,2018-08-31T20:57:00+00:00,1282
2018-09-02T22:00:00+00:00,2018-09-02T22:14:00+00:00,15
2018-09-02T22:16:00+00:00,2018-09-02T22:23:00+00:00,8
2018-09-02T22:25:00+00:00,2018-09-02T23:38:00+00:00,74
2018-09-02T23:40:00+00:00,2018-09-03T16:55:00+00:00,1036
2018-09-03T22:00:00+00:00,2018-09-03T22:09:00+00:00,10
2018-09-03T22:12:00+00:00,2018-09-03T22:27:00+00:00,16
2018-09-03T22:29:00+00:00,2018-09-03T23:09:00+00:00,41
2018-09-03T23:11:00+00:00,2018-09-03T23:34:00+00:00,24
2018-09-03T23:36:00+00:00,2018-09-03T23:36:00+00:00,1
2018-09-03T23:38:00+00:00,2018-09-03T23:38:00+00:00,1
2018-09-03T23:40:00+00:00,2018-09-04T20:58:00+00:00,1279
2018-09-04T22:00:00+00:00,2018-09-04T22:03:00+00:00,4
2018-09-04T22:05:00+00:00,2018-09-04T22:14:00+00:00,10
2018-09-04T22:16:00+00:00,2018-09-04T22:18:00+00:00,3
2018-09-04T22:20:00+00:00,2018-09-04T22:25:00+00:00,6
2018-09-04T22:27:00+00:00,2018-09-04T22:27:00+00:00,1
2018-09-04T22:30:00+00:00,2018-09-04T22:32:00+00:00,3
2018-09-04T22:34:00+00:00,2018-09-04T22:34:00+00:00,1
2018-09-04T22:36:00+00:00,2018-09-04T22:43:00+00:00,8
2018-09-04T22:45:00+00:00,2018-09-04T23:00:00+00:00,16
2018-09-04T23:02:00+00:00,2018-09-04T23:07:00+00:00,6
2018-09-04T23:10:00+00:00,2018-09-04T23:10:00+00:00,1
2018-09-04T23:12:00+00:00,2018-09-04T23:17:00+00:00,6
2018-09-04T23:20:00+00:00,2018-09-04T23:21:00+00:00,2
2018-09-04T23:23:00+00:00,2018-09-04T23:25:00+00:00,3
2018-09-04T23:28:00+00:00,2018-09-05T04:07:00+00:00,280
2018-09-05T04:09:00+00:00,2018-09-05T18:35:00+00:00,867
2018-09-05T18:37:00+00:00,2018-09-05T20:58:00+00:00,142
2018-09-05T22:00:00+00:00,2018-09-05T22:15:00+00:00,16
2018-09-05T22:17:00+00:00,2018-09-05T22:17:00+00:00,1
2018-09-05T22:20:00+00:00,2018-09-05T22:24:00+00:00,5
2018-09-05T22:26:00+00:00,2018-09-05T22:27:00+00:00,2
2018-09-05T22:29:00+00:00,2018-09-05T22:46:00+00:00,18
2018-09-05T22:48:00+00:00,2018-09-05T22:48:00+00:00,1
2018-09-05T22:50:00+00:00,2018-09-05T23:32:00+00:00,43
2018-09-05T23:34:00+00:00,2018-09-06T02:12:00+00:00,159
2018-09-06T02:14:00+00:00,2018-09-06T20:38:00+00:00,1105
2018-09-06T20:41:00+00:00,2018-09-06T20:58:00+00:00,18
2018-09-06T22:00:00+00:00,2018-09-06T22:07:00+00:00,8
2018-09-06T22:10:00+00:00,2018-09-06T22:11:00+00:00,2
2018-09-06T22:14:00+00:00,2018-09-06T22:17:00+00:00,4
2018-09-06T22:20:00+00:00,2018-09-06T22:24:00+00:00,5
2018-09-06T22:26:00+00:00,2018-09-06T22:30:00+00:00,5
2018-09-06T22:32:00+00:00,2018-09-06T23:02:00+00:00,31
2018-09-06T23:05:00+00:00,2018-09-07T20:57:00+00:00,1313
2018-09-09T22:00:00+00:00,2018-09-09T22:00:00+00:00,1
2018-09-09T22:03:00+00:00,2018-09-09T22:07:00+00:00,5
2018-09-09T22:10:00+00:00,2018-09-09T22:27:00+00:00,18
2018-09-09T22:29:00+00:00,2018-09-10T20:45:00+00:00,1337
2018-09-10T20:47:00+00:00,2018-09-10T20:58:00+00:00,12
2018-09-10T22:00:00+00:00,2018-09-10T22:09:00+00:00,10
2018-09-10T22:11:00+00:00,2018-09-10T22:17:00+00:00,7
2018-09-10T22:20:00+00:00,2018-09-10T22:22:00+00:00,3
2018-09-10T22:24:00+00:00,2018-09-10T22:25:00+00:00,2
2018-09-10T22:27:00+00:00,2018-09-10T22:28:00+00:00,2
2018-09-10T22:30:00+00:00,2018-09-10T22:42:00+00:00,13
2018-09-10T22:45:00+00:00,2018-09-10T22:48:00+00:00,4
2018-09-10T22:50:00+00:00,2018-09-10T22:50:00+00:00,1
2018-09-10T22:52:00+00:00,2018-09-10T23:04:00+00:00,13
2018-09-10T23:07:00+00:00,2018-09-10T23:20:00+00:00,14
2018-09-10T23:22:00+00:00,2018-09-10T23:26:00+00:00,5
2018-09-10T23:28:00+00:00,2018-09-10T23:32:00+00:00,5
2018-09-10T23:35:00+00:00,2018-09-10T23:48:00+00:00,14
2018-09-10T23:50:00+00:00,2018-09-10T23:51:00+00:00,2
2018-09-10T23:54:00+00:00,2018-09-11T04:23:00+00:00,270
2018-09-11T04:25:00+00:00,2018-09-11T20:21:00+00:00,957
2018-09-11T20:23:00+00:00,2018-09-11T20:58:00+00:00,36
2018-09-11T22:00:00+00:00,2018-09-11T22:28:00+00:00,29
2018-09-11T22:30:00+00:00,2018-09-11T23:02:00+00:00,33
2018-09-11T23:04:00+00:00,2018-09-12T04:55:00+00:00,352
2018-09-12T04:57:00+00:00,2018-09-12T05:13:00+00:00,17
2018-09-12T05:15:00+00:00,2018-09-12T20:26:00+00:00,912
2018-09-12T20:28:00+00:00,2018-09-12T20:28:00+00:00,1
2018-09-12T20:30:00+00:00,2018-09-12T20:34:00+00:00,5
2018-09-12T20:36:00+00:00,2018-09-12T20:58:00+00:00,23
2018-09-12T22:00:00+00:00,2018-09-12T22:17:00+00:00,18
2018-09-12T22:19:00+00:00,2018-09-12T22:22:00+00:00,4
2018-09-12T22:24:00+00:00,2018-09-12T22:43:00+00:00,20
2018-09-12T22:45:00+00:00,2018-09-12T22:51:00+00:00,7
2018-09-12T22:53:00+00:00,2018-09-12T22:53:00+00:00,1
2018-09-12T22:55:00+00:00,2018-09-12T23:08:00+00:00,14
2018-09-12T23:10:00+00:00,2018-09-12T23:40:00+00:00,31
2018-09-12T23:42:00+00:00,2018-09-13T04:22:00+00:00,281
2018-09-13T04:24:00+00:00,2018-09-13T20:58:00+00:00,995
2018-09-13T22:00:00+00:00,2018-09-13T22:13:00+00:00,14
2018-09-13T22:15:00+00:00,2018-09-13T22:17:00+00:00,3
2018-09-13T22:20:00+00:00,2018-09-13T22:28:00+00:00,9
2018-09-13T22:30:00+00:00,2018-09-13T22:36:00+00:00,7
2018-09-13T22:38:00+00:00,2018-09-14T04:36:00+00:00,359
2018-09-14T04:38:00+00:00,2018-09-14T05:18:00+00:00,41
2018-09-14T05:20:00+00:00,2018-09-14T20:57:00+00:00,938
2018-09-16T22:00:00+00:00,2018-09-16T22:43:00+00:00,44
2018-09-16T22:45:00+00:00,2018-09-16T22:47:00+00:00,3
2018-09-16T22:49:00+00:00,2018-09-16T22:51:00+00:00,3
2018-09-16T22:53:00+00:00,2018-09-16T22:55:00+00:00,3
2018-09-16T22:57:00+00:00,2018-09-16T23:02:00+00:00,6
2018-09-16T23:04:00+00:00,2018-09-16T23:26:00+00:00,23
2018-09-16T23:28:00+00:00,2018-09-16T23:45:00+00:00,18
2018-09-16T23:47:00+00:00,2018-09-16T23:47:00+00:00,1
2018-09-16T23:49:00+00:00,2018-09-17T02:15:00+00:00,147
2018-09-17T02:17:00+00:00,2018-09-17T03:25:00+00:00,69
2018-09-17T03:27:00+00:00,2018-09-17T03:30:00+00:00,4
2018-09-17T03:32:00+00:00,2018-09-17T04:15:00+00:00,44
2018-09-17T04:17:00+00:00,2018-09-17T20:27:00+00:00,971
2018-09-17T20:29:00+00:00,2018-09-17T20:58:00+00:00,30
2018-09-17T22:00:00+00:00,2018-09-18T00:37:00+00:00,158
2018-09-18T00:39:00+00:00,2018-09-18T02:53:00+00:00,135
2018-09-18T02:55:00+00:00,2018-09-18T04:38:00+00:00,104
2018-09-18T04:40:00+00:00,2018-09-18T04:45:00+00:00,6
2018-09-18T04:47:00+00:00,2018-09-18T20:58:00+00:00,972
2018-09-18T22:00:00+00:00,2018-09-18T22:45:00+00:00,46
2018-09-18T22:47:00+00:00,2018-09-19T20:15:00+00:00,1289
2018-09-19T20:17:00+00:00,2018-09-19T20:58:00+00:00,42
2018-09-19T22:00:00+00:00,2018-09-19T22:18:00+00:00,19
2018-09-19T22:20:00+00:00,2018-09-19T22:20:00+00:00,1
2018-09-19T22:22:00+00:00,2018-09-19T22:24:00+00:00,3
2018-09-19T22:27:00+00:00,2018-09-19T22:27:00+00:00,1
2018-09-19T22:30:00+00:00,2018-09-19T22:32:00+00:00,3
2018-09-19T22:34:00+00:00,2018-09-19T22:38:00+00:00,5
2018-09-19T22:41:00+00:00,2018-09-19T22:41:00+00:00,1
2018-09-19T22:43:00+00:00,2018-09-19T22:54:00+00:00,12
2018-09-19T22:56:00+00:00,2018-09-19T22:57:00+00:00,2
2018-09-19T22:59:00+00:00,2018-09-19T23:03:00+00:00,5
2018-09-19T23:05:00+00:00,2018-09-19T23:27:00+00:00,23
2018-09-19T23:29:00+00:00,2018-09-19T23:31:00+00:00,3
2018-09-19T23:33:00+00:00,2018-09-19T23:34:00+00:00,2
2018-09-19T23:37:00+00:00,2018-09-19T23:38:00+00:00,2
2018-09-19T23:40:00+00:00,2018-09-20T05:41:00+00:00,362
2018-09-20T05:43:00+00:00,2018-09-20T20:05:00+00:00,863
2018-09-20T20:07:00+00:00,2018-09-20T20:58:00+00:00,52
2018-09-20T22:00:00+00:00,2018-09-20T22:15:00+00:00,16
2018-09-20T22:17:00+00:00,2018-09-20T22:21:00+00:00,5
2018-09-20T22:24:00+00:00,2018-09-20T22:30:00+00:00,7
2018-09-20T22:32:00+00:00,2018-09-20T23:53:00+00:00,82
2018-09-20T23:55:00+00:00,2018-09-21T20:08:00+00:00,1214
2018-09-21T20:10:00+00:00,2018-09-21T20:57:00+00:00,48
2018-09-23T22:00:00+00:00,2018-09-23T22:33:00+00:00,34
2018-09-23T22:35:00+00:00,2018-09-23T23:03:00+00:00,29
2018-09-23T23:05:00+00:00,2018-09-24T00:03:00+00:00,59
2018-09-24T00:05:00+00:00,2018-09-24T03:49:00+00:00,225
2018-09-24T03:51:00+00:00,2018-09-24T04:23:00+00:00,33
2018-09-24T04:25:00+00:00,2018-09-24T05:48:00+00:00,84
2018-09-24T05:50:00+00:00,2018-09-24T20:58:00+00:00,909
2018-09-24T22:00:00+00:00,2018-09-24T22:11:00+00:00,12
2018-09-24T22:13:00+00:00,2018-09-24T22:23:00+00:00,11
2018-09-24T22:25:00+00:00,2018-09-24T22:28:00+00:00,4
2018-09-24T22:30:00+00:00,2018-09-24T22:54:00+00:00,25
2018-09-24T22:56:00+00:00,2018-09-24T23:23:00+00:00,28
2018-09-24T23:26:00+00:00,2018-09-24T23:36:00+00:00,11
2018-09-24T23:38:00+00:00,2018-09-25T03:54:00+00:00,257
2018-09-25T03:56:00+00:00,2018-09-25T20:25:00+00:00,990
2018-09-25T20:27:00+00:00,2018-09-25T20:58:00+00:00,32
2018-09-25T22:00:00+00:00,2018-09-25T22:33:00+00:00,34
2018-09-25T22:35:00+00:00,2018-09-25T22:52:00+00:00,18
2018-09-25T22:54:00+00:00,2018-09-26T00:19:00+00:00,86
2018-09-26T00:21:00+00:00,2018-09-26T00:32:00+00:00,12
2018-09-26T00:35:00+00:00,2018-09-26T20:58:00+00:00,1224
2018-09-26T22:00:00+00:00,2018-09-26T22:06:00+00:00,7
2018-09-26T22:08:00+00:00,2018-09-26T22:14:00+00:00,7
2018-09-26T22:17:00+00:00,2018-09-26T22:30:00+00:00,14
2018-09-26T22:32:00+00:00,2018-09-27T18:37:00+00:00,1206
2018-09-27T18:40:00+00:00,2018-09-27T20:20:00+00:00,101
2018-09-27T20:22:00+00:00,2018-09-27T20:58:00+00:00,37
2018-09-27T22:00:00+00:00,2018-09-27T22:50:00+00:00,51
2018-09-27T22:52:00+00:00,2018-09-27T23:17:00+00:00,26
2018-09-27T23:19:00+00:00,2018-09-27T23:23:00+00:00,5
2018-09-27T23:25:00+00:00,2018-09-27T23:35:00+00:00,11
2018-09-27T23:37:00+00:00,2018-09-28T02:00:00+00:00,144
2018-09-28T02:07:00+00:00,2018-09-28T02:23:00+00:00,17
2018-10-01T00:00:00+00:00,2018-10-01T00:01:00+00:00,2
2018-10-01T00:05:00+00:00,2018-10-01T00:05:00+00:00,1
2018-10-01T00:15:00+00:00,2018-10-01T00:15:00+00:00,1
2018-10-01T01:00:00+00:00,2018-10-01T01:00:00+00:00,1
2018-10-08T00:00:00+00:00,2018-10-08T00:01:00+00:00,2
2018-10-08T00:05:00+00:00,2018-10-08T00:05:00+00:00,1
2018-10-08T00:15:00+00:00,2018-10-08T00:15:00+00:00,1
2018-10-08T01:00:00+00:00,2018-10-08T01:00:00+00:00,1
2018-10-15T00:00:00+00:00,2018-10-15T00:01:00+00:00,2
2018-10-15T00:05:00+00:00,2018-10-15T00:05:00+00:00,1
2018-10-15T00:15:00+00:00,2018-10-15T00:15:00+00:00,1
2018-10-15T01:00:00+00:00,2018-10-15T01:00:00+00:00,1
2018-10-22T00:00:00+00:00,2018-10-22T00:01:00+00:00,2
2018-10-22T00:05:00+00:00,2018-10-22T00:05:00+00:00,1
2018-10-22T00:15:00+00:00,2018-10-22T00:15:00+00:00,1
