start_utc,end_utc,exact_rows
2018-10-22T01:00:00+00:00,2018-10-22T01:00:00+00:00,1
2018-10-28T23:00:00+00:00,2018-10-28T23:01:00+00:00,2
2018-10-28T23:05:00+00:00,2018-10-28T23:05:00+00:00,1
2018-10-28T23:15:00+00:00,2018-10-28T23:15:00+00:00,1
2018-10-29T00:00:00+00:00,2018-10-29T00:00:00+00:00,1
2018-11-05T00:00:00+00:00,2018-11-05T00:01:00+00:00,2
2018-11-05T00:05:00+00:00,2018-11-05T00:05:00+00:00,1
2018-11-05T00:15:00+00:00,2018-11-05T00:15:00+00:00,1
2018-11-05T01:00:00+00:00,2018-11-05T01:00:00+00:00,1
2018-11-12T00:00:00+00:00,2018-11-12T00:01:00+00:00,2
2018-11-12T00:05:00+00:00,2018-11-12T00:05:00+00:00,1
2018-11-12T00:15:00+00:00,2018-11-12T00:15:00+00:00,1
2018-11-12T01:00:00+00:00,2018-11-12T01:00:00+00:00,1
2018-11-14T09:32:00+00:00,2018-11-14T09:33:00+00:00,2
2018-11-14T09:37:00+00:00,2018-11-14T09:37:00+00:00,1
2018-11-14T09:47:00+00:00,2018-11-14T09:47:00+00:00,1
2018-11-14T10:32:00+00:00,2018-11-14T10:32:00+00:00,1
2018-11-19T00:00:00+00:00,2018-11-19T00:01:00+00:00,2
2018-11-19T00:05:00+00:00,2018-11-19T00:05:00+00:00,1
2018-11-19T00:15:00+00:00,2018-11-19T00:15:00+00:00,1
2018-11-19T01:00:00+00:00,2018-11-19T01:00:00+00:00,1
2018-11-26T00:00:00+00:00,2018-11-26T00:01:00+00:00,2
2018-11-26T00:05:00+00:00,2018-11-26T00:05:00+00:00,1
2018-11-26T00:15:00+00:00,2018-11-26T00:15:00+00:00,1
2018-11-26T01:00:00+00:00,2018-11-26T01:00:00+00:00,1
2018-12-03T00:00:00+00:00,2018-12-03T00:01:00+00:00,2
2018-12-03T00:05:00+00:00,2018-12-03T00:05:00+00:00,1
2018-12-03T00:15:00+00:00,2018-12-03T00:15:00+00:00,1
2018-12-03T01:00:00+00:00,2018-12-03T01:00:00+00:00,1
2018-12-10T00:00:00+00:00,2018-12-10T00:01:00+00:00,2
2018-12-10T00:05:00+00:00,2018-12-10T00:05:00+00:00,1
2018-12-10T00:15:00+00:00,2018-12-10T00:15:00+00:00,1
2018-12-10T01:00:00+00:00,2018-12-10T01:00:00+00:00,1
2018-12-17T00:00:00+00:00,2018-12-17T00:01:00+00:00,2
2018-12-17T00:05:00+00:00,2018-12-17T00:05:00+00:00,1
2018-12-17T00:15:00+00:00,2018-12-17T00:15:00+00:00,1
2018-12-17T01:00:00+00:00,2018-12-17T01:00:00+00:00,1
2018-12-17T18:31:00+00:00,2018-12-17T18:32:00+00:00,2
2018-12-17T18:36:00+00:00,2018-12-17T18:36:00+00:00,1
2018-12-17T18:46:00+00:00,2018-12-17T18:46:00+00:00,1
2018-12-17T19:31:00+00:00,2018-12-17T19:31:00+00:00,1
2018-12-24T00:00:00+00:00,2018-12-24T00:01:00+00:00,2
2018-12-24T00:05:00+00:00,2018-12-24T00:05:00+00:00,1
2018-12-24T01:00:00+00:00,2018-12-24T01:00:00+00:00,1
2018-12-26T09:05:00+00:00,2018-12-26T09:06:00+00:00,2
2018-12-26T09:10:00+00:00,2018-12-26T09:10:00+00:00,1
2018-12-26T09:20:00+00:00,2018-12-26T09:20:00+00:00,1
2018-12-26T10:05:00+00:00,2018-12-26T10:05:00+00:00,1
2018-12-31T00:00:00+00:00,2018-12-31T00:01:00+00:00,2
2018-12-31T00:05:00+00:00,2018-12-31T00:05:00+00:00,1
2018-12-31T00:15:00+00:00,2018-12-31T00:15:00+00:00,1
2018-12-31T01:00:00+00:00,2018-12-31T01:00:00+00:00,1
2019-01-02T09:05:00+00:00,2019-01-02T09:06:00+00:00,2
2019-01-02T09:10:00+00:00,2019-01-02T09:10:00+00:00,1
2019-01-02T09:20:00+00:00,2019-01-02T09:20:00+00:00,1
2019-01-02T10:05:00+00:00,2019-01-02T10:05:00+00:00,1
2019-01-02T17:25:00+00:00,2019-01-02T17:26:00+00:00,2
2019-01-02T17:30:00+00:00,2019-01-02T17:30:00+00:00,1
2019-01-02T17:40:00+00:00,2019-01-02T17:40:00+00:00,1
2019-01-02T18:25:00+00:00,2019-01-02T18:25:00+00:00,1
2019-01-03T00:43:00+00:00,2019-01-03T00:56:00+00:00,14
2019-01-03T00:58:00+00:00,2019-01-03T01:06:00+00:00,9
2019-01-03T01:43:00+00:00,2019-01-03T01:51:00+00:00,9
2019-01-07T00:00:00+00:00,2019-01-07T00:01:00+00:00,2
2019-01-07T00:05:00+00:00,2019-01-07T00:05:00+00:00,1
2019-01-07T00:15:00+00:00,2019-01-07T00:15:00+00:00,1
2019-01-07T01:00:00+00:00,2019-01-07T01:00:00+00:00,1
2019-01-14T00:00:00+00:00,2019-01-14T00:01:00+00:00,2
2019-01-14T00:05:00+00:00,2019-01-14T00:05:00+00:00,1
2019-01-14T00:15:00+00:00,2019-01-14T00:15:00+00:00,1
2019-01-14T01:00:00+00:00,2019-01-14T01:00:00+00:00,1
2019-01-14T09:37:00+00:00,2019-01-14T09:38:00+00:00,2
2019-01-14T09:42:00+00:00,2019-01-14T09:42:00+00:00,1
2019-01-14T09:52:00+00:00,2019-01-14T09:52:00+00:00,1
2019-01-14T10:37:00+00:00,2019-01-14T10:37:00+00:00,1
2019-01-21T00:00:00+00:00,2019-01-21T00:01:00+00:00,2
2019-01-21T00:05:00+00:00,2019-01-21T00:05:00+00:00,1
2019-01-21T00:15:00+00:00,2019-01-21T00:15:00+00:00,1
2019-01-21T01:00:00+00:00,2019-01-21T01:00:00+00:00,1
2019-01-28T00:00:00+00:00,2019-01-28T00:01:00+00:00,2
2019-01-28T00:05:00+00:00,2019-01-28T00:05:00+00:00,1
2019-01-28T00:15:00+00:00,2019-01-28T00:15:00+00:00,1
2019-01-28T01:00:00+00:00,2019-01-28T01:00:00+00:00,1
2019-02-04T00:00:00+00:00,2019-02-04T00:01:00+00:00,2
2019-02-04T00:05:00+00:00,2019-02-04T00:05:00+00:00,1
2019-02-04T00:15:00+00:00,2019-02-04T00:15:00+00:00,1
2019-02-04T01:00:00+00:00,2019-02-04T01:00:00+00:00,1
2019-02-11T00:00:00+00:00,2019-02-11T00:01:00+00:00,2
2019-02-11T00:05:00+00:00,2019-02-11T00:05:00+00:00,1
2019-02-11T00:15:00+00:00,2019-02-11T00:15:00+00:00,1
2019-02-11T01:00:00+00:00,2019-02-11T01:00:00+00:00,1
2019-02-14T17:10:00+00:00,2019-02-14T17:11:00+00:00,2
2019-02-14T17:15:00+00:00,2019-02-14T17:15:00+00:00,1
2019-02-14T17:25:00+00:00,2019-02-14T17:25:00+00:00,1
2019-02-14T18:10:00+00:00,2019-02-14T18:10:00+00:00,1
2019-02-18T00:00:00+00:00,2019-02-18T00:01:00+00:00,2
2019-02-18T00:05:00+00:00,2019-02-18T00:05:00+00:00,1
2019-02-18T00:15:00+00:00,2019-02-18T00:15:00+00:00,1
2019-02-18T01:00:00+00:00,2019-02-18T01:00:00+00:00,1
2019-02-25T00:00:00+00:00,2019-02-25T00:01:00+00:00,2
2019-02-25T00:05:00+00:00,2019-02-25T00:05:00+00:00,1
2019-02-25T00:15:00+00:00,2019-02-25T00:15:00+00:00,1
2019-02-25T01:00:00+00:00,2019-02-25T01:00:00+00:00,1
2019-03-04T00:00:00+00:00,2019-03-04T00:01:00+00:00,2
2019-03-04T00:05:00+00:00,2019-03-04T00:05:00+00:00,1
2019-03-04T00:15:00+00:00,2019-03-04T00:15:00+00:00,1
2019-03-04T01:00:00+00:00,2019-03-04T01:00:00+00:00,1
2019-03-10T23:00:00+00:00,2019-03-10T23:01:00+00:00,2
2019-03-10T23:05:00+00:00,2019-03-10T23:05:00+00:00,1
2019-03-10T23:15:00+00:00,2019-03-10T23:15:00+00:00,1
2019-03-11T00:00:00+00:00,2019-03-11T00:00:00+00:00,1
2019-03-17T23:00:00+00:00,2019-03-17T23:01:00+00:00,2
2019-03-17T23:05:00+00:00,2019-03-17T23:05:00+00:00,1
2019-03-17T23:15:00+00:00,2019-03-17T23:15:00+00:00,1
2019-03-18T00:00:00+00:00,2019-03-18T00:00:00+00:00,1
2019-03-24T23:00:00+00:00,2019-03-24T23:01:00+00:00,2
2019-03-24T23:05:00+00:00,2019-03-24T23:05:00+00:00,1
2019-03-24T23:15:00+00:00,2019-03-24T23:15:00+00:00,1
2019-03-25T00:00:00+00:00,2019-03-25T00:00:00+00:00,1
2019-04-01T00:00:00+00:00,2019-04-01T00:01:00+00:00,2
2019-04-01T00:05:00+00:00,2019-04-01T00:05:00+00:00,1
2019-04-01T00:15:00+00:00,2019-04-01T00:15:00+00:00,1
2019-04-01T01:00:00+00:00,2019-04-01T01:00:00+00:00,1
2019-04-08T00:00:00+00:00,2019-04-08T00:01:00+00:00,2
2019-04-08T00:05:00+00:00,2019-04-08T00:05:00+00:00,1
2019-04-08T00:15:00+00:00,2019-04-08T00:15:00+00:00,1
2019-04-08T01:00:00+00:00,2019-04-08T01:00:00+00:00,1
2019-04-15T00:00:00+00:00,2019-04-15T00:01:00+00:00,2
2019-04-15T00:05:00+00:00,2019-04-15T00:05:00+00:00,1
2019-04-15T00:15:00+00:00,2019-04-15T00:15:00+00:00,1
2019-04-15T01:00:00+00:00,2019-04-15T01:00:00+00:00,1
2019-04-22T00:00:00+00:00,2019-04-22T00:01:00+00:00,2
2019-04-22T00:05:00+00:00,2019-04-22T00:05:00+00:00,1
2019-04-22T00:15:00+00:00,2019-04-22T00:15:00+00:00,1
2019-04-22T01:00:00+00:00,2019-04-22T01:00:00+00:00,1
2019-04-29T00:00:00+00:00,2019-04-29T00:01:00+00:00,2
2019-04-29T00:05:00+00:00,2019-04-29T00:05:00+00:00,1
2019-04-29T00:15:00+00:00,2019-04-29T00:15:00+00:00,1
2019-04-29T01:00:00+00:00,2019-04-29T01:00:00+00:00,1
2019-05-06T00:00:00+00:00,2019-05-06T00:01:00+00:00,2
2019-05-06T00:05:00+00:00,2019-05-06T00:05:00+00:00,1
2019-05-06T00:15:00+00:00,2019-05-06T00:15:00+00:00,1
2019-05-06T01:00:00+00:00,2019-05-06T01:00:00+00:00,1
2019-05-13T00:00:00+00:00,2019-05-13T00:01:00+00:00,2
2019-05-13T00:05:00+00:00,2019-05-13T00:05:00+00:00,1
2019-05-13T00:15:00+00:00,2019-05-13T00:15:00+00:00,1
2019-05-13T01:00:00+00:00,2019-05-13T01:00:00+00:00,1
2019-05-15T17:47:00+00:00,2019-05-15T17:48:00+00:00,2
2019-05-15T17:52:00+00:00,2019-05-15T17:52:00+00:00,1
2019-05-15T18:02:00+00:00,2019-05-15T18:02:00+00:00,1
2019-05-15T18:47:00+00:00,2019-05-15T18:47:00+00:00,1
2019-05-20T00:00:00+00:00,2019-05-20T00:01:00+00:00,2
2019-05-20T00:05:00+00:00,2019-05-20T00:05:00+00:00,1
2019-05-20T00:15:00+00:00,2019-05-20T00:15:00+00:00,1
2019-05-20T01:00:00+00:00,2019-05-20T01:00:00+00:00,1
2019-05-27T00:00:00+00:00,2019-05-27T00:01:00+00:00,2
2019-05-27T00:05:00+00:00,2019-05-27T00:05:00+00:00,1
2019-05-27T00:15:00+00:00,2019-05-27T00:15:00+00:00,1
2019-05-27T01:00:00+00:00,2019-05-27T01:00:00+00:00,1
2019-06-03T00:00:00+00:00,2019-06-03T00:01:00+00:00,2
2019-06-03T00:05:00+00:00,2019-06-03T00:05:00+00:00,1
2019-06-03T00:15:00+00:00,2019-06-03T00:15:00+00:00,1
2019-06-03T01:00:00+00:00,2019-06-03T01:00:00+00:00,1
2019-06-10T00:00:00+00:00,2019-06-10T00:01:00+00:00,2
2019-06-10T00:05:00+00:00,2019-06-10T00:05:00+00:00,1
2019-06-10T00:15:00+00:00,2019-06-10T00:15:00+00:00,1
2019-06-10T01:00:00+00:00,2019-06-10T01:00:00+00:00,1
2019-06-17T00:00:00+00:00,2019-06-17T00:01:00+00:00,2
2019-06-17T00:05:00+00:00,2019-06-17T00:05:00+00:00,1
2019-06-17T00:15:00+00:00,2019-06-17T00:15:00+00:00,1
2019-06-17T01:00:00+00:00,2019-06-17T01:00:00+00:00,1
2019-06-24T00:00:00+00:00,2019-06-24T00:01:00+00:00,2
2019-06-24T00:05:00+00:00,2019-06-24T00:05:00+00:00,1
2019-06-24T00:15:00+00:00,2019-06-24T00:15:00+00:00,1
2019-06-24T01:00:00+00:00,2019-06-24T01:00:00+00:00,1
2019-07-01T00:00:00+00:00,2019-07-01T00:01:00+00:00,2
2019-07-01T00:05:00+00:00,2019-07-01T00:05:00+00:00,1
2019-07-01T00:15:00+00:00,2019-07-01T00:15:00+00:00,1
2019-07-01T01:00:00+00:00,2019-07-01T01:00:00+00:00,1
2019-07-08T00:00:00+00:00,2019-07-08T00:01:00+00:00,2
2019-07-08T00:05:00+00:00,2019-07-08T00:05:00+00:00,1
2019-07-08T00:15:00+00:00,2019-07-08T00:15:00+00:00,1
2019-07-08T01:00:00+00:00,2019-07-08T01:00:00+00:00,1
2019-07-15T00:02:00+00:00,2019-07-15T00:03:00+00:00,2
2019-07-15T00:07:00+00:00,2019-07-15T00:07:00+00:00,1
2019-07-15T00:17:00+00:00,2019-07-15T00:17:00+00:00,1
2019-07-15T01:02:00+00:00,2019-07-15T01:02:00+00:00,1
2019-07-22T00:00:00+00:00,2019-07-22T00:03:00+00:00,4
2019-07-22T00:05:00+00:00,2019-07-22T00:07:00+00:00,3
2019-07-22T00:15:00+00:00,2019-07-22T00:17:00+00:00,3
2019-07-22T01:00:00+00:00,2019-07-22T01:02:00+00:00,3
2019-07-29T00:00:00+00:00,2019-07-29T00:01:00+00:00,2
2019-07-29T00:05:00+00:00,2019-07-29T00:05:00+00:00,1
2019-07-29T00:15:00+00:00,2019-07-29T00:15:00+00:00,1
2019-07-29T01:00:00+00:00,2019-07-29T01:00:00+00:00,1
2019-07-29T07:54:00+00:00,2019-07-29T07:55:00+00:00,2
2019-07-29T07:59:00+00:00,2019-07-29T07:59:00+00:00,1
2019-07-29T08:09:00+00:00,2019-07-29T08:09:00+00:00,1
2019-07-29T08:54:00+00:00,2019-07-29T08:54:00+00:00,1
2019-08-04T22:00:00+00:00,2019-08-05T01:06:00+00:00,187
2019-08-05T01:13:00+00:00,2019-08-05T01:14:00+00:00,2
2019-08-12T00:02:00+00:00,2019-08-12T00:03:00+00:00,2
2019-08-12T00:07:00+00:00,2019-08-12T00:07:00+00:00,1
2019-08-12T00:17:00+00:00,2019-08-12T00:17:00+00:00,1
2019-08-12T01:02:00+00:00,2019-08-12T01:02:00+00:00,1
2019-08-19T00:02:00+00:00,2019-08-19T00:03:00+00:00,2
2019-08-19T00:07:00+00:00,2019-08-19T00:07:00+00:00,1
2019-08-19T00:17:00+00:00,2019-08-19T00:17:00+00:00,1
2019-08-19T01:02:00+00:00,2019-08-19T01:02:00+00:00,1
2019-08-19T07:56:00+00:00,2019-08-19T07:57:00+00:00,2
2019-08-19T08:01:00+00:00,2019-08-19T08:01:00+00:00,1
2019-08-19T08:11:00+00:00,2019-08-19T08:11:00+00:00,1
2019-08-19T08:56:00+00:00,2019-08-19T08:56:00+00:00,1
2019-08-26T00:00:00+00:00,2019-08-26T00:01:00+00:00,2
2019-08-26T00:05:00+00:00,2019-08-26T00:05:00+00:00,1
2019-08-26T00:15:00+00:00,2019-08-26T00:15:00+00:00,1
2019-08-26T00:44:00+00:00,2019-08-26T00:45:00+00:00,2
2019-08-26T00:49:00+00:00,2019-08-26T00:49:00+00:00,1
2019-08-26T00:59:00+00:00,2019-08-26T01:00:00+00:00,2
2019-08-26T01:44:00+00:00,2019-08-26T01:44:00+00:00,1
2019-08-28T00:22:00+00:00,2019-08-28T00:24:00+00:00,3
2019-08-28T00:27:00+00:00,2019-08-28T00:28:00+00:00,2
2019-08-28T00:37:00+00:00,2019-08-28T00:38:00+00:00,2
2019-08-28T01:22:00+00:00,2019-08-28T01:23:00+00:00,2
2019-09-02T00:00:00+00:00,2019-09-02T00:01:00+00:00,2
2019-09-02T00:05:00+00:00,2019-09-02T00:05:00+00:00,1
2019-09-02T00:15:00+00:00,2019-09-02T00:15:00+00:00,1
2019-09-02T01:00:00+00:00,2019-09-02T01:00:00+00:00,1
2019-09-09T00:02:00+00:00,2019-09-09T00:03:00+00:00,2
2019-09-09T00:07:00+00:00,2019-09-09T00:07:00+00:00,1
2019-09-09T00:17:00+00:00,2019-09-09T00:17:00+00:00,1
2019-09-09T01:02:00+00:00,2019-09-09T01:02:00+00:00,1
2019-09-16T00:00:00+00:00,2019-09-16T00:03:00+00:00,4
2019-09-16T00:05:00+00:00,2019-09-16T00:07:00+00:00,3
2019-09-16T00:15:00+00:00,2019-09-16T00:17:00+00:00,3
2019-09-16T01:00:00+00:00,2019-09-16T01:02:00+00:00,3
2019-09-23T00:00:00+00:00,2019-09-23T00:01:00+00:00,2
2019-09-23T00:05:00+00:00,2019-09-23T00:05:00+00:00,1
2019-09-23T00:15:00+00:00,2019-09-23T00:15:00+00:00,1
2019-09-23T01:00:00+00:00,2019-09-23T01:00:00+00:00,1
2019-09-30T00:00:00+00:00,2019-09-30T00:03:00+00:00,4
2019-09-30T00:05:00+00:00,2019-09-30T00:07:00+00:00,3
2019-09-30T00:15:00+00:00,2019-09-30T00:17:00+00:00,3
2019-09-30T01:00:00+00:00,2019-09-30T01:02:00+00:00,3
2019-10-07T00:00:00+00:00,2019-10-07T00:03:00+00:00,4
2019-10-07T00:05:00+00:00,2019-10-07T00:07:00+00:00,3
2019-10-07T00:15:00+00:00,2019-10-07T00:17:00+00:00,3
2019-10-07T01:00:00+00:00,2019-10-07T01:02:00+00:00,3
2019-10-14T00:00:00+00:00,2019-10-14T00:03:00+00:00,4
2019-10-14T00:05:00+00:00,2019-10-14T00:07:00+00:00,3
2019-10-14T00:15:00+00:00,2019-10-14T00:17:00+00:00,3
2019-10-14T01:00:00+00:00,2019-10-14T01:02:00+00:00,3
2019-10-21T00:00:00+00:00,2019-10-21T00:01:00+00:00,2
2019-10-21T00:05:00+00:00,2019-10-21T00:05:00+00:00,1
2019-10-21T00:15:00+00:00,2019-10-21T00:15:00+00:00,1
2019-10-21T01:00:00+00:00,2019-10-21T01:00:00+00:00,1
2019-10-21T08:13:00+00:00,2019-10-21T08:14:00+00:00,2
2019-10-21T08:18:00+00:00,2019-10-21T08:18:00+00:00,1
2019-10-21T08:28:00+00:00,2019-10-21T08:28:00+00:00,1
2019-10-21T09:13:00+00:00,2019-10-21T09:13:00+00:00,1
2019-10-27T23:01:00+00:00,2019-10-27T23:02:00+00:00,2
2019-10-27T23:06:00+00:00,2019-10-27T23:06:00+00:00,1
2019-10-27T23:16:00+00:00,2019-10-27T23:16:00+00:00,1
2019-10-28T00:01:00+00:00,2019-10-28T00:01:00+00:00,1
2019-11-04T00:00:00+00:00,2019-11-04T00:02:00+00:00,3
2019-11-04T00:05:00+00:00,2019-11-04T00:06:00+00:00,2
2019-11-04T00:15:00+00:00,2019-11-04T00:16:00+00:00,2
2019-11-04T01:00:00+00:00,2019-11-04T01:01:00+00:00,2
2019-11-11T00:00:00+00:00,2019-11-11T00:01:00+00:00,2
2019-11-11T00:05:00+00:00,2019-11-11T00:05:00+00:00,1
2019-11-11T00:15:00+00:00,2019-11-11T00:15:00+00:00,1
2019-11-11T01:00:00+00:00,2019-11-11T01:00:00+00:00,1
2019-11-18T00:00:00+00:00,2019-11-18T00:01:00+00:00,2
2019-11-18T00:05:00+00:00,2019-11-18T00:05:00+00:00,1
2019-11-18T00:15:00+00:00,2019-11-18T00:15:00+00:00,1
2019-11-18T01:00:00+00:00,2019-11-18T01:00:00+00:00,1
2019-11-25T00:00:00+00:00,2019-11-25T00:01:00+00:00,2
2019-11-25T00:05:00+00:00,2019-11-25T00:05:00+00:00,1
2019-11-25T00:15:00+00:00,2019-11-25T00:15:00+00:00,1
2019-11-25T01:00:00+00:00,2019-11-25T01:00:00+00:00,1
2019-12-02T00:00:00+00:00,2019-12-02T00:01:00+00:00,2
2019-12-02T00:05:00+00:00,2019-12-02T00:05:00+00:00,1
2019-12-02T00:15:00+00:00,2019-12-02T00:15:00+00:00,1
2019-12-02T01:00:00+00:00,2019-12-02T01:00:00+00:00,1
2019-12-09T00:00:00+00:00,2019-12-09T00:01:00+00:00,2
2019-12-09T00:05:00+00:00,2019-12-09T00:05:00+00:00,1
2019-12-09T00:15:00+00:00,2019-12-09T00:15:00+00:00,1
2019-12-09T01:00:00+00:00,2019-12-09T01:00:00+00:00,1
2019-12-16T00:00:00+00:00,2019-12-16T00:01:00+00:00,2
2019-12-16T00:05:00+00:00,2019-12-16T00:05:00+00:00,1
2019-12-16T00:15:00+00:00,2019-12-16T00:15:00+00:00,1
2019-12-16T01:00:00+00:00,2019-12-16T01:00:00+00:00,1
2019-12-23T00:00:00+00:00,2019-12-23T00:01:00+00:00,2
2019-12-23T00:05:00+00:00,2019-12-23T00:05:00+00:00,1
2019-12-23T00:15:00+00:00,2019-12-23T00:15:00+00:00,1
2019-12-23T01:00:00+00:00,2019-12-23T01:00:00+00:00,1
2019-12-26T09:05:00+00:00,2019-12-26T09:06:00+00:00,2
2019-12-26T09:10:00+00:00,2019-12-26T09:10:00+00:00,1
2019-12-26T09:20:00+00:00,2019-12-26T09:20:00+00:00,1
2019-12-26T10:05:00+00:00,2019-12-26T10:05:00+00:00,1
2019-12-30T00:00:00+00:00,2019-12-30T00:01:00+00:00,2
2019-12-30T00:05:00+00:00,2019-12-30T00:05:00+00:00,1
2019-12-30T00:15:00+00:00,2019-12-30T00:15:00+00:00,1
2019-12-30T01:00:00+00:00,2019-12-30T01:00:00+00:00,1
2020-01-02T09:05:00+00:00,2020-01-02T09:06:00+00:00,2
2020-01-02T09:10:00+00:00,2020-01-02T09:10:00+00:00,1
2020-01-02T09:20:00+00:00,2020-01-02T09:20:00+00:00,1
2020-01-02T10:05:00+00:00,2020-01-02T10:05:00+00:00,1
2020-01-06T00:00:00+00:00,2020-01-06T00:01:00+00:00,2
2020-01-06T00:05:00+00:00,2020-01-06T00:05:00+00:00,1
2020-01-06T00:15:00+00:00,2020-01-06T00:15:00+00:00,1
2020-01-06T01:00:00+00:00,2020-01-06T01:00:00+00:00,1
2020-01-13T00:00:00+00:00,2020-01-13T00:01:00+00:00,2
2020-01-13T00:05:00+00:00,2020-01-13T00:05:00+00:00,1
2020-01-13T00:15:00+00:00,2020-01-13T00:15:00+00:00,1
2020-01-13T01:00:00+00:00,2020-01-13T01:00:00+00:00,1
2020-01-20T00:00:00+00:00,2020-01-20T00:01:00+00:00,2
2020-01-20T00:05:00+00:00,2020-01-20T00:05:00+00:00,1
2020-01-20T00:15:00+00:00,2020-01-20T00:15:00+00:00,1
2020-01-20T01:00:00+00:00,2020-01-20T01:00:00+00:00,1
2020-01-27T00:00:00+00:00,2020-01-27T00:01:00+00:00,2
2020-01-27T00:05:00+00:00,2020-01-27T00:05:00+00:00,1
2020-01-27T00:15:00+00:00,2020-01-27T00:15:00+00:00,1
2020-01-27T01:00:00+00:00,2020-01-27T01:00:00+00:00,1
2020-02-03T00:00:00+00:00,2020-02-03T00:01:00+00:00,2
2020-02-03T00:05:00+00:00,2020-02-03T00:05:00+00:00,1
2020-02-03T00:15:00+00:00,2020-02-03T00:15:00+00:00,1
2020-02-03T01:00:00+00:00,2020-02-03T01:00:00+00:00,1
2020-02-10T00:00:00+00:00,2020-02-10T00:01:00+00:00,2
2020-02-10T00:05:00+00:00,2020-02-10T00:05:00+00:00,1
2020-02-10T00:15:00+00:00,2020-02-10T00:15:00+00:00,1
2020-02-10T01:00:00+00:00,2020-02-10T01:00:00+00:00,1
2020-02-17T00:00:00+00:00,2020-02-17T00:01:00+00:00,2
2020-02-17T00:05:00+00:00,2020-02-17T00:05:00+00:00,1
2020-02-17T00:15:00+00:00,2020-02-17T00:15:00+00:00,1
2020-02-17T01:00:00+00:00,2020-02-17T01:00:00+00:00,1
2020-02-24T00:00:00+00:00,2020-02-24T00:01:00+00:00,2
2020-02-24T00:05:00+00:00,2020-02-24T00:05:00+00:00,1
2020-02-24T00:15:00+00:00,2020-02-24T00:15:00+00:00,1
2020-02-24T01:00:00+00:00,2020-02-24T01:00:00+00:00,1
2020-03-02T00:00:00+00:00,2020-03-02T00:01:00+00:00,2
2020-03-02T00:05:00+00:00,2020-03-02T00:05:00+00:00,1
2020-03-02T00:15:00+00:00,2020-03-02T00:15:00+00:00,1
2020-03-02T01:00:00+00:00,2020-03-02T01:00:00+00:00,1
2020-03-08T23:00:00+00:00,2020-03-08T23:01:00+00:00,2
2020-03-08T23:05:00+00:00,2020-03-08T23:05:00+00:00,1
2020-03-08T23:15:00+00:00,2020-03-08T23:15:00+00:00,1
2020-03-09T00:00:00+00:00,2020-03-09T00:00:00+00:00,1
2020-03-15T23:00:00+00:00,2020-03-15T23:01:00+00:00,2
2020-03-15T23:05:00+00:00,2020-03-15T23:05:00+00:00,1
2020-03-15T23:15:00+00:00,2020-03-15T23:15:00+00:00,1
2020-03-16T00:00:00+00:00,2020-03-16T00:00:00+00:00,1
2020-03-22T23:03:00+00:00,2020-03-22T23:04:00+00:00,2
2020-03-22T23:08:00+00:00,2020-03-22T23:08:00+00:00,1
2020-03-22T23:18:00+00:00,2020-03-22T23:18:00+00:00,1
2020-03-23T00:03:00+00:00,2020-03-23T00:03:00+00:00,1
2020-03-30T00:00:00+00:00,2020-03-30T00:01:00+00:00,2
2020-03-30T00:05:00+00:00,2020-03-30T00:05:00+00:00,1
2020-03-30T00:15:00+00:00,2020-03-30T00:15:00+00:00,1
2020-03-30T01:00:00+00:00,2020-03-30T01:00:00+00:00,1
2020-04-06T00:00:00+00:00,2020-04-06T00:01:00+00:00,2
2020-04-06T00:05:00+00:00,2020-04-06T00:05:00+00:00,1
2020-04-06T00:15:00+00:00,2020-04-06T00:15:00+00:00,1
2020-04-06T01:00:00+00:00,2020-04-06T01:00:00+00:00,1
2020-04-13T00:00:00+00:00,2020-04-13T00:01:00+00:00,2
2020-04-13T00:05:00+00:00,2020-04-13T00:05:00+00:00,1
2020-04-13T00:15:00+00:00,2020-04-13T00:15:00+00:00,1
2020-04-13T01:00:00+00:00,2020-04-13T01:00:00+00:00,1
2020-04-20T00:00:00+00:00,2020-04-20T00:03:00+00:00,4
2020-04-20T00:05:00+00:00,2020-04-20T00:07:00+00:00,3
2020-04-20T00:15:00+00:00,2020-04-20T00:17:00+00:00,3
2020-04-20T01:00:00+00:00,2020-04-20T01:02:00+00:00,3
2020-04-27T00:00:00+00:00,2020-04-27T00:01:00+00:00,2
2020-04-27T00:05:00+00:00,2020-04-27T00:05:00+00:00,1
2020-04-27T00:15:00+00:00,2020-04-27T00:15:00+00:00,1
2020-04-27T01:00:00+00:00,2020-04-27T01:00:00+00:00,1
2020-05-04T00:00:00+00:00,2020-05-04T00:01:00+00:00,2
2020-05-04T00:05:00+00:00,2020-05-04T00:05:00+00:00,1
2020-05-04T00:15:00+00:00,2020-05-04T00:15:00+00:00,1
2020-05-04T01:00:00+00:00,2020-05-04T01:00:00+00:00,1
2020-05-11T00:00:00+00:00,2020-05-11T00:01:00+00:00,2
2020-05-11T00:05:00+00:00,2020-05-11T00:05:00+00:00,1
2020-05-11T00:15:00+00:00,2020-05-11T00:15:00+00:00,1
2020-05-11T01:00:00+00:00,2020-05-11T01:00:00+00:00,1
2020-05-18T00:00:00+00:00,2020-05-18T00:01:00+00:00,2
2020-05-18T00:05:00+00:00,2020-05-18T00:05:00+00:00,1
2020-05-18T00:15:00+00:00,2020-05-18T00:15:00+00:00,1
2020-05-18T01:00:00+00:00,2020-05-18T01:00:00+00:00,1
