cohort,transition,matching_rule,raw_episode_id,episode_trade_ordinal,left_trade_id,right_trade_id,left_entry_time,right_entry_time,left_exit_time,right_exit_time,left_exit_reason,right_exit_reason,left_net_r,right_net_r,entry_changed,exit_changed,pnl_sign_changed
SECONDARY_W0_2018_2020,S0->S1,raw_episode_id plus within-episode trade ordinal,785,0,S0_000193,S1_000202,2020-10-14T04:34:00,2020-10-14T04:34:00,2020-10-14T04:48:00,2020-10-14T04:42:00,take_profit,take_profit,0.7690246516612324,0.5897642015005501,False,True,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,0,0,S1_000000,S2_000000,2018-03-14T04:45:00,2018-03-14T04:45:00,2018-03-14T05:21:00,2018-03-14T05:21:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,1,0,S1_000001,S2_000001,2018-03-20T04:57:00,2018-03-20T04:57:00,2018-03-20T06:27:00,2018-03-20T06:27:00,timeout,timeout,-0.6666666666666669,-0.6666666666666669,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,2,0,S1_000002,S2_000002,2018-04-27T04:16:00,2018-04-27T04:16:00,2018-04-27T04:57:00,2018-04-27T04:57:00,take_profit,take_profit,1.277777777777778,1.277777777777778,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,4,0,S1_000003,S2_000003,2018-05-07T03:01:00,2018-05-07T03:01:00,2018-05-07T03:10:00,2018-05-07T03:10:00,take_profit,take_profit,1.277777777777778,1.277777777777778,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,5,0,S1_000004,S2_000004,2018-05-07T04:10:00,2018-05-07T04:10:00,2018-05-07T05:02:00,2018-05-07T05:02:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,8,0,S1_000005,S2_000005,2018-05-08T04:03:00,2018-05-08T04:03:00,2018-05-08T04:30:00,2018-05-08T04:30:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,12,0,S1_000006,S2_000006,2018-05-09T03:24:00,2018-05-09T03:24:00,2018-05-09T03:25:00,2018-05-09T03:25:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,13,0,S1_000007,S2_000007,2018-05-10T01:37:00,2018-05-10T01:37:00,2018-05-10T02:50:00,2018-05-10T02:50:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,20,0,S1_000008,S2_000008,2018-05-14T03:11:00,2018-05-14T03:11:00,2018-05-14T03:42:00,2018-05-14T03:42:00,take_profit,take_profit,1.277777777777778,1.277777777777778,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,22,0,S1_000009,S2_000009,2018-05-14T04:03:00,2018-05-14T04:03:00,2018-05-14T04:16:00,2018-05-14T04:16:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,22,1,S1_000010,S2_000010,2018-05-14T04:25:00,2018-05-14T04:17:00,2018-05-14T04:53:00,2018-05-14T05:06:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,True,True,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,23,0,S1_000011,,2018-05-14T04:55:00,,2018-05-14T05:09:00,,stop_loss,,-1.0555555555554548,,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,31,0,S1_000012,S2_000011,2018-05-18T04:07:00,2018-05-18T04:07:00,2018-05-18T04:21:00,2018-05-18T04:21:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,36,0,S1_000013,S2_000012,2018-05-21T04:02:00,2018-05-21T04:02:00,2018-05-21T04:10:00,2018-05-21T04:10:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,43,0,S1_000014,S2_000013,2018-05-23T01:01:00,2018-05-23T01:01:00,2018-05-23T02:12:00,2018-05-23T02:12:00,take_profit,take_profit,1.277777777777778,1.277777777777778,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,45,0,S1_000015,S2_000014,2018-05-23T03:02:00,2018-05-23T03:02:00,2018-05-23T03:08:00,2018-05-23T03:08:00,take_profit,take_profit,1.277777777777778,1.277777777777778,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,46,0,S1_000016,S2_000015,2018-05-23T03:49:00,2018-05-23T03:49:00,2018-05-23T04:36:00,2018-05-23T04:36:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,54,0,S1_000017,S2_000016,2018-05-28T03:21:00,2018-05-28T03:21:00,2018-05-28T04:10:00,2018-05-28T04:10:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,58,0,S1_000018,S2_000017,2018-05-28T04:26:00,2018-05-28T04:26:00,2018-05-28T05:56:00,2018-05-28T05:56:00,timeout,timeout,-0.511111111111,-0.511111111111,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,60,0,S1_000019,S2_000018,2018-05-31T01:06:00,2018-05-31T01:06:00,2018-05-31T02:36:00,2018-05-31T02:36:00,timeout,timeout,0.34444444444453537,0.34444444444453537,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,64,0,S1_000020,S2_000019,2018-05-31T04:15:00,2018-05-31T04:15:00,2018-05-31T04:30:00,2018-05-31T04:30:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,67,0,S1_000021,S2_000020,2018-06-04T03:02:00,2018-06-04T03:02:00,2018-06-04T04:32:00,2018-06-04T04:32:00,timeout,timeout,0.46666666666664647,0.46666666666664647,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,73,0,,S2_000021,,2018-06-04T04:33:00,,2018-06-04T05:09:00,,stop_loss,,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,74,0,S1_000022,S2_000022,2018-06-05T02:44:00,2018-06-05T02:44:00,2018-06-05T03:50:00,2018-06-05T03:50:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,77,0,S1_000023,S2_000023,2018-06-05T03:58:00,2018-06-05T03:51:00,2018-06-05T05:28:00,2018-06-05T04:54:00,timeout,take_profit,0.4222222222222424,1.277777777777778,True,True,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,82,0,S1_000024,S2_000024,2018-06-06T04:15:00,2018-06-06T04:15:00,2018-06-06T05:45:00,2018-06-06T05:45:00,timeout,timeout,-0.5555555555556567,-0.5555555555556567,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,85,0,S1_000025,S2_000025,2018-06-07T04:07:00,2018-06-07T04:07:00,2018-06-07T04:27:00,2018-06-07T04:27:00,take_profit,take_profit,1.277777777777778,1.277777777777778,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,87,0,S1_000026,S2_000026,2018-06-07T04:42:00,2018-06-07T04:42:00,2018-06-07T06:12:00,2018-06-07T06:12:00,timeout,timeout,-0.36666666666668696,-0.36666666666668696,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,91,0,S1_000027,S2_000027,2018-06-08T03:44:00,2018-06-08T03:44:00,2018-06-08T04:15:00,2018-06-08T04:15:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,93,0,S1_000028,S2_000028,2018-06-08T04:17:00,2018-06-08T04:17:00,2018-06-08T05:47:00,2018-06-08T05:47:00,timeout,timeout,-0.11111111111111116,-0.11111111111111116,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,97,0,S1_000029,S2_000029,2018-06-08T08:04:00,2018-06-08T08:04:00,2018-06-08T08:25:00,2018-06-08T08:25:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,99,0,S1_000030,S2_000030,2018-06-11T03:24:00,2018-06-11T03:24:00,2018-06-11T04:31:00,2018-06-11T04:31:00,take_profit,take_profit,1.277777777777778,1.277777777777778,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,104,0,S1_000031,S2_000031,2018-06-12T02:04:00,2018-06-12T02:04:00,2018-06-12T02:12:00,2018-06-12T02:12:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,108,0,S1_000032,S2_000032,2018-06-12T03:01:00,2018-06-12T03:01:00,2018-06-12T03:12:00,2018-06-12T03:12:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,110,0,S1_000033,S2_000033,2018-06-13T03:01:00,2018-06-13T03:01:00,2018-06-13T03:54:00,2018-06-13T03:54:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,113,0,S1_000034,S2_000034,2018-06-14T03:45:00,2018-06-14T03:45:00,2018-06-14T04:19:00,2018-06-14T04:19:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,117,0,S1_000035,S2_000035,2018-06-20T03:01:00,2018-06-20T03:01:00,2018-06-20T03:06:00,2018-06-20T03:06:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,121,0,S1_000036,S2_000036,2018-06-26T03:01:00,2018-06-26T03:01:00,2018-06-26T04:31:00,2018-06-26T04:31:00,timeout,timeout,0.17777777777776765,0.17777777777776765,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,125,0,S1_000037,S2_000037,2018-06-26T04:38:00,2018-06-26T04:38:00,2018-06-26T04:45:00,2018-06-26T04:45:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,126,0,S1_000038,S2_000038,2018-06-26T04:50:00,2018-06-26T04:46:00,2018-06-26T04:54:00,2018-06-26T04:58:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,True,True,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,126,1,S1_000039,S2_000039,2018-06-26T04:57:00,2018-06-26T04:59:00,2018-06-26T05:01:00,2018-06-26T05:34:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,True,True,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,127,0,S1_000040,S2_000040,2018-06-27T03:05:00,2018-06-27T03:05:00,2018-06-27T04:00:00,2018-06-27T04:00:00,take_profit,take_profit,1.277777777777778,1.277777777777778,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,131,0,S1_000041,S2_000041,2018-06-27T04:54:00,2018-06-27T04:54:00,2018-06-27T05:03:00,2018-06-27T05:03:00,stop_loss,stop_loss,-1.048422800221342,-1.048422800221342,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,134,0,S1_000042,S2_000042,2018-06-29T04:20:00,2018-06-29T04:20:00,2018-06-29T04:25:00,2018-06-29T04:25:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,135,0,S1_000043,S2_000043,2018-07-03T03:15:00,2018-07-03T03:15:00,2018-07-03T04:04:00,2018-07-03T04:04:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,143,0,S1_000044,S2_000044,2018-07-09T04:16:00,2018-07-09T04:16:00,2018-07-09T04:52:00,2018-07-09T04:52:00,take_profit,take_profit,1.277777777777778,1.277777777777778,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,144,0,S1_000045,S2_000045,2018-07-10T03:37:00,2018-07-10T03:37:00,2018-07-10T04:10:00,2018-07-10T04:10:00,take_profit,take_profit,1.277777777777778,1.277777777777778,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,146,0,S1_000046,S2_000046,2018-07-16T02:49:00,2018-07-16T02:49:00,2018-07-16T03:42:00,2018-07-16T03:42:00,take_profit,take_profit,1.277777777777778,1.277777777777778,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,150,0,S1_000047,S2_000047,2018-07-17T02:41:00,2018-07-17T02:41:00,2018-07-17T03:33:00,2018-07-17T03:33:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,152,0,S1_000048,S2_000048,2018-07-17T03:36:00,2018-07-17T03:34:00,2018-07-17T03:57:00,2018-07-17T03:57:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,True,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,152,1,S1_000049,S2_000049,2018-07-17T04:01:00,2018-07-17T03:58:00,2018-07-17T04:06:00,2018-07-17T04:18:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,True,True,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,156,0,S1_000050,S2_000050,2018-07-18T02:17:00,2018-07-18T02:17:00,2018-07-18T02:51:00,2018-07-18T02:51:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,160,0,S1_000051,S2_000051,2018-07-19T01:28:00,2018-07-19T01:28:00,2018-07-19T01:58:00,2018-07-19T01:58:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,166,0,S1_000052,S2_000052,2018-07-24T02:25:00,2018-07-24T02:25:00,2018-07-24T03:31:00,2018-07-24T03:31:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,174,0,S1_000053,S2_000053,2018-07-30T02:38:00,2018-07-30T02:38:00,2018-07-30T02:52:00,2018-07-30T02:52:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,179,0,S1_000054,S2_000054,2018-07-30T04:53:00,2018-07-30T04:53:00,2018-07-30T05:28:00,2018-07-30T05:28:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,181,0,S1_000055,S2_000055,2018-08-07T03:35:00,2018-08-07T03:35:00,2018-08-07T04:00:00,2018-08-07T04:00:00,take_profit,take_profit,1.277777777777778,1.277777777777778,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,183,0,S1_000056,S2_000056,2018-08-07T04:36:00,2018-08-07T04:36:00,2018-08-07T04:50:00,2018-08-07T04:50:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,186,0,S1_000057,S2_000057,2018-08-07T04:52:00,2018-08-07T04:52:00,2018-08-07T04:57:00,2018-08-07T04:57:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,186,1,S1_000058,S2_000058,2018-08-07T04:59:00,2018-08-07T04:59:00,2018-08-07T05:49:00,2018-08-07T05:49:00,take_profit,take_profit,1.277777777777778,1.277777777777778,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,187,0,S1_000059,S2_000059,2018-08-08T03:02:00,2018-08-08T03:02:00,2018-08-08T03:14:00,2018-08-08T03:14:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,188,0,S1_000060,S2_000060,2018-08-08T04:01:00,2018-08-08T04:01:00,2018-08-08T04:32:00,2018-08-08T04:32:00,take_profit,take_profit,1.277777777777778,1.277777777777778,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,191,0,S1_000061,S2_000061,2018-08-09T03:02:00,2018-08-09T03:02:00,2018-08-09T04:32:00,2018-08-09T04:32:00,timeout,timeout,-0.5888888888887072,-0.5888888888887072,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,194,0,S1_000062,S2_000062,2018-08-13T04:01:00,2018-08-13T04:01:00,2018-08-13T04:06:00,2018-08-13T04:06:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,194,1,,S2_000063,,2018-08-13T04:07:00,,2018-08-13T04:09:00,,stop_loss,,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,195,0,S1_000063,,2018-08-13T04:12:00,,2018-08-13T04:32:00,,stop_loss,,-1.048855388051461,,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,199,0,S1_000064,S2_000064,2018-08-14T03:02:00,2018-08-14T03:02:00,2018-08-14T04:02:00,2018-08-14T04:02:00,take_profit,take_profit,1.277777777777778,1.277777777777778,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,201,0,S1_000065,S2_000065,2018-08-14T04:25:00,2018-08-14T04:25:00,2018-08-14T04:43:00,2018-08-14T04:43:00,take_profit,take_profit,1.277777777777778,1.277777777777778,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,203,0,S1_000066,S2_000066,2018-08-15T02:14:00,2018-08-15T02:14:00,2018-08-15T02:53:00,2018-08-15T02:53:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,204,0,S1_000067,S2_000067,2018-08-15T02:57:00,2018-08-15T02:57:00,2018-08-15T03:23:00,2018-08-15T03:23:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,204,1,S1_000068,S2_000068,2018-08-15T03:24:00,2018-08-15T03:24:00,2018-08-15T03:26:00,2018-08-15T03:26:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,209,0,S1_000069,S2_000069,2018-08-16T03:50:00,2018-08-16T03:50:00,2018-08-16T03:52:00,2018-08-16T03:52:00,take_profit,take_profit,0.5454574659470125,0.5454574659470125,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,209,1,S1_000070,S2_000070,2018-08-16T03:55:00,2018-08-16T03:55:00,2018-08-16T04:02:00,2018-08-16T04:02:00,take_profit,take_profit,0.5764030902067732,0.5764030902067732,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,210,0,S1_000071,S2_000071,2018-09-05T02:05:00,2018-09-05T02:05:00,2018-09-05T03:13:00,2018-09-05T03:13:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,219,0,S1_000072,S2_000072,2018-09-05T03:14:00,2018-09-05T03:14:00,2018-09-05T04:19:00,2018-09-05T04:19:00,take_profit,take_profit,1.277777777777778,1.277777777777778,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,221,0,S1_000073,S2_000073,2018-09-10T03:26:00,2018-09-10T03:26:00,2018-09-10T03:27:00,2018-09-10T03:27:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,221,1,,S2_000074,,2018-09-10T03:28:00,,2018-09-10T04:01:00,,take_profit,,1.277777777777778,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,222,0,S1_000074,S2_000075,2018-09-11T04:04:00,2018-09-11T04:04:00,2018-09-11T04:42:00,2018-09-11T04:42:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,230,0,S1_000075,S2_000076,2018-09-11T04:48:00,2018-09-11T04:48:00,2018-09-11T05:41:00,2018-09-11T05:41:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,231,0,S1_000076,S2_000077,2018-09-17T02:21:00,2018-09-17T02:21:00,2018-09-17T02:28:00,2018-09-17T02:28:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,240,0,S1_000077,S2_000078,2018-09-17T04:30:00,2018-09-17T04:30:00,2018-09-17T05:01:00,2018-09-17T05:01:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,242,0,S1_000078,S2_000079,2018-09-19T01:03:00,2018-09-19T01:03:00,2018-09-19T01:38:00,2018-09-19T01:38:00,take_profit,take_profit,1.277777777777778,1.277777777777778,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,243,0,S1_000079,S2_000080,2018-09-19T04:01:00,2018-09-19T04:01:00,2018-09-19T05:31:00,2018-09-19T05:31:00,timeout,timeout,0.933333333333394,0.933333333333394,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,247,0,S1_000080,S2_000081,2018-09-24T02:01:00,2018-09-24T02:01:00,2018-09-24T02:16:00,2018-09-24T02:16:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,249,0,,S2_000082,,2018-09-24T02:17:00,,2018-09-24T03:27:00,,stop_loss,,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,251,0,S1_000081,,2018-09-24T02:41:00,,2018-09-24T03:18:00,,stop_loss,,-1.0555555555554548,,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,252,0,S1_000082,S2_000083,2018-09-24T03:20:00,2018-09-24T03:29:00,2018-09-24T03:24:00,2018-09-24T03:38:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,True,True,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,253,0,S1_000083,S2_000084,2018-09-25T03:16:00,2018-09-25T03:16:00,2018-09-25T03:32:00,2018-09-25T03:32:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,258,0,S1_000084,S2_000085,2018-09-26T03:28:00,2018-09-26T03:28:00,2018-09-26T03:36:00,2018-09-26T03:36:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,264,0,S1_000085,S2_000086,2018-10-02T01:04:00,2018-10-02T01:04:00,2018-10-02T02:53:00,2018-10-02T02:53:00,timeout,timeout,-0.19999999999991921,-0.19999999999991921,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,266,0,S1_000086,S2_000087,2018-10-04T03:02:00,2018-10-04T03:02:00,2018-10-04T04:32:00,2018-10-04T04:32:00,timeout,timeout,-0.055555555555353485,-0.055555555555353485,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,267,0,S1_000087,S2_000088,2018-10-10T01:55:00,2018-10-10T01:55:00,2018-10-10T03:32:00,2018-10-10T03:32:00,timeout,timeout,0.2111111111113233,0.2111111111113233,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,268,0,S1_000088,S2_000089,2018-11-09T04:53:00,2018-11-09T04:53:00,2018-11-09T05:37:00,2018-11-09T05:37:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,269,0,S1_000089,S2_000090,2018-11-12T03:13:00,2018-11-12T03:13:00,2018-11-12T03:44:00,2018-11-12T03:44:00,take_profit,take_profit,1.277777777777778,1.277777777777778,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,271,0,S1_000090,S2_000091,2018-11-12T04:16:00,2018-11-12T04:16:00,2018-11-12T04:26:00,2018-11-12T04:26:00,stop_loss,stop_loss,-1.0555555555554548,-1.0555555555554548,False,False,False
SECONDARY_W0_2018_2020,S1->S2,raw_episode_id plus within-episode trade ordinal,272,0,,S2_000092,,2018-11-12T04:27:00,,2018-11-12T05:57:00,,timeout,,-0.6888888888888689,False,False,False
