cohort,simulator,entry_index,exit_index,entry_time_api,exit_time_api,entry_time_actual_utc,exit_time_actual_utc,raw_episode_id,entry_price,exit_price,tp_distance,sl_distance,exit_reason,same_bar_both_hit,gross_price,spread_points,spread_observed,extra_cost_points,gross_r,net_r,stress_r,risk_mult,risk_guard_reasons,risk_budget,account_pnl,balance_before,balance_after,positive,trade_id,episode_trade_ordinal
PRIMARY_2026_RECENT,S0,7358,7374,2026-06-08T08:44:00,2026-06-08T09:00:00,2026-06-08T05:44:00,2026-06-08T06:00:00,0,4287.96,4301.26,9.417571428571351,11.590857142857047,take_profit,False,13.300000000000182,30.0,False,5.0,1.1185064154933204,1.0890720361382336,1.0848671248017925,1.0,,14.0,15.24700850593527,1000.0,1015.2470085059352,True,S0_000000,0
PRIMARY_2026_RECENT,S0,17555,17582,2026-06-17T17:49:00,2026-06-17T18:16:00,2026-06-17T14:49:00,2026-06-17T15:16:00,4,4345.85,4352.91,6.221428571428656,7.657142857142961,take_profit,False,7.059999999999491,30.0,False,5.0,0.8872531418311632,0.8432675044882554,0.836983842010697,1.0,,14.213458119083093,11.985747358227531,1015.2470085059352,1027.2327558641628,True,S0_000001,0
PRIMARY_2026_RECENT,S0,20626,20649,2026-06-22T04:07:00,2026-06-22T04:30:00,2026-06-22T01:07:00,2026-06-22T01:30:00,11,4215.04,4203.85,7.759142857142811,9.549714285714229,stop_loss,False,-11.1899999999996,30.0,False,5.0,-1.136073562684888,-1.171607588327401,-1.1766838777049031,1.0,,14.38125858209828,-16.849191684484904,1027.2327558641628,1010.3835641796778,False,S0_000002,0
PRIMARY_2026_RECENT,S0,23387,23389,2026-06-24T04:10:00,2026-06-24T04:12:00,2026-06-24T01:10:00,2026-06-24T01:12:00,13,4080.46,4090.39,7.260500000000132,8.936000000000162,take_profit,False,9.929999999999836,30.0,False,5.0,1.0751407535729387,1.0372455608488165,1.0318319618882275,1.0,,14.14536989851549,14.672222133799666,1010.3835641796778,1025.0557863134775,True,S0_000003,0
PRIMARY_2026_RECENT,S0,23390,23406,2026-06-24T04:13:00,2026-06-24T04:29:00,2026-06-24T01:13:00,2026-06-24T01:29:00,14,4088.86,4098.18,8.347857142857194,10.274285714285778,take_profit,False,9.320000000000164,30.0,False,5.0,0.8813834098892293,0.8482842475006859,0.8435557957308939,1.0,,14.350781008388685,12.17354146874813,1025.0557863134775,1037.2293277822257,True,S0_000004,0
PRIMARY_2026_RECENT,S0,28899,28900,2026-06-30T04:07:00,2026-06-30T04:08:00,2026-06-30T01:07:00,2026-06-30T01:08:00,17,3945.09,3961.44,6.597499999999891,8.119999999999866,take_profit,False,16.34999999999991,30.0,False,5.0,1.9418052256532266,1.9002375296912308,1.8942992874109454,1.0,,14.52121058895116,27.593749337674694,1037.2293277822257,1064.8230771199005,True,S0_000005,0
PRIMARY_2026_RECENT,S0,28904,28912,2026-06-30T04:12:00,2026-06-30T04:20:00,2026-06-30T01:12:00,2026-06-30T01:20:00,18,3960.43,3973.67,10.663714285714214,13.124571428571342,take_profit,False,13.240000000000236,30.0,False,5.0,0.9862512237688061,0.960179627974314,0.9564551142893866,1.0,,14.907523079678608,14.313899964664305,1064.8230771199005,1079.136977084565,True,S0_000006,0
PRIMARY_2026_RECENT,S0,33041,33049,2026-07-03T04:12:00,2026-07-03T04:20:00,2026-07-03T01:12:00,2026-07-03T01:20:00,19,4179.05,4185.66,6.432214285714326,7.916571428571479,take_profit,False,6.609999999999673,30.0,False,5.0,0.8044717991514957,0.7618749565337896,0.7557896933026886,1.0,,15.10791767918391,11.510344125144313,1079.136977084565,1090.6473212097092,True,S0_000007,0
PRIMARY_2026_RECENT,S0,36643,36650,2026-07-07T22:20:00,2026-07-07T22:27:00,2026-07-07T19:20:00,2026-07-07T19:27:00,20,4097.19,4104.53,6.487928571428646,7.985142857142948,take_profit,False,7.3400000000001455,30.0,False,5.0,0.8859231671149812,0.8436788744051397,0.8376439754465907,1.0,,15.269062496935929,12.882185460636636,1090.6473212097092,1103.5295066703459,True,S0_000008,0
PRIMARY_2026_RECENT,S0,41857,41859,2026-07-13T17:19:00,2026-07-13T17:21:00,2026-07-13T14:19:00,2026-07-13T14:21:00,21,4021.64,4008.28,7.7424285714285395,9.529142857142817,stop_loss,False,-13.359999999999673,30.0,False,5.0,-1.3592233009708459,-1.3948316958316098,-1.3999186093831477,1.0,,15.449413093384843,-21.549331064649056,1103.5295066703459,1081.9801756056968,False,S0_000009,0
PRIMARY_2026_RECENT,S0,41869,41897,2026-07-13T17:31:00,2026-07-13T17:59:00,2026-07-13T14:31:00,2026-07-13T14:59:00,21,4005.81,4015.27,8.850214285714323,10.892571428571475,take_profit,False,9.460000000000036,30.0,False,5.0,0.8452034512686983,0.8139327104712307,0.8094654617858782,1.0,,15.147722458479755,12.329226798096363,1081.9801756056968,1094.3094024037932,True,S0_000010,1
PRIMARY_2026_RECENT,S0,54677,54767,2026-07-27T01:11:00,2026-07-27T02:41:00,2026-07-26T22:11:00,2026-07-26T23:41:00,24,4087.17,4088.09,7.606857142857107,9.36228571428567,timeout,False,0.9200000000000728,30.0,False,5.0,0.09521556567509223,0.05899225264652739,0.05381749364244671,1.0,,15.320331633653106,0.9037808743610497,1094.3094024037932,1095.2131832781542,True,S0_000011,0
PRIMARY_2026_RECENT,S0,58690,58694,2026-07-29T22:06:00,2026-07-29T22:10:00,2026-07-29T19:06:00,2026-07-29T19:10:00,27,4103.09,4091.72,7.8631428571428845,9.67771428571432,stop_loss,False,-11.370000000000346,30.0,False,5.0,-1.1395395452723518,-1.1746177194891778,-1.1796288872344387,1.0,,15.33298456589416,-18.01039536375336,1095.2131832781542,1077.202787914401,False,S0_000012,0
PRIMARY_2026_RECENT,S0,82380,82383,2026-08-24T03:18:00,2026-08-24T03:21:00,2026-08-24T00:18:00,2026-08-24T00:21:00,28,4629.35,4618.69,5.519428571428619,6.793142857142915,stop_loss,False,-10.660000000000764,30.0,False,5.0,-1.5028599049384666,-1.552203335213178,-1.5592523966809941,1.0,,15.080839030801613,-23.408528641423334,1077.202787914401,1053.7942592729776,False,S0_000013,0
PRIMARY_2026_RECENT,S0,82385,82386,2026-08-24T03:23:00,2026-08-24T03:24:00,2026-08-24T00:23:00,2026-08-24T00:24:00,29,4620.5,4612.42,4.927000000000122,6.06400000000015,stop_loss,False,-8.079999999999927,30.0,False,5.0,-1.2696417347579725,-1.3246385920804098,-1.3324952859836152,1.0,,14.753119629821686,-19.542551615240853,1053.7942592729776,1034.2517076577367,False,S0_000014,0
PRIMARY_2026_RECENT,S1,7358,7374,2026-06-08T08:44:00,2026-06-08T09:00:00,2026-06-08T05:44:00,2026-06-08T06:00:00,0,4287.96,4297.377571428571,9.417571428571351,11.590857142857047,take_profit,False,9.417571428571136,30.0,False,5.0,0.792001057234832,0.7625666778797452,0.7583617665433041,1.0,,14.0,10.675933490316433,1000.0,1010.6759334903164,True,S1_000000,0
