request_id	pair	from_ms	to_ms	kind
R0423	GBP/USD	1632067200000	1632070800000	retrieval_error_hour
R0424	GBP/USD	1633208400000	1633212000000	retrieval_error_hour
R0425	GBP/USD	1633237200000	1633240800000	retrieval_error_hour
R0426	GBP/USD	1633266000000	1633269600000	retrieval_error_hour
R0427	GBP/USD	1633276800000	1633280400000	retrieval_error_hour
R0428	GBP/USD	1634936400000	1634940000000	retrieval_error_hour
R0429	GBP/USD	1634940000000	1634943600000	retrieval_error_hour
R0430	GBP/USD	1634950800000	1634954400000	retrieval_error_hour
R0431	GBP/USD	1634961600000	1634965200000	retrieval_error_hour
R0432	GBP/USD	1634983200000	1634986800000	retrieval_error_hour
R0433	GBP/USD	1634990400000	1634994000000	retrieval_error_hour
R0434	GBP/USD	1635048000000	1635051600000	retrieval_error_hour
R0435	GBP/USD	1635051600000	1635055200000	retrieval_error_hour
R0436	GBP/USD	1635548400000	1635552000000	retrieval_error_hour
R0437	GBP/USD	1635573600000	1635577200000	retrieval_error_hour
R0438	GBP/USD	1635642000000	1635645600000	retrieval_error_hour
R0439	GBP/USD	1637352000000	1637355600000	retrieval_error_hour
R0440	GBP/USD	1637398800000	1637402400000	retrieval_error_hour
R0441	GBP/USD	1637402400000	1637406000000	retrieval_error_hour
R0442	GBP/USD	1637474400000	1637478000000	retrieval_error_hour
R0443	GBP/USD	1641020400000	1641024000000	retrieval_error_hour
R0444	GBP/USD	1641074400000	1641078000000	retrieval_error_hour
R0445	GBP/USD	1641092400000	1641096000000	retrieval_error_hour
R0446	GBP/USD	1641114000000	1641117600000	retrieval_error_hour
R0447	GBP/USD	1641596400000	1641600000000	retrieval_error_hour
R0448	GBP/USD	1641632400000	1641636000000	retrieval_error_hour
R0449	GBP/USD	1641646800000	1641650400000	retrieval_error_hour
R0450	GBP/USD	1641700800000	1641704400000	retrieval_error_hour
R0451	GBP/USD	1641715200000	1641718800000	retrieval_error_hour
R0452	GBP/USD	1641736800000	1641740400000	retrieval_error_hour
R0453	GBP/USD	1641758400000	1641762000000	retrieval_error_hour
R0454	GBP/USD	1642107600000	1642111200000	retrieval_error_hour
R0455	GBP/USD	1647637200000	1647640800000	retrieval_error_hour
R0456	GBP/USD	1647709200000	1647712800000	retrieval_error_hour
R0457	GBP/USD	1647723600000	1647727200000	retrieval_error_hour
R0458	GBP/USD	1647734400000	1647738000000	retrieval_error_hour
R0459	GBP/USD	1647748800000	1647752400000	retrieval_error_hour
R0460	GBP/USD	1647781200000	1647784800000	retrieval_error_hour
R0461	GBP/USD	1647795600000	1647799200000	retrieval_error_hour
R0462	GBP/USD	1649574000000	1649577600000	retrieval_error_hour
R0463	GBP/USD	1649592000000	1649595600000	retrieval_error_hour
R0464	GBP/USD	1650657600000	1650661200000	retrieval_error_hour
R0465	GBP/USD	1650661200000	1650664800000	retrieval_error_hour
R0466	GBP/USD	1650675600000	1650679200000	retrieval_error_hour
R0467	GBP/USD	1650722400000	1650726000000	retrieval_error_hour
R0468	GBP/USD	1650747600000	1650751200000	retrieval_error_hour
R0469	GBP/USD	1650751200000	1650754800000	retrieval_error_hour
R0470	GBP/USD	1650772800000	1650776400000	retrieval_error_hour
R0471	GBP/USD	1652626800000	1652630400000	retrieval_error_hour
R0472	GBP/USD	1653789600000	1653793200000	retrieval_error_hour
R0473	GBP/USD	1653793200000	1653796800000	retrieval_error_hour
R0474	GBP/USD	1653796800000	1653800400000	retrieval_error_hour
R0475	GBP/USD	1653807600000	1653811200000	retrieval_error_hour
R0476	GBP/USD	1653814800000	1653818400000	retrieval_error_hour
R0477	GBP/USD	1653858000000	1653861600000	retrieval_error_hour
R0478	GBP/USD	1655582400000	1655586000000	retrieval_error_hour
R0479	GBP/USD	1655661600000	1655665200000	retrieval_error_hour
R0480	GBP/USD	1655665200000	1655668800000	retrieval_error_hour
R0481	GBP/USD	1655668800000	1655672400000	retrieval_error_hour
R0482	GBP/USD	1656100800000	1656104400000	retrieval_error_hour
R0483	GBP/USD	1656104400000	1656108000000	retrieval_error_hour
R0484	GBP/USD	1657324800000	1657328400000	retrieval_error_hour
R0485	GBP/USD	1657382400000	1657386000000	retrieval_error_hour
R0486	GBP/USD	1657432800000	1657436400000	retrieval_error_hour
R0487	GBP/USD	1658538000000	1658541600000	retrieval_error_hour
R0488	GBP/USD	1658548800000	1658552400000	retrieval_error_hour
R0489	GBP/USD	1660996800000	1661000400000	retrieval_error_hour
R0490	GBP/USD	1661090400000	1661094000000	retrieval_error_hour
R0491	GBP/USD	1670108400000	1670112000000	retrieval_error_hour
R0492	GBP/USD	1670115600000	1670119200000	retrieval_error_hour
R0493	GBP/USD	1670148000000	1670151600000	retrieval_error_hour
R0494	GBP/USD	1670191200000	1670194800000	retrieval_error_hour
R0495	GBP/USD	1671854400000	1671858000000	retrieval_error_hour
R0496	GBP/USD	1671908400000	1671912000000	retrieval_error_hour
R0497	GBP/USD	1671958800000	1671962400000	retrieval_error_hour
R0498	GBP/USD	1673085600000	1673089200000	retrieval_error_hour
R0499	GBP/USD	1673762400000	1673766000000	retrieval_error_hour
R0500	GBP/USD	1673809200000	1673812800000	retrieval_error_hour
R0501	GBP/USD	1679162400000	1679166000000	retrieval_error_hour
R0502	GBP/USD	1679205600000	1679209200000	retrieval_error_hour
R0503	GBP/USD	1680987600000	1680991200000	retrieval_error_hour
R0504	GBP/USD	1680994800000	1680998400000	retrieval_error_hour
R0505	GBP/USD	1681498800000	1681502400000	retrieval_error_hour
R0506	GBP/USD	1681516800000	1681520400000	retrieval_error_hour
R0507	GBP/USD	1681560000000	1681563600000	retrieval_error_hour
R0508	GBP/USD	1681563600000	1681567200000	retrieval_error_hour
R0509	GBP/USD	1683954000000	1683957600000	retrieval_error_hour
R0510	GBP/USD	1683982800000	1683986400000	retrieval_error_hour
R0511	GBP/USD	1684015200000	1684018800000	retrieval_error_hour
R0512	GBP/USD	1684058400000	1684062000000	retrieval_error_hour
R0513	GBP/USD	1684076400000	1684080000000	retrieval_error_hour
R0514	GBP/USD	1684537200000	1684540800000	retrieval_error_hour
R0515	GBP/USD	1684584000000	1684587600000	retrieval_error_hour
R0516	GBP/USD	1684591200000	1684594800000	retrieval_error_hour
R0517	GBP/USD	1684620000000	1684623600000	retrieval_error_hour
R0518	GBP/USD	1684623600000	1684627200000	retrieval_error_hour
R0519	GBP/USD	1684627200000	1684630800000	retrieval_error_hour
R0520	GBP/USD	1684638000000	1684641600000	retrieval_error_hour
R0521	GBP/USD	1684681200000	1684684800000	retrieval_error_hour
R0522	GBP/USD	1685134800000	1685138400000	retrieval_error_hour
R0523	GBP/USD	1685163600000	1685167200000	retrieval_error_hour
R0524	GBP/USD	1685170800000	1685174400000	retrieval_error_hour
R0525	GBP/USD	1685188800000	1685192400000	retrieval_error_hour
R0526	GBP/USD	1685739600000	1685743200000	retrieval_error_hour
R0527	GBP/USD	1685743200000	1685746800000	retrieval_error_hour
R0528	GBP/USD	1685786400000	1685790000000	retrieval_error_hour
R0529	GBP/USD	1685826000000	1685829600000	retrieval_error_hour
R0530	GBP/USD	1686348000000	1686351600000	retrieval_error_hour
R0531	GBP/USD	1686351600000	1686355200000	retrieval_error_hour
R0532	GBP/USD	1686355200000	1686358800000	retrieval_error_hour
R0533	GBP/USD	1686362400000	1686366000000	retrieval_error_hour
R0534	GBP/USD	1686398400000	1686402000000	retrieval_error_hour
R0535	GBP/USD	1686466800000	1686470400000	retrieval_error_hour
R0536	GBP/USD	1686470400000	1686474000000	retrieval_error_hour
R0537	GBP/USD	1688162400000	1688166000000	retrieval_error_hour
R0538	GBP/USD	1688216400000	1688220000000	retrieval_error_hour
R0539	GBP/USD	1688230800000	1688234400000	retrieval_error_hour
R0540	GBP/USD	1688241600000	1688245200000	retrieval_error_hour
R0541	GBP/USD	1688328000000	1688331600000	retrieval_error_hour
R0542	GBP/USD	1688781600000	1688785200000	retrieval_error_hour
R0543	GBP/USD	1688806800000	1688810400000	retrieval_error_hour
R0544	GBP/USD	1688810400000	1688814000000	retrieval_error_hour
R0545	GBP/USD	1688875200000	1688878800000	retrieval_error_hour
R0546	GBP/USD	1689390000000	1689393600000	retrieval_error_hour
R0547	GBP/USD	1689429600000	1689433200000	retrieval_error_hour
R0548	GBP/USD	1689487200000	1689490800000	retrieval_error_hour
R0549	GBP/USD	1690578000000	1690581600000	retrieval_error_hour
R0550	GBP/USD	1690614000000	1690617600000	retrieval_error_hour
R0551	GBP/USD	1690639200000	1690642800000	retrieval_error_hour
R0552	GBP/USD	1690743600000	1690747200000	retrieval_error_hour
R0553	GBP/USD	1691251200000	1691254800000	retrieval_error_hour
R0554	GBP/USD	1691254800000	1691258400000	retrieval_error_hour
R0555	GBP/USD	1691272800000	1691276400000	retrieval_error_hour
R0556	GBP/USD	1691301600000	1691305200000	retrieval_error_hour
R0557	GBP/USD	1691308800000	1691312400000	retrieval_error_hour
R0558	GBP/USD	1691334000000	1691337600000	retrieval_error_hour
R0559	GBP/USD	1691787600000	1691791200000	retrieval_error_hour
R0560	GBP/USD	1691805600000	1691809200000	retrieval_error_hour
R0561	GBP/USD	1691870400000	1691874000000	retrieval_error_hour
R0562	GBP/USD	1691913600000	1691917200000	retrieval_error_hour
R0563	GBP/USD	1693004400000	1693008000000	retrieval_error_hour
R0564	GBP/USD	1693040400000	1693044000000	retrieval_error_hour
R0565	GBP/USD	1693101600000	1693105200000	retrieval_error_hour
R0566	GBP/USD	1693108800000	1693112400000	retrieval_error_hour
R0567	GBP/USD	1693148400000	1693152000000	retrieval_error_hour
R0568	GBP/USD	1695510000000	1695513600000	retrieval_error_hour
R0569	GBP/USD	1695531600000	1695535200000	retrieval_error_hour
R0570	GBP/USD	1695553200000	1695556800000	retrieval_error_hour
R0571	GBP/USD	1697230800000	1697234400000	retrieval_error_hour
R0572	GBP/USD	1697313600000	1697317200000	retrieval_error_hour
R0573	GBP/USD	1697378400000	1697382000000	retrieval_error_hour
R0574	GBP/USD	1699675200000	1699678800000	retrieval_error_hour
R0575	GBP/USD	1699686000000	1699689600000	retrieval_error_hour
R0576	GBP/USD	1699765200000	1699768800000	retrieval_error_hour
R0577	GBP/USD	1699772400000	1699776000000	retrieval_error_hour
R0578	GBP/USD	1700251200000	1700254800000	retrieval_error_hour
R0579	GBP/USD	1700276400000	1700280000000	retrieval_error_hour
R0580	GBP/USD	1700287200000	1700290800000	retrieval_error_hour
R0581	GBP/USD	1700409600000	1700413200000	retrieval_error_hour
R0582	GBP/USD	1702098000000	1702101600000	retrieval_error_hour
R0583	GBP/USD	1702119600000	1702123200000	retrieval_error_hour
R0584	GBP/USD	1702141200000	1702144800000	retrieval_error_hour
R0585	GBP/USD	1702152000000	1702155600000	retrieval_error_hour
R0586	GBP/USD	1702195200000	1702198800000	retrieval_error_hour
R0587	GBP/USD	1702213200000	1702216800000	retrieval_error_hour
R0588	GBP/USD	1702224000000	1702227600000	retrieval_error_hour
R0589	GBP/USD	1702238400000	1702242000000	retrieval_error_hour
R0590	GBP/USD	1702242000000	1702245600000	retrieval_error_hour
R0591	GBP/USD	1702738800000	1702742400000	retrieval_error_hour
R0592	GBP/USD	1702810800000	1702814400000	retrieval_error_hour
R0593	GBP/USD	1702818000000	1702821600000	retrieval_error_hour
R0594	GBP/USD	1702825200000	1702828800000	retrieval_error_hour
R0595	GBP/USD	1703365200000	1703368800000	retrieval_error_hour
R0596	GBP/USD	1703397600000	1703401200000	retrieval_error_hour
R0597	GBP/USD	1703448000000	1703451600000	retrieval_error_hour
R0598	GBP/USD	1703455200000	1703458800000	retrieval_error_hour
R0599	GBP/USD	1705802400000	1705806000000	retrieval_error_hour
R0600	GBP/USD	1706997600000	1707001200000	retrieval_error_hour
R0601	GBP/USD	1707073200000	1707076800000	retrieval_error_hour
R0602	GBP/USD	1709953200000	1709956800000	retrieval_error_hour
R0603	GBP/USD	1709971200000	1709974800000	retrieval_error_hour
R0604	GBP/USD	1711166400000	1711170000000	retrieval_error_hour
R0605	GBP/USD	1711188000000	1711191600000	retrieval_error_hour
R0606	GBP/USD	1711231200000	1711234800000	retrieval_error_hour
R0607	GBP/USD	1711288800000	1711292400000	retrieval_error_hour
R0608	GBP/USD	1711306800000	1711310400000	retrieval_error_hour
R0609	GBP/USD	1711764000000	1711767600000	retrieval_error_hour
R0610	GBP/USD	1711803600000	1711807200000	retrieval_error_hour
R0611	GBP/USD	1711843200000	1711846800000	retrieval_error_hour
R0612	GBP/USD	1711846800000	1711850400000	retrieval_error_hour
R0613	GBP/USD	1711879200000	1711882800000	retrieval_error_hour
R0614	GBP/USD	1711890000000	1711893600000	retrieval_error_hour
R0615	GBP/USD	1713020400000	1713024000000	retrieval_error_hour
R0616	GBP/USD	1713045600000	1713049200000	retrieval_error_hour
R0617	GBP/USD	1713063600000	1713067200000	retrieval_error_hour
R0618	GBP/USD	1713621600000	1713625200000	retrieval_error_hour
R0619	GBP/USD	1713625200000	1713628800000	retrieval_error_hour
R0620	GBP/USD	1714215600000	1714219200000	retrieval_error_hour
R0621	GBP/USD	1714302000000	1714305600000	retrieval_error_hour
R0622	GBP/USD	1714762800000	1714766400000	retrieval_error_hour
R0623	GBP/USD	1714777200000	1714780800000	retrieval_error_hour
R0624	GBP/USD	1714845600000	1714849200000	retrieval_error_hour
R0625	GBP/USD	1715972400000	1715976000000	retrieval_error_hour
R0626	GBP/USD	1715976000000	1715979600000	retrieval_error_hour
R0627	GBP/USD	1716066000000	1716069600000	retrieval_error_hour
R0628	GBP/USD	1716602400000	1716606000000	retrieval_error_hour
R0629	GBP/USD	1716627600000	1716631200000	retrieval_error_hour
R0630	GBP/USD	1716710400000	1716714000000	retrieval_error_hour
R0631	GBP/USD	1716721200000	1716724800000	retrieval_error_hour
R0632	GBP/USD	1721455200000	1721458800000	retrieval_error_hour
R0633	GBP/USD	1721466000000	1721469600000	retrieval_error_hour
R0634	GBP/USD	1721487600000	1721491200000	retrieval_error_hour
R0635	GBP/USD	1721491200000	1721494800000	retrieval_error_hour
R0636	GBP/USD	1721494800000	1721498400000	retrieval_error_hour
R0637	GBP/USD	1721505600000	1721509200000	retrieval_error_hour
R0638	GBP/USD	1721512800000	1721516400000	retrieval_error_hour
R0639	GBP/USD	1721538000000	1721541600000	retrieval_error_hour
R0640	GBP/USD	1721556000000	1721559600000	retrieval_error_hour
R0641	GBP/USD	1721559600000	1721563200000	retrieval_error_hour
R0642	GBP/USD	1721563200000	1721566800000	retrieval_error_hour
R0643	GBP/USD	1723359600000	1723363200000	retrieval_error_hour
R0644	GBP/USD	1723363200000	1723366800000	retrieval_error_hour
R0645	GBP/USD	1724583600000	1724587200000	retrieval_error_hour
R0646	GBP/USD	1725073200000	1725076800000	retrieval_error_hour
R0647	GBP/USD	1725138000000	1725141600000	retrieval_error_hour
R0648	GBP/USD	1725163200000	1725166800000	retrieval_error_hour
R0649	GBP/USD	1725213600000	1725217200000	retrieval_error_hour
R0650	GBP/USD	1726171200000	1726174800000	retrieval_error_hour
R0651	GBP/USD	1726434000000	1726437600000	retrieval_error_hour
R0652	GBP/USD	1726880400000	1726884000000	retrieval_error_hour
R0653	GBP/USD	1726891200000	1726894800000	retrieval_error_hour
R0654	GBP/USD	1726894800000	1726898400000	retrieval_error_hour
R0655	GBP/USD	1726959600000	1726963200000	retrieval_error_hour
R0656	GBP/USD	1727010000000	1727013600000	retrieval_error_hour
R0657	GBP/USD	1727035200000	1727038800000	retrieval_error_hour
R0658	GBP/USD	1731740400000	1731744000000	retrieval_error_hour
R0659	GBP/USD	1732946400000	1732950000000	retrieval_error_hour
R0660	GBP/USD	1733014800000	1733018400000	retrieval_error_hour
R0661	GBP/USD	1733022000000	1733025600000	retrieval_error_hour
R0662	GBP/USD	1733025600000	1733029200000	retrieval_error_hour
R0663	GBP/USD	1733029200000	1733032800000	retrieval_error_hour
R0664	GBP/USD	1733036400000	1733040000000	retrieval_error_hour
R0665	GBP/USD	1733040000000	1733043600000	retrieval_error_hour
R0666	GBP/USD	1733043600000	1733047200000	retrieval_error_hour
R0667	GBP/USD	1733047200000	1733050800000	retrieval_error_hour
R0668	GBP/USD	1733065200000	1733068800000	retrieval_error_hour
R0669	GBP/USD	1733068800000	1733072400000	retrieval_error_hour
R0670	GBP/USD	1733072400000	1733076000000	retrieval_error_hour
R0671	GBP/USD	1733086800000	1733090400000	retrieval_error_hour
R0672	GBP/USD	1735074000000	1735077600000	retrieval_error_hour
R0673	GBP/USD	1735077600000	1735081200000	retrieval_error_hour
R0674	GBP/USD	1735084800000	1735088400000	retrieval_error_hour
R0675	GBP/USD	1735095600000	1735099200000	retrieval_error_hour
R0676	GBP/USD	1735102800000	1735106400000	retrieval_error_hour
R0677	GBP/USD	1735128000000	1735131600000	retrieval_error_hour
R0678	GBP/USD	1735131600000	1735135200000	retrieval_error_hour
R0679	GBP/USD	1735160400000	1735164000000	retrieval_error_hour
R0680	GBP/USD	1735333200000	1735336800000	retrieval_error_hour
R0681	GBP/USD	1735336800000	1735340400000	retrieval_error_hour
R0682	GBP/USD	1735351200000	1735354800000	retrieval_error_hour
R0683	GBP/USD	1735376400000	1735380000000	retrieval_error_hour
R0684	GBP/USD	1735383600000	1735387200000	retrieval_error_hour
R0685	GBP/USD	1735398000000	1735401600000	retrieval_error_hour
R0686	GBP/USD	1735412400000	1735416000000	retrieval_error_hour
R0687	USD/JPY	1482778800000	1482782400000	retrieval_error_hour
R0688	USD/JPY	1588442400000	1588446000000	retrieval_error_hour
R0689	USD/JPY	1592071200000	1592074800000	retrieval_error_hour
R0690	USD/JPY	1624060800000	1624064400000	retrieval_error_hour
R0691	USD/JPY	1629586800000	1629590400000	retrieval_error_hour
R0692	USD/JPY	1640516400000	1640520000000	retrieval_error_hour
R0693	USD/JPY	1650700800000	1650704400000	retrieval_error_hour
R0694	USD/JPY	1659787200000	1659790800000	retrieval_error_hour
R0695	USD/JPY	1659866400000	1659870000000	retrieval_error_hour
R0696	USD/JPY	1659884400000	1659888000000	retrieval_error_hour
R0697	USD/JPY	1660453200000	1660456800000	retrieval_error_hour
R0698	USD/JPY	1660489200000	1660492800000	retrieval_error_hour
R0699	USD/JPY	1660500000000	1660503600000	retrieval_error_hour
R0700	USD/JPY	1665309600000	1665313200000	retrieval_error_hour
R0701	USD/JPY	1665334800000	1665338400000	retrieval_error_hour
R0702	USD/JPY	1671829200000	1671832800000	retrieval_error_hour
R0703	USD/JPY	1671850800000	1671854400000	retrieval_error_hour
R0704	USD/JPY	1671904800000	1671908400000	retrieval_error_hour
R0705	USD/JPY	1679220000000	1679223600000	retrieval_error_hour
R0706	USD/JPY	1679223600000	1679227200000	retrieval_error_hour
R0707	USD/JPY	1682744400000	1682748000000	retrieval_error_hour
R0708	USD/JPY	1682838000000	1682841600000	retrieval_error_hour
R0709	USD/JPY	1686344400000	1686348000000	retrieval_error_hour
R0710	USD/JPY	1686405600000	1686409200000	retrieval_error_hour
R0711	USD/JPY	1686434400000	1686438000000	retrieval_error_hour
R0712	USD/JPY	1686452400000	1686456000000	retrieval_error_hour
R0713	USD/JPY	1686495600000	1686499200000	retrieval_error_hour
R0714	USD/JPY	1686960000000	1686963600000	retrieval_error_hour
R0715	USD/JPY	1687006800000	1687010400000	retrieval_error_hour
R0716	USD/JPY	1687100400000	1687104000000	retrieval_error_hour
R0717	USD/JPY	1688299200000	1688302800000	retrieval_error_hour
R0718	USD/JPY	1688850000000	1688853600000	retrieval_error_hour
R0719	USD/JPY	1688871600000	1688875200000	retrieval_error_hour
R0720	USD/JPY	1688875200000	1688878800000	retrieval_error_hour
R0721	USD/JPY	1689440400000	1689444000000	retrieval_error_hour
R0722	USD/JPY	1691856000000	1691859600000	retrieval_error_hour
R0723	USD/JPY	1691859600000	1691863200000	retrieval_error_hour
R0724	USD/JPY	1691895600000	1691899200000	retrieval_error_hour
R0725	USD/JPY	1691960400000	1691964000000	retrieval_error_hour
R0726	USD/JPY	1693623600000	1693627200000	retrieval_error_hour
R0727	USD/JPY	1693681200000	1693684800000	retrieval_error_hour
R0728	USD/JPY	1695452400000	1695456000000	retrieval_error_hour
R0729	USD/JPY	1695492000000	1695495600000	retrieval_error_hour
R0730	USD/JPY	1695553200000	1695556800000	retrieval_error_hour
R0731	USD/JPY	1700276400000	1700280000000	retrieval_error_hour
R0732	USD/JPY	1700280000000	1700283600000	retrieval_error_hour
R0733	USD/JPY	1700283600000	1700287200000	retrieval_error_hour
R0734	USD/JPY	1700287200000	1700290800000	retrieval_error_hour
R0735	USD/JPY	1700290800000	1700294400000	retrieval_error_hour
R0736	USD/JPY	1700337600000	1700341200000	retrieval_error_hour
R0737	USD/JPY	1700391600000	1700395200000	retrieval_error_hour
R0738	USD/JPY	1703376000000	1703379600000	retrieval_error_hour
R0739	USD/JPY	1703487600000	1703491200000	retrieval_error_hour
R0740	USD/JPY	1705093200000	1705096800000	retrieval_error_hour
R0741	USD/JPY	1705096800000	1705100400000	retrieval_error_hour
R0742	USD/JPY	1705240800000	1705244400000	retrieval_error_hour
R0743	USD/JPY	1711206000000	1711209600000	retrieval_error_hour
R0744	USD/JPY	1711303200000	1711306800000	retrieval_error_hour
R0745	USD/JPY	1714899600000	1714903200000	retrieval_error_hour
R0746	USD/JPY	1716667200000	1716670800000	retrieval_error_hour
R0747	USD/JPY	1717837200000	1717840800000	retrieval_error_hour
R0748	USD/JPY	1717934400000	1717938000000	retrieval_error_hour
R0749	USD/JPY	1718506800000	1718510400000	retrieval_error_hour
R0750	USD/JPY	1718514000000	1718517600000	retrieval_error_hour
R0751	USD/JPY	1718539200000	1718542800000	retrieval_error_hour
R0752	USD/JPY	1721419200000	1721422800000	retrieval_error_hour
R0753	USD/JPY	1721422800000	1721426400000	retrieval_error_hour
R0754	USD/JPY	1721451600000	1721455200000	retrieval_error_hour
R0755	USD/JPY	1721534400000	1721538000000	retrieval_error_hour
R0756	USD/JPY	1721570400000	1721574000000	retrieval_error_hour
R0757	USD/JPY	1722726000000	1722729600000	retrieval_error_hour
R0758	USD/JPY	1722762000000	1722765600000	retrieval_error_hour
R0759	USD/JPY	1723345200000	1723348800000	retrieval_error_hour
R0760	USD/JPY	1723348800000	1723352400000	retrieval_error_hour
R0761	USD/JPY	1723395600000	1723399200000	retrieval_error_hour
R0762	USD/JPY	1725051600000	1725055200000	retrieval_error_hour
R0763	USD/JPY	1725069600000	1725073200000	retrieval_error_hour
R0764	USD/JPY	1725123600000	1725127200000	retrieval_error_hour
R0765	USD/JPY	1725166800000	1725170400000	retrieval_error_hour
R0766	USD/JPY	1725706800000	1725710400000	retrieval_error_hour
R0767	USD/JPY	1725757200000	1725760800000	retrieval_error_hour
R0768	USD/JPY	1725800400000	1725804000000	retrieval_error_hour
R0769	USD/JPY	1726894800000	1726898400000	retrieval_error_hour
R0770	USD/JPY	1726898400000	1726902000000	retrieval_error_hour
R0771	USD/JPY	1727632800000	1727636400000	retrieval_error_hour
R0772	USD/JPY	1728810000000	1728813600000	retrieval_error_hour
R0773	USD/JPY	1728813600000	1728817200000	retrieval_error_hour
R0774	USD/JPY	1731744000000	1731747600000	retrieval_error_hour
R0775	USD/JPY	1731783600000	1731787200000	retrieval_error_hour
R0776	USD/JPY	1732050000000	1732053600000	retrieval_error_hour
R0777	USD/JPY	1732914000000	1732917600000	retrieval_error_hour
R0778	USD/JPY	1732975200000	1732978800000	retrieval_error_hour
R0779	USD/JPY	1732978800000	1732982400000	retrieval_error_hour
R0780	USD/JPY	1733054400000	1733058000000	retrieval_error_hour
R0781	USD/JPY	1733868000000	1733871600000	retrieval_error_hour
R0782	USD/JPY	1734872400000	1734876000000	retrieval_error_hour
MISMATCH_GBPUSD_20231210T2259Z	GBP/USD	1702249020000	1702249320000	mismatch
