report_date,contract_code,contract_name,source_year,open_interest,producer_long,producer_short,swap_long,swap_short,managed_money_long,managed_money_short,COT_MM_NET_PCT_OI,COT_MM_NET_CHG_1W,COT_PROD_NET_PCT_OI,COT_SWAP_NET_PCT_OI,COT_MM_VS_PROD_SPREAD,availability_time_utc
2019-01-22,088691,GOLD - COMMODITY EXCHANGE INC.,2019,513509,50087,110130,102479,134513,105295,89085,0.031567119563629849,-0.018143309957606983,-0.11692686983090851,-0.062382548309766722,0.14849398939453837,2019-01-26 05:00:00+00:00
2019-01-29,088691,GOLD - COMMODITY EXCHANGE INC.,2019,483390,14289,84947,102371,150322,126404,94007,0.067020418295786005,0.035453298732156156,-0.14617182813049504,-0.099197335484805235,0.21319224642628104,2019-02-02 05:00:00+00:00
2019-02-05,088691,GOLD - COMMODITY EXCHANGE INC.,2019,479736,15593,89160,111952,169627,134954,90079,0.093541030900328517,0.026520612604542512,-0.15334892524221655,-0.12022237230476762,0.24688995614254505,2019-02-09 05:00:00+00:00
2019-02-12,088691,GOLD - COMMODITY EXCHANGE INC.,2019,476083,16566,90733,113352,165296,132365,89746,0.089520104687627999,-0.004020926212700518,-0.15578586086879809,-0.10910702545564534,0.24530596555642609,2019-02-16 05:00:00+00:00
2019-02-19,088691,GOLD - COMMODITY EXCHANGE INC.,2019,504639,15236,103673,102849,180889,166411,84034,0.16323946425068217,0.073719359563054171,-0.17524804860504242,-0.15464520181753688,0.33848751285572459,2019-02-23 05:00:00+00:00
2019-02-26,088691,GOLD - COMMODITY EXCHANGE INC.,2019,501268,15312,101061,102816,176912,154217,75658,0.15672055666828921,-0.0065189075823929576,-0.17106418123638453,-0.14781713574375385,0.32778473790467377,2019-03-02 05:00:00+00:00
2019-03-05,088691,GOLD - COMMODITY EXCHANGE INC.,2019,471311,13920,86101,105762,147578,125903,94656,0.06629804948324991,-0.090422507185039303,-0.15314940665505367,-0.088722732972495874,0.21944745613830358,2019-03-09 05:00:00+00:00
2019-03-12,088691,GOLD - COMMODITY EXCHANGE INC.,2019,530030,27128,87449,104043,152196,123293,105886,0.0328415372714752,-0.03345651221177471,-0.11380676565477425,-0.090849574552383822,0.14664830292624945,2019-03-16 04:00:00+00:00
2019-03-19,088691,GOLD - COMMODITY EXCHANGE INC.,2019,514163,33592,97589,99696,151358,123909,93434,0.059271087184414283,0.026429549912939082,-0.12446831063300938,-0.10047786402366565,0.18373939781742366,2019-03-23 04:00:00+00:00
2019-03-26,088691,GOLD - COMMODITY EXCHANGE INC.,2019,509575,14704,84053,96748,178833,135373,77386,0.11379482902418682,0.054523741839772537,-0.13609184124024923,-0.16108521807388509,0.24988667026443606,2019-03-30 04:00:00+00:00
2019-04-02,088691,GOLD - COMMODITY EXCHANGE INC.,2019,440170,16339,74574,98592,158587,110816,86198,0.055928391303360067,-0.057866437720826752,-0.13230115637140197,-0.13629961151373332,0.18822954767476202,2019-04-06 04:00:00+00:00
2019-04-09,088691,GOLD - COMMODITY EXCHANGE INC.,2019,447539,16242,75839,89285,162497,117917,80880,0.082757033465239896,0.026828642161879829,-0.13316604809860147,-0.16358797780752068,0.21592308156384138,2019-04-13 04:00:00+00:00
2019-04-16,088691,GOLD - COMMODITY EXCHANGE INC.,2019,440581,18586,61796,102113,137333,96196,111583,-0.03492433854387729,-0.11768137200911719,-0.098075041819778885,-0.079939897544378899,0.063150703275901596,2019-04-20 04:00:00+00:00
2019-04-23,088691,GOLD - COMMODITY EXCHANGE INC.,2019,440048,17090,53073,111538,132951,88989,122818,-0.076875704468603423,-0.041951365924726133,-0.081770625022724794,-0.04866060066174599,0.0048949205541213708,2019-04-27 04:00:00+00:00
2019-04-30,088691,GOLD - COMMODITY EXCHANGE INC.,2019,430011,16898,67873,107267,144604,95159,95083,0.00017673966479927257,0.077052444133402689,-0.11854347912030157,-0.086828011376453157,0.11872021878510083,2019-05-04 04:00:00+00:00
2019-05-07,088691,GOLD - COMMODITY EXCHANGE INC.,2019,450039,19282,67234,97242,145649,102975,93428,0.021213717033412662,0.021036977368613388,-0.10655076560031464,-0.10756178908939003,0.12776448263372731,2019-05-11 04:00:00+00:00
2019-05-14,088691,GOLD - COMMODITY EXCHANGE INC.,2019,517995,37635,102517,93005,165306,138467,85921,0.1014411336016757,0.080227416568263044,-0.12525603528991591,-0.1395785673606888,0.22669716889159161,2019-05-18 04:00:00+00:00
2019-05-21,088691,GOLD - COMMODITY EXCHANGE INC.,2019,508643,42131,104863,97934,143140,114986,99049,0.031332388335237091,-0.070108745266438607,-0.12333208163682582,-0.088875694740712052,0.1546644699720629,2019-05-25 04:00:00+00:00
2019-05-28,088691,GOLD - COMMODITY EXCHANGE INC.,2019,505126,47857,110653,101915,149073,119314,93040,0.052014744835941921,0.020682356500704831,-0.12431749702054537,-0.09335888471391296,0.1763322418564873,2019-06-01 04:00:00+00:00
2019-06-04,088691,GOLD - COMMODITY EXCHANGE INC.,2019,481495,19523,106293,92611,178417,159663,63481,0.19975700682250075,0.14774226198655882,-0.18020955565478353,-0.17820745802137095,0.37996656247728428,2019-06-08 04:00:00+00:00
2019-06-11,088691,GOLD - COMMODITY EXCHANGE INC.,2019,496663,22226,114842,95607,205018,169640,40480,0.26005561114880715,0.060298604326306404,-0.18647654445771075,-0.22029223034532469,0.44653215560651793,2019-06-15 04:00:00+00:00
2019-06-18,088691,GOLD - COMMODITY EXCHANGE INC.,2019,525636,22520,124772,99745,221348,191766,41250,0.28635024998287789,0.026294638834070738,-0.19453005501906262,-0.23134450456209241,0.48088030500194051,2019-06-22 04:00:00+00:00
2019-06-25,088691,GOLD - COMMODITY EXCHANGE INC.,2019,577605,27515,155003,110102,242764,204918,27177,0.3077206741631392,0.021370424180261305,-0.22071831095644948,-0.22967598964690403,0.52843898511958864,2019-06-29 04:00:00+00:00
2019-07-02,088691,GOLD - COMMODITY EXCHANGE INC.,2019,605949,26439,169945,111301,254617,214186,20099,0.32030253371158302,0.012581859548443819,-0.23682851197047936,-0.23651495422882124,0.5571310456820624,2019-07-06 04:00:00+00:00
2019-07-09,088691,GOLD - COMMODITY EXCHANGE INC.,2019,598977,23099,172713,113865,242667,208301,25690,0.30487147252732577,-0.015431061184257244,-0.24978254590743884,-0.21503663746688104,0.55465401843476458,2019-07-13 04:00:00+00:00
2019-07-16,088691,GOLD - COMMODITY EXCHANGE INC.,2019,601900,36109,173109,106552,246960,211322,31263,0.29915102176441272,-0.0057204507629130541,-0.22761256022595117,-0.23327463033726534,0.52676358199036388,2019-07-20 04:00:00+00:00
2019-07-23,088691,GOLD - COMMODITY EXCHANGE INC.,2019,616859,35072,175270,105569,253210,208153,29980,0.28883910261502221,-0.010311919149390503,-0.22727722218529681,-0.23934318863792212,0.51611632480031899,2019-07-27 04:00:00+00:00
2019-07-30,088691,GOLD - COMMODITY EXCHANGE INC.,2019,563298,16484,151075,103601,256977,215581,29868,0.32968872603843791,0.040849623423415693,-0.23893392129920574,-0.27228216681046269,0.56862264733764367,2019-08-03 04:00:00+00:00
2019-08-06,088691,GOLD - COMMODITY EXCHANGE INC.,2019,600317,21577,160907,97634,282629,248687,21854,0.37785536641474421,0.048166640376306302,-0.23209404364693986,-0.30816218764419467,0.60994941006168402,2019-08-10 04:00:00+00:00
2019-08-13,088691,GOLD - COMMODITY EXCHANGE INC.,2019,593962,20942,159798,96263,281134,245631,22020,0.37647357911785601,-0.0013817872968882039,-0.23377926534020696,-0.31125055138207497,0.61025284445806294,2019-08-17 04:00:00+00:00
2019-08-20,088691,GOLD - COMMODITY EXCHANGE INC.,2019,594807,21303,166620,94900,285833,249696,19850,0.38642114164762686,0.0099475625297708592,-0.24430949871134672,-0.32099992098277258,0.63073064035897364,2019-08-24 04:00:00+00:00
2019-08-27,088691,GOLD - COMMODITY EXCHANGE INC.,2019,636183,28589,172923,95266,284738,258269,31553,0.35636915793097268,-0.030051983716654185,-0.22687497150976998,-0.29782625439535482,0.58324412944074266,2019-08-31 04:00:00+00:00
2019-09-03,088691,GOLD - COMMODITY EXCHANGE INC.,2019,634358,23849,178506,97751,280835,265175,33549,0.36513451394953639,0.0087653560185637081,-0.24380081909584178,-0.28861305445820812,0.60893533304537817,2019-09-07 04:00:00+00:00
2019-09-10,088691,GOLD - COMMODITY EXCHANGE INC.,2019,614753,23199,177027,109076,260859,239475,33294,0.33538835922720184,-0.02974615472233455,-0.25022732707282436,-0.24690078779607419,0.58561568630002614,2019-09-14 04:00:00+00:00
2019-09-17,088691,GOLD - COMMODITY EXCHANGE INC.,2019,630990,21281,180842,108242,267080,241936,28080,0.33892137751786877,0.0035330182906669338,-0.25287405505634003,-0.25172823658061144,0.59179543257420875,2019-09-21 04:00:00+00:00
2019-09-24,088691,GOLD - COMMODITY EXCHANGE INC.,2019,658944,20674,185082,109466,290203,265508,27637,0.36098818716006215,0.022066809642193375,-0.24950223387723389,-0.27428279186091686,0.610490421037296,2019-09-28 04:00:00+00:00
2019-10-01,088691,GOLD - COMMODITY EXCHANGE INC.,2019,604885,23159,173858,109866,262855,219990,29179,0.3154500442232821,-0.045538142936780046,-0.24913661274457127,-0.25292245633467519,0.56458665696785337,2019-10-05 04:00:00+00:00
2019-10-08,088691,GOLD - COMMODITY EXCHANGE INC.,2019,616957,22269,176511,112484,269184,231976,31475,0.32498375089349824,0.0095337066702161355,-0.25000445736088578,-0.25398852756350931,0.57498820825438401,2019-10-12 04:00:00+00:00
2019-10-15,088691,GOLD - COMMODITY EXCHANGE INC.,2019,607387,22787,168098,117918,260882,213987,38200,0.28941515047243355,-0.035568600421064689,-0.23923956225602458,-0.23537546901728224,0.5286547127284581,2019-10-19 04:00:00+00:00
2019-10-22,088691,GOLD - COMMODITY EXCHANGE INC.,2019,625528,22191,167457,119656,269747,218317,33879,0.29485170927600363,0.0054365588035700796,-0.23222941259224208,-0.23994289624125539,0.52708112186824574,2019-10-26 04:00:00+00:00
2019-10-29,088691,GOLD - COMMODITY EXCHANGE INC.,2019,643442,22136,161711,122994,284635,230664,32106,0.30858725417364735,0.013735544897643726,-0.21691931829131453,-0.25121300754380349,0.52550657246496191,2019-11-02 04:00:00+00:00
2019-11-05,088691,GOLD - COMMODITY EXCHANGE INC.,2019,690181,17855,157995,126365,303363,233167,35920,0.28579024922447882,-0.022797004949168531,-0.20304818591065243,-0.25645156850159595,0.48883843513513126,2019-11-09 05:00:00+00:00
2019-11-12,088691,GOLD - COMMODITY EXCHANGE INC.,2019,708463,41974,164545,123638,302535,209432,33991,0.24763607979527513,-0.038154169429203688,-0.17300974080509499,-0.2525142456275063,0.42064582060037015,2019-11-16 05:00:00+00:00
2019-11-19,088691,GOLD - COMMODITY EXCHANGE INC.,2019,719211,38835,166073,122366,314223,221795,26596,0.27140713921227566,0.023771059417000528,-0.17691331194878832,-0.26676038047249001,0.448320451161064,2019-11-23 05:00:00+00:00
2019-11-26,088691,GOLD - COMMODITY EXCHANGE INC.,2019,669268,24107,145103,121252,305723,218724,24437,0.29029775814770764,0.01889061893543198,-0.18078856302706839,-0.27563098788527168,0.471086321174776,2019-11-30 05:00:00+00:00
2019-12-03,088691,GOLD - COMMODITY EXCHANGE INC.,2019,701016,25300,154111,122418,316394,232276,24314,0.29665799354080363,0.0063602353930959921,-0.18374901571433463,-0.27670695105389892,0.48040700925513824,2019-12-07 05:00:00+00:00
2019-12-10,088691,GOLD - COMMODITY EXCHANGE INC.,2019,690003,25199,147377,124100,304205,212929,29281,0.26615536454189331,-0.030502628998910319,-0.17706879535306369,-0.26102060425824236,0.443224159894957,2019-12-14 05:00:00+00:00
2019-12-17,088691,GOLD - COMMODITY EXCHANGE INC.,2019,716987,24515,157858,123907,309183,228616,26895,0.28134540793626661,0.015190043394373298,-0.1859768726629632,-0.25840914828302325,0.46732228059922981,2019-12-21 05:00:00+00:00
2019-12-24,088691,GOLD - COMMODITY EXCHANGE INC.,2019,748737,26943,164091,122413,325661,245366,26520,0.29228687776882939,0.010941469832562778,-0.18317246242672661,-0.27145446264843331,0.47545934019555602,2019-12-28 05:00:00+00:00
2019-12-31,088691,GOLD - COMMODITY EXCHANGE INC.,2019,786166,25430,171537,124486,344870,258357,25625,0.29603417090029333,0.0037472931314639357,-0.18584751820862261,-0.28032756440751699,0.48188168910891593,2020-01-04 05:00:00+00:00
2020-01-07,088691,GOLD - COMMODITY EXCHANGE INC.,2020,785857,23615,167363,124087,336420,261083,31326,0.29236489590345316,-0.0036692749968401661,-0.1829187752988139,-0.27019292313996057,0.47528367120226706,2020-01-11 05:00:00+00:00
2020-01-14,088691,GOLD - COMMODITY EXCHANGE INC.,2020,796883,40178,181318,125556,334235,262402,31943,0.28920054763371789,-0.0031643482697352732,-0.17711508464856196,-0.26186905731456184,0.46631563228227985,2020-01-18 05:00:00+00:00
2020-01-21,088691,GOLD - COMMODITY EXCHANGE INC.,2020,793829,42645,185232,121988,331304,258269,34437,0.28196500757719861,-0.007235540056519274,-0.17961928828500848,-0.26367895352777487,0.46158429586220706,2020-01-25 05:00:00+00:00
2020-01-28,088691,GOLD - COMMODITY EXCHANGE INC.,2020,715539,22487,161450,119308,341159,254259,34321,0.30737388178701652,0.025408874209817911,-0.19420744361942535,-0.31004739084801808,0.50158132540644185,2020-02-01 05:00:00+00:00
2020-02-04,088691,GOLD - COMMODITY EXCHANGE INC.,2020,654572,16469,155103,119930,312983,223762,42152,0.27744847014537743,-0.029925411641639088,-0.21179335504726754,-0.29493012227837428,0.48924182519264497,2020-02-08 05:00:00+00:00
2020-02-11,088691,GOLD - COMMODITY EXCHANGE INC.,2020,658024,17009,158762,120850,316888,231499,35828,0.29736149441357762,0.019913024268200186,-0.21542223383949521,-0.29791922483070526,0.51278372825307283,2020-02-15 05:00:00+00:00
2020-02-18,088691,GOLD - COMMODITY EXCHANGE INC.,2020,715317,17130,176211,113558,340089,278286,39740,0.33348291736391,0.036121422950332382,-0.22239230998284676,-0.31668616850990539,0.55587522734675676,2020-02-22 05:00:00+00:00
2020-02-25,088691,GOLD - COMMODITY EXCHANGE INC.,2020,732917,20685,184340,111284,323250,263218,32372,0.3149688163871216,-0.018514100976788406,-0.22329267843425654,-0.28920873714213208,0.53826149482137819,2020-02-29 05:00:00+00:00
2020-03-03,088691,GOLD - COMMODITY EXCHANGE INC.,2020,691985,18481,178821,109639,300310,242921,27560,0.31122206406208225,-0.0037467523250393486,-0.23171022493262136,-0.27554209990100942,0.54293228899470358,2020-03-07 05:00:00+00:00
2020-03-10,088691,GOLD - COMMODITY EXCHANGE INC.,2020,633470,30447,171242,114320,301829,220642,10457,0.33179945380207426,0.020577389739992014,-0.22225993338279634,-0.29600296778063678,0.55405938718487058,2020-03-14 04:00:00+00:00
2020-03-17,088691,GOLD - COMMODITY EXCHANGE INC.,2020,573925,28316,161694,95537,263868,164979,10900,0.26846539181948859,-0.063334061982585677,-0.2323962190181644,-0.29329790477849893,0.50086161083765302,2020-03-21 04:00:00+00:00
2020-03-24,088691,GOLD - COMMODITY EXCHANGE INC.,2020,547334,22853,157635,92974,270015,158965,1556,0.28759221974151067,0.019126827922022083,-0.24625183160556444,-0.3234606291587952,0.53384405134707513,2020-03-28 04:00:00+00:00
2020-03-31,088691,GOLD - COMMODITY EXCHANGE INC.,2020,495652,25659,137868,81549,253299,156820,4222,0.30787326592044417,0.020281046178933504,-0.22638665838128363,-0.34651327947834365,0.53425992430172786,2020-04-04 04:00:00+00:00
2020-04-07,088691,GOLD - COMMODITY EXCHANGE INC.,2020,480050,19757,129690,80746,246424,157005,4523,0.3176377460681179,0.0097644801476737264,-0.22900322883033017,-0.34512654931777942,0.5466409748984481,2020-04-11 04:00:00+00:00
2020-04-14,088691,GOLD - COMMODITY EXCHANGE INC.,2020,489965,19415,127666,78256,250413,162412,7168,0.31684712173318502,-0.00079062433493287676,-0.22093618931964529,-0.3513659138918086,0.53778331105283028,2020-04-18 04:00:00+00:00
2020-04-21,088691,GOLD - COMMODITY EXCHANGE INC.,2020,493158,18506,126959,76849,248469,155492,9221,0.29660068375652426,-0.020246437976660758,-0.21991532125606802,-0.34800206019166269,0.51651600501259232,2020-04-25 04:00:00+00:00
2020-04-28,088691,GOLD - COMMODITY EXCHANGE INC.,2020,500816,17954,130880,74946,255649,154025,7619,0.29233490942781382,-0.0042657743287104477,-0.2254840100955241,-0.36081714641704737,0.51781891952333792,2020-05-02 04:00:00+00:00
2020-05-05,088691,GOLD - COMMODITY EXCHANGE INC.,2020,490343,17834,126428,76763,249805,142326,9085,0.27173019702534756,-0.020604712402466252,-0.22146538239558838,-0.35289990883932265,0.49319557942093595,2020-05-09 04:00:00+00:00
2020-05-12,088691,GOLD - COMMODITY EXCHANGE INC.,2020,496739,22089,127265,78459,251816,144015,21798,0.24603866416770176,-0.025691532857645805,-0.21173292211805395,-0.3489901135203799,0.4577715862857557,2020-05-16 04:00:00+00:00
2020-05-19,088691,GOLD - COMMODITY EXCHANGE INC.,2020,528205,21879,129189,79365,262229,153961,26897,0.24055811664031956,-0.0054805475273821957,-0.20315975804848496,-0.34619891898032013,0.44371787468880453,2020-05-23 04:00:00+00:00
2020-05-26,088691,GOLD - COMMODITY EXCHANGE INC.,2020,519374,16983,105449,77107,262963,145566,32485,0.21772556962805223,-0.022832547012267335,-0.17033197657179605,-0.35784617635846228,0.38805754619984828,2020-05-30 04:00:00+00:00
2020-06-02,088691,GOLD - COMMODITY EXCHANGE INC.,2020,475745,17550,99413,75127,249887,133655,33300,0.21094283702403599,-0.0067827326040162395,-0.17207327454833998,-0.36733964623905663,0.38301611157237597,2020-06-06 04:00:00+00:00
2020-06-09,088691,GOLD - COMMODITY EXCHANGE INC.,2020,475661,18289,101180,76023,236589,126407,35230,0.19168483436733305,-0.019258002656702938,-0.17426486510350858,-0.33756393734193052,0.36594969947084166,2020-06-13 04:00:00+00:00
2020-06-16,088691,GOLD - COMMODITY EXCHANGE INC.,2020,489563,17761,105338,76758,247201,135945,31257,0.21383968968243106,0.022154855315098004,-0.17888811041684113,-0.34815335309245182,0.39272780009927222,2020-06-20 04:00:00+00:00
2020-06-23,088691,GOLD - COMMODITY EXCHANGE INC.,2020,532101,17771,111941,74444,267566,161593,32078,0.24340303814501382,0.029563348462582767,-0.17697767904965411,-0.36294237372228205,0.42038071719466796,2020-06-27 04:00:00+00:00
2020-06-30,088691,GOLD - COMMODITY EXCHANGE INC.,2020,561628,19798,115221,75447,281487,173526,34971,0.24670244361036131,0.003299405465347488,-0.16990427827672411,-0.36686205103734143,0.41660672188708542,2020-07-04 04:00:00+00:00
2020-07-07,088691,GOLD - COMMODITY EXCHANGE INC.,2020,572776,20352,112705,72947,283186,179810,40467,0.24327660376831431,-0.0034258398420470015,-0.16123755185273125,-0.36705273963992907,0.40451415562104553,2020-07-11 04:00:00+00:00
2020-07-14,088691,GOLD - COMMODITY EXCHANGE INC.,2020,580175,22532,118784,73071,278837,177400,42427,0.23264187529624683,-0.010634728472067478,-0.16590166760029301,-0.35466195544447798,0.39854354289653982,2020-07-18 04:00:00+00:00
2020-07-21,088691,GOLD - COMMODITY EXCHANGE INC.,2020,603138,23045,123303,71634,275235,181256,40987,0.23256534988675892,-7.6525409487909757e-05,-0.1662272978986567,-0.3375695114550899,0.39879264778541562,2020-07-25 04:00:00+00:00
2020-07-28,088691,GOLD - COMMODITY EXCHANGE INC.,2020,598629,20494,110969,74894,262796,159894,42758,0.19567378125683854,-0.036891568629920379,-0.15113701474535982,-0.31388723232586457,0.34681079600219833,2020-08-01 04:00:00+00:00
2020-08-04,088691,GOLD - COMMODITY EXCHANGE INC.,2020,561837,19158,116748,79645,258400,165357,51885,0.20196605065170148,0.0062922693948629371,-0.17369806545314745,-0.31816167322550848,0.37566411610484896,2020-08-08 04:00:00+00:00
2020-08-11,088691,GOLD - COMMODITY EXCHANGE INC.,2020,553345,20119,113766,81712,256396,155418,57726,0.17654808482953674,-0.02541796582216474,-0.1692379979940182,-0.31568731984566589,0.34578608282355494,2020-08-15 04:00:00+00:00
2020-08-18,088691,GOLD - COMMODITY EXCHANGE INC.,2020,544010,19419,110411,82563,259342,151016,55578,0.17543427510523704,-0.0011138097242996969,-0.16726163122001433,-0.32495542361353652,0.34269590632525138,2020-08-22 04:00:00+00:00
2020-08-25,088691,GOLD - COMMODITY EXCHANGE INC.,2020,549282,21545,114604,83785,257171,145055,58206,0.15811368295338277,-0.017320592151854275,-0.16941935108013734,-0.31565935166271608,0.32753303403352008,2020-08-29 04:00:00+00:00
2020-09-01,088691,GOLD - COMMODITY EXCHANGE INC.,2020,547704,17887,115747,80332,259878,147175,49433,0.17845770708265779,0.020344024129275023,-0.17867315192147584,-0.32781575449512873,0.35713085900413366,2020-09-05 04:00:00+00:00
2020-09-08,088691,GOLD - COMMODITY EXCHANGE INC.,2020,557457,17766,118943,79781,259644,155528,51236,0.18708528191412074,0.008627574831462953,-0.18149740697488775,-0.32264910118627982,0.36858268888900847,2020-09-12 04:00:00+00:00
2020-09-15,088691,GOLD - COMMODITY EXCHANGE INC.,2020,578925,19681,121622,81024,264269,166571,55473,0.1919039599257244,0.0048186780116036554,-0.1760867124411625,-0.31652632033510386,0.36799067236688687,2020-09-19 04:00:00+00:00
2020-09-22,088691,GOLD - COMMODITY EXCHANGE INC.,2020,575877,20734,113771,83669,257040,144670,63222,0.14143297961196574,-0.050470980313758657,-0.16155706861013724,-0.30105560736059955,0.30299004822210296,2020-09-26 04:00:00+00:00
2020-09-29,088691,GOLD - COMMODITY EXCHANGE INC.,2020,562396,18095,114937,80681,270017,140320,45948,0.16780346944146118,0.026370489829495442,-0.17219539257035968,-0.33665957794863405,0.33999886201182083,2020-10-03 04:00:00+00:00
2020-10-06,088691,GOLD - COMMODITY EXCHANGE INC.,2020,555555,17090,114476,80604,271686,139350,44738,0.17030177030177029,0.0024983008603091106,-0.17529497529497529,-0.34394794394794392,0.34559674559674558,2020-10-10 04:00:00+00:00
2020-10-13,088691,GOLD - COMMODITY EXCHANGE INC.,2020,553197,15637,116151,80511,264652,138169,56388,0.1478334119671654,-0.022468358334604893,-0.18169657463796804,-0.33286695336381072,0.32952998660513344,2020-10-17 04:00:00+00:00
2020-10-20,088691,GOLD - COMMODITY EXCHANGE INC.,2020,562993,16306,117914,80534,273050,149108,58543,0.16086345656162687,0.013030044594461471,-0.18047826527150426,-0.34195096564255684,0.34134172183313116,2020-10-24 04:00:00+00:00
2020-10-27,088691,GOLD - COMMODITY EXCHANGE INC.,2020,560900,16885,110953,78297,280691,149140,47265,0.18162774113032626,0.020764284568699387,-0.16770903904439294,-0.36083793902656447,0.3493367801747192,2020-10-31 04:00:00+00:00
2020-11-03,088691,GOLD - COMMODITY EXCHANGE INC.,2020,544774,15422,108060,76841,273541,140094,49399,0.16648188055964491,-0.015145860570681347,-0.1700484971749753,-0.36106715812428641,0.33653037773462025,2020-11-07 05:00:00+00:00
2020-11-10,088691,GOLD - COMMODITY EXCHANGE INC.,2020,547449,15986,108842,75840,266407,130105,50322,0.1457359498327698,-0.020745930726875111,-0.16961579982792918,-0.34810000566262794,0.31535174966069901,2020-11-14 05:00:00+00:00
2020-11-17,088691,GOLD - COMMODITY EXCHANGE INC.,2020,557533,16015,113514,74682,271755,139550,49103,0.16222716861602812,0.016491218783258321,-0.17487574726518429,-0.35347324732347679,0.33710291588121244,2020-11-21 05:00:00+00:00
2020-11-24,088691,GOLD - COMMODITY EXCHANGE INC.,2020,555253,16425,112076,74823,264001,137503,52155,0.15371011052619257,-0.0085170580898355497,-0.17226561585439432,-0.34070594845953106,0.32597572638058692,2020-11-28 05:00:00+00:00
2020-12-01,088691,GOLD - COMMODITY EXCHANGE INC.,2020,538042,18504,119429,73475,265813,134446,48903,0.15898944692050063,0.005279336394308054,-0.18757829314440136,-0.3574776690295553,0.34656774006490199,2020-12-05 05:00:00+00:00
2020-12-08,088691,GOLD - COMMODITY EXCHANGE INC.,2020,549520,15367,118240,71031,268881,147844,49033,0.17981329159994178,0.02082384467944115,-0.18720519726306595,-0.36004149075556852,0.3670184888630077,2020-12-12 05:00:00+00:00
2020-12-15,088691,GOLD - COMMODITY EXCHANGE INC.,2020,550366,14192,118294,69353,271593,151901,50022,0.18511136225711616,0.0052980706571743863,-0.18915049258130046,-0.36746455994738048,0.37426185483841662,2020-12-19 05:00:00+00:00
2020-12-21,088691,GOLD - COMMODITY EXCHANGE INC.,2020,560769,12636,120377,68376,275734,158194,50070,0.1928137967683663,0.0077024345112501336,-0.19213080608949495,-0.36977436341880526,0.38494460285786125,2020-12-25 05:00:00+00:00
2020-12-29,088691,GOLD - COMMODITY EXCHANGE INC.,2020,556414,12327,117811,69183,270953,159673,50678,0.19588831337816806,0.003074516609801764,-0.18957826366698177,-0.36262567081345903,0.38546657704514986,2021-01-02 05:00:00+00:00
2021-01-05,088691,GOLD - COMMODITY EXCHANGE INC.,2021,568888,13307,118767,66849,282312,167096,50527,0.20490676547932107,0.0090184521011530128,-0.1853791959049936,-0.37874414647522886,0.39028596138431471,2021-01-09 05:00:00+00:00
2021-01-12,088691,GOLD - COMMODITY EXCHANGE INC.,2021,555538,15210,113944,67748,259315,131057,52823,0.14082565009054285,-0.064081115388778226,-0.17772681616739089,-0.34483149667529495,0.31855246625793376,2021-01-16 05:00:00+00:00
2021-01-19,088691,GOLD - COMMODITY EXCHANGE INC.,2021,541330,13477,114372,67123,253695,127161,49090,0.14422071564480077,0.00339506555425792,-0.1863835368444387,-0.34465483161842131,0.33060425248923947,2021-01-23 05:00:00+00:00
2021-01-26,088691,GOLD - COMMODITY EXCHANGE INC.,2021,534574,10278,113013,66964,263177,142815,46416,0.18032863551164105,0.036107919866840282,-0.19218106380033448,-0.3670455353234538,0.37250969931197553,2021-01-30 05:00:00+00:00
2021-02-02,088691,GOLD - COMMODITY EXCHANGE INC.,2021,520011,10760,114887,64507,258337,137062,49284,0.16880027537879005,-0.011528360132850995,-0.20023999492318431,-0.37274211507064275,0.36904027030197439,2021-02-06 05:00:00+00:00
2021-02-09,088691,GOLD - COMMODITY EXCHANGE INC.,2021,506741,9490,112486,63984,253183,134733,47093,0.17294831087281273,0.0041480354940226782,-0.20325175977471727,-0.37336430247404495,0.37620007064753003,2021-02-13 05:00:00+00:00
2021-02-16,088691,GOLD - COMMODITY EXCHANGE INC.,2021,503016,11567,111400,64698,239943,125997,58041,0.13509709432701941,-0.03785121654579332,-0.19846883598136045,-0.34838852044467772,0.33356593030837989,2021-02-20 05:00:00+00:00
2021-02-23,088691,GOLD - COMMODITY EXCHANGE INC.,2021,481125,10658,103728,64009,222668,125124,56001,0.14366952455183166,0.0085724302248122441,-0.19344245258508705,-0.32976669264744091,0.33711197713691871,2021-02-27 05:00:00+00:00
2021-03-02,088691,GOLD - COMMODITY EXCHANGE INC.,2021,467008,12025,98920,63300,198608,106608,60648,0.098413731670549537,-0.04525579288128212,-0.186067476360148,-0.28973379471015487,0.28448120803069754,2021-03-06 05:00:00+00:00
2021-03-09,088691,GOLD - COMMODITY EXCHANGE INC.,2021,473871,14579,96258,63924,190125,96223,66793,0.062105509727330858,-0.036308221943218678,-0.17236547499213922,-0.26631931475021681,0.23447098471947009,2021-03-13 05:00:00+00:00
2021-03-16,088691,GOLD - COMMODITY EXCHANGE INC.,2021,476467,15152,94226,64465,194866,100669,59548,0.086303983276911092,0.024198473549580234,-0.16595902759267694,-0.27368317218191396,0.25226301086958802,2021-03-20 04:00:00+00:00
2021-03-23,088691,GOLD - COMMODITY EXCHANGE INC.,2021,485457,15470,93043,63078,187308,107941,64420,0.089649546715775033,0.003345563438863941,-0.15979376134240519,-0.25590320048943571,0.24944330805818021,2021-03-27 04:00:00+00:00
