url,path,acquisition_utc,status,http_status,bytes,sha256,final_url,error
https://www.bea.gov/news/2017/personal-income-and-outlays-september-2017,sources/db7f068d9c7f46fe63dd898b.html,2026-09-05T17:17:08.631092+00:00,ok,200,51951,f9417c47bfbd71b02b522473de6fd237c18105b3492001622c061fbd7307f249,https://www.bea.gov/news/2017/personal-income-and-outlays-september-2017,
https://www.bea.gov/news/2018/personal-consumption-expenditures-state-2017,sources/0c1de7cfa9ab4f7da3a93f7f.html,2026-09-05T17:17:08.647187+00:00,ok,200,50401,12ee074598574035acb7322ba49fe45ff2502081eab9fc123bd10b0b0f3a0427,https://www.bea.gov/news/2018/personal-consumption-expenditures-state-2017,
https://www.bea.gov/news/2018/personal-income-and-outlays-april-2018,sources/e9e165fe8e32439c8e52ddee.html,2026-09-05T17:17:08.817026+00:00,ok,200,55392,e72ef63e6be00f79208d5bfa630c1e6702b5d8418596c23c1615c5060e8dd82f,https://www.bea.gov/news/2018/personal-income-and-outlays-april-2018,
https://www.bea.gov/news/2018/personal-income-and-outlays-august-2018,sources/81d55f56f403894fb08eff5b.html,2026-09-05T17:17:10.178534+00:00,ok,200,54928,d4338c142fd86648f119a5dc53aa6708607bfa91d5a78f0706ad03f86ddf8f77,https://www.bea.gov/news/2018/personal-income-and-outlays-august-2018,
https://www.bea.gov/news/2018/personal-income-and-outlays-december-2017,sources/2052fd1d9317d142e01e9067.html,2026-09-05T17:17:10.281628+00:00,ok,200,50810,28a48776db3e83fa33b4ec0bcc3a70ebdafe5b7383658946ea04ecf73deda75b,https://www.bea.gov/news/2018/personal-income-and-outlays-december-2017,
https://www.bea.gov/news/2018/personal-income-and-outlays-february-2018,sources/1d2d8b44c17cc3a52bfa1a4d.html,2026-09-05T17:17:10.297717+00:00,ok,200,54612,1df9df5005245bfb37c15d3b95b8495f8ee071139ac36da29d3d33a3f7440187,https://www.bea.gov/news/2018/personal-income-and-outlays-february-2018,
https://www.bea.gov/news/2018/personal-income-and-outlays-january-2018,sources/8cf7ebcaac6044b8a4199e7c.html,2026-09-05T17:17:10.472741+00:00,ok,200,58019,f72f54fe0e811b789b2f2d88f4c8942a4e6c7bf95e40b21d37ab709e47fd71dc,https://www.bea.gov/news/2018/personal-income-and-outlays-january-2018,
https://www.bea.gov/news/2018/personal-income-and-outlays-july-2018,sources/570e4426b3c46547bf90ffe7.html,2026-09-05T17:17:11.097367+00:00,ok,200,55237,3e26a877c5f1f9c1af129cb5ee3e04cdd24e9646315b1d805d9c3d629fb8085a,https://www.bea.gov/news/2018/personal-income-and-outlays-july-2018,
https://www.bea.gov/news/2018/personal-income-and-outlays-june-2018,sources/7e7b7c51314b790c616b674d.html,2026-09-05T17:17:11.913336+00:00,ok,200,56588,d233fcedc481a700f21487e88c0428b076a7f3b6a5a88a6f80dd6100a138ffe8,https://www.bea.gov/news/2018/personal-income-and-outlays-june-2018,
https://www.bea.gov/news/2018/personal-income-and-outlays-march-2018,sources/5c5c0ce4ad1322dac954a91d.html,2026-09-05T17:17:11.947609+00:00,ok,200,55200,180478d4ae40292d98f5a5fb8515cee670109d4f55743642f07bb3d2bcb2800d,https://www.bea.gov/news/2018/personal-income-and-outlays-march-2018,
https://www.bea.gov/news/2018/personal-income-and-outlays-may-2018,sources/cd0d06dbdd2a98c29610491e.html,2026-09-05T17:17:11.964134+00:00,ok,200,56114,a51892e608d79872e0b16376e4699f2786fb86c9f2d97fa4c4b8634bcaf5c0c7,https://www.bea.gov/news/2018/personal-income-and-outlays-may-2018,
https://www.bea.gov/news/2018/personal-income-and-outlays-november-2018,sources/d7a2ea87d10307c139dcc09a.html,2026-09-05T17:17:12.137460+00:00,ok,200,61069,67025bb6495ce75f7f0229a3ba4094bb6b405d27113398227b72f3a732988250,https://www.bea.gov/news/2018/personal-income-and-outlays-november-2018,
https://www.bea.gov/news/2018/personal-income-and-outlays-october-2018,sources/4c89bd901224906843d5407e.html,2026-09-05T17:17:13.319849+00:00,ok,200,60248,561911ecada70d26cc3e53cb9ac92519846c7328f8e78f8a175122e116e2fdbc,https://www.bea.gov/news/2018/personal-income-and-outlays-october-2018,
https://www.bea.gov/news/2018/personal-income-and-outlays-september-2018,sources/2b5b0ee49864edef133a1094.html,2026-09-05T17:17:13.581161+00:00,ok,200,55413,bc7c6e297d4a1bc60bce92f164a227bef8e6e3977414551757128bc22890e25f,https://www.bea.gov/news/2018/personal-income-and-outlays-september-2018,
https://www.bea.gov/news/2019/personal-consumption-expenditures-state-2018,sources/234b84f8827f75aa95285ec4.html,2026-09-05T17:17:13.694813+00:00,ok,200,47514,ab294a30942803c2595832f498bbaf96d52da318da1c2aa14aff3b1d1686ef12,https://www.bea.gov/news/2019/personal-consumption-expenditures-state-2018,
https://www.bea.gov/news/2019/personal-income-and-outlays-april-2019,sources/47524954bc7b047ec75bf402.html,2026-09-05T17:17:13.761776+00:00,ok,200,60434,f9254d45852e5e2c08b769ec7d5192889d277c053e09d533fc183585fc43b96a,https://www.bea.gov/news/2019/personal-income-and-outlays-april-2019,
https://www.bea.gov/news/2019/personal-income-and-outlays-august-2019,sources/ada1359384543e026e491025.html,2026-09-05T17:17:15.028978+00:00,ok,200,57303,383b4a035c22d49e6aaae66dd41f191596b1f0fa3b4e298e7fcec95a898e1ce5,https://www.bea.gov/news/2019/personal-income-and-outlays-august-2019,
https://www.bea.gov/news/2019/personal-income-and-outlays-december-2018-personal-income-january-2019,sources/d77b200bc87194d5538c0a1f.html,2026-09-05T17:17:15.210359+00:00,ok,200,57496,9d51086478034e633ba728ea4258a212fe4256002dc20923ba6a5c0c9a2bb445,https://www.bea.gov/news/2019/personal-income-and-outlays-december-2018-personal-income-january-2019,
https://www.bea.gov/news/2019/personal-income-and-outlays-july-2019,sources/6d049955f04cb06a9211eb2a.html,2026-09-05T17:17:15.425114+00:00,ok,200,58408,d2a03e5b1ad8f3c45001aab60239049fe3b2d2dd189554d281963ceccfc10ca9,https://www.bea.gov/news/2019/personal-income-and-outlays-july-2019,
https://www.bea.gov/news/2019/personal-income-and-outlays-june-2019,sources/92c3e8aa36005f0292308e9d.html,2026-09-05T17:17:15.748742+00:00,ok,200,60098,2a60820044cd32a2a3840a31b05b1afddd013fdc4cc4e3384553f455fc587fa9,https://www.bea.gov/news/2019/personal-income-and-outlays-june-2019,
https://www.bea.gov/news/2019/personal-income-and-outlays-march-2019,sources/315def903bea7790a5599b6c.html,2026-09-05T17:17:16.314574+00:00,ok,200,57150,52b3d43e87e5469db37103662309d25cfce57a8da904a50d2a8c2247df550e59,https://www.bea.gov/news/2019/personal-income-and-outlays-march-2019,
https://www.bea.gov/news/2019/personal-income-and-outlays-may-2019,sources/c12d0dfe2994f0bf689449b7.html,2026-09-05T17:17:16.700218+00:00,ok,200,59641,1cd2cbd9a746aeddfabcc590a3c3db91f69be860dcc8e5e42650e6884f4bb4da,https://www.bea.gov/news/2019/personal-income-and-outlays-may-2019,
https://www.bea.gov/news/2019/personal-income-and-outlays-november-2019,sources/a8e1038c4cb260625e72e900.html,2026-09-05T17:17:17.288588+00:00,ok,200,59136,a2235151d2e5c6dc844562112de262978350dca153d0fdfeb9f846800412b5f3,https://www.bea.gov/news/2019/personal-income-and-outlays-november-2019,
https://www.bea.gov/news/2019/personal-income-and-outlays-october-2019,sources/5cae81f631751cb7c5d90231.html,2026-09-05T17:17:17.500158+00:00,ok,200,60532,36946aa517f181b7b2a08ed8eac389b30c3256fe17180ad709da7d874d8aa069,https://www.bea.gov/news/2019/personal-income-and-outlays-october-2019,
https://www.bea.gov/news/2019/personal-income-and-outlays-september-2019,sources/7a0e85344e481c9cd19c1dfe.html,2026-09-05T17:17:18.026284+00:00,ok,200,60303,6db2a01e16b6fa1863933bc0e45c3d4d131d6b7621975bb10b56885a483332b6,https://www.bea.gov/news/2019/personal-income-and-outlays-september-2019,
https://www.bea.gov/news/2019/personal-income-february-2019-personal-outlays-january-2019,sources/daf383f75b9b7ac1293b78ce.html,2026-09-05T17:17:18.445095+00:00,ok,200,55942,b6d8803415e9c7a4145c99117e63a1f789b611de4bcaba1a2745629d61827bf9,https://www.bea.gov/news/2019/personal-income-february-2019-personal-outlays-january-2019,
https://www.bea.gov/news/2020/personal-consumption-expenditures-state-2019,sources/75b19f4fec66fb484c933f4c.html,2026-09-05T17:17:18.997688+00:00,ok,200,48225,861555b2eb636f83e3781490f2d7c011ac724d2c8485d008b4920de186ce4410,https://www.bea.gov/news/2020/personal-consumption-expenditures-state-2019,
https://www.bea.gov/news/2020/personal-income-and-outlays-april-2020,sources/ec96b7212eced51b49b13cf1.html,2026-09-05T17:17:19.590015+00:00,ok,200,62300,41ca5ed67eca618e87bccccddb0f63ac44670f3502cbf5177b3fb1b5e3c24c2d,https://www.bea.gov/news/2020/personal-income-and-outlays-april-2020,
https://www.bea.gov/news/2020/personal-income-and-outlays-august-2020,sources/678f5acd7f87bca15c215885.html,2026-09-05T17:17:19.711302+00:00,ok,200,60930,5df0da1052b438752e3bc9c948478cbd6c2fcc4b0e82f334edb926d6afe97883,https://www.bea.gov/news/2020/personal-income-and-outlays-august-2020,
https://www.bea.gov/news/2020/personal-income-and-outlays-december-2019,sources/66434f7cfc4cba672c960011.html,2026-09-05T17:17:20.211446+00:00,ok,200,57473,32af3ce98301f1b2fdb777257ec9c454877ca0949bc96b83a20dbca3493c8601,https://www.bea.gov/news/2020/personal-income-and-outlays-december-2019,
https://www.bea.gov/news/2020/personal-income-and-outlays-february-2020,sources/5d85b3c2142f5a776d4b4286.html,2026-09-05T17:17:20.529921+00:00,ok,200,57990,7bfd7f752300c7aab008407658026af0ae4f21ee263e9ee87799da8b659bbb34,https://www.bea.gov/news/2020/personal-income-and-outlays-february-2020,
https://www.bea.gov/news/2020/personal-income-and-outlays-january-2020,sources/a685cf86d94afa0aea9b9271.html,2026-09-05T17:17:21.235037+00:00,ok,200,57845,1b9d0020ecf6ecdf7f89cff34b94f1fb846ba68ba244f6c4a6f4b62050a375f4,https://www.bea.gov/news/2020/personal-income-and-outlays-january-2020,
https://www.bea.gov/news/2020/personal-income-and-outlays-july-2020,sources/f59ce87acfbd80b5c62e6a27.html,2026-09-05T17:17:21.351112+00:00,ok,200,61278,a986fc8da2c15911056604e44a80c8efd1cfad5f5f0ac50868999ef5c90f1657,https://www.bea.gov/news/2020/personal-income-and-outlays-july-2020,
https://www.bea.gov/news/2020/personal-income-and-outlays-june-2020-and-annual-update,sources/7eb1a101083caed712a1811d.html,2026-09-05T17:17:21.494010+00:00,ok,200,66773,596d1ed4a7f93d9a2047a78196c225bcf25f512f798d0999b3dac92df5d3a734,https://www.bea.gov/news/2020/personal-income-and-outlays-june-2020-and-annual-update,
https://www.bea.gov/news/2020/personal-income-and-outlays-march-2020,sources/45b2fdf742d9a66117997357.html,2026-09-05T17:17:22.333976+00:00,ok,200,61609,dafcdc7dfc2128c4f0ecd7d272d3c8f3eaba102cbacb7ae833269b81c908a7a1,https://www.bea.gov/news/2020/personal-income-and-outlays-march-2020,
https://www.bea.gov/news/2020/personal-income-and-outlays-may-2020,sources/917f984b786c22b3df925635.html,2026-09-05T17:17:22.994268+00:00,ok,200,62727,d8ade51a07d3b4670b48527076465767ab51921c3fe5da2b03b4f2e3e1891718,https://www.bea.gov/news/2020/personal-income-and-outlays-may-2020,
https://www.bea.gov/news/2020/personal-income-and-outlays-november-2020,sources/ba0cd6f54a6bced625f7ec2d.html,2026-09-05T17:17:23.157910+00:00,ok,200,63043,d3a96952ddda76b7b735753727a130dc93e4c4674295cb15dcabfc84d3ab0e38,https://www.bea.gov/news/2020/personal-income-and-outlays-november-2020,
https://www.bea.gov/news/2020/personal-income-and-outlays-october-2020,sources/98c6fe5b41d4423a1ed88e52.html,2026-09-05T17:17:23.262837+00:00,ok,200,61019,72d6810d6ac5b21ae1c450f963bddf4cc992a2f1c79fba857d9383c039aebe0a,https://www.bea.gov/news/2020/personal-income-and-outlays-october-2020,
https://www.bea.gov/news/2020/personal-income-and-outlays-september-2020,sources/1058c3d6dc4703808534a456.html,2026-09-05T17:17:23.963987+00:00,ok,200,62548,0fb815e66278d37deabf51a2ad940bd8d897173801e161d45758cae93b5fe905,https://www.bea.gov/news/2020/personal-income-and-outlays-september-2020,
https://www.bea.gov/news/2020/personal-income-county-and-metropolitan-area-2019,sources/8603a05bb21e81adfade4556.html,2026-09-05T17:17:24.751335+00:00,ok,200,51125,b9939aa261032f6df96fbfbe28f75aed264e800097a195ea98b9245a4c8ad70c,https://www.bea.gov/news/2020/personal-income-county-and-metropolitan-area-2019,
https://www.bea.gov/news/2020/personal-income-state-1st-quarter-2020,sources/40ed3bf69ca193c64241892c.html,2026-09-05T17:17:24.928285+00:00,ok,200,55144,d72a15dd05c6fbe3a35a8ff574e4140aefb3a911193857a192a0a72e1a979e30,https://www.bea.gov/news/2020/personal-income-state-1st-quarter-2020,
